"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2008 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
62-0081,MORRILL,62,"TIF PROPERTY VENTURES, LLC",,BAYARD,BAYARD,62-0021,,3,"Name of Project: Dollar General Store
Part of Lot 8, Lots 9&10, Block 7, Original Town of South Bayard
Description: TIF funds approved for reconstruction and remodeling of a vacant building now occupied by merchandise store.
Note: As per City and Asses",2005,0,0,"9,435","196,935",0,0,0,0,,"9,435","196,935",2.590824,"5,102.24",244.44
62-0081,MORRILL,62,"TIF PROPERTY VENTURES, LLC",,BAYARD,BAYARD,62-0021,,3,"Name of Project: Dollar General Store
Part of Lot 8, Lots 9&10, Block 7, Original Town of South Bayard
Description: TIF funds approved for reconstruction and remodeling of a vacant building now occupied by merchandise store.
Note: As per City and Asses",2006,0,0,"9,435","196,935",0,0,0,0,,"9,435","196,935",2.662651,"5,243.69",251.22
62-0081,MORRILL,62,"TIF PROPERTY VENTURES, LLC",,BAYARD,BAYARD,62-0021,,3,"Name of Project: Dollar General Store
Part of Lot 8, Lots 9&10, Block 7, Original Town of South Bayard
Description: TIF funds approved for reconstruction and remodeling of a vacant building now occupied by merchandise store.
Note: As per City and Asses",2007,0,0,"9,435","196,935",0,0,0,0,,"9,435","196,935",2.539681,"5,001.52",239.62
62-0081,MORRILL,62,"TIF PROPERTY VENTURES, LLC",,BAYARD,BAYARD,62-0021,,3,"Name of Project: Dollar General Store
Part of Lot 8, Lots 9&10, Block 7, Original Town of South Bayard
Description: TIF funds approved for reconstruction and remodeling of a vacant building now occupied by merchandise store.
Note: As per City and Asses",2008,0,0,"9,435","196,935",0,0,0,0,,"9,435","196,935",2.669648,"5,257.47",251.88
62-0082,MORRILL,62,TIF CITY BAYARD/CLAVER,7/12/2005,BAYARD,BAYARD 21,62-0021,,3,"Name of Project: Gene R. and Alfretta A. Claver Project
Lots 1-5, Block 4 Fifth Addition, and Lot 6, Block 4, South Bayard Addition
Description: TIF funds used for improvements and infrastructue for truck parking lot and storage units.",2005,0,0,"23,510","35,250",0,0,0,0,,"23,510","35,250",2.590824,913.27,609.10
62-0082,MORRILL,62,TIF CITY BAYARD/CLAVER,7/12/2005,BAYARD,BAYARD 21,62-0021,,3,"Name of Project: Gene R. and Alfretta A. Claver Project
Lots 1-5, Block 4 Fifth Addition, and Lot 6, Block 4, South Bayard Addition
Description: TIF funds used for improvements and infrastructue for truck parking lot and storage units.",2006,0,0,"3,000","32,250",0,0,0,0,,"3,000","32,250",2.662651,858.70,79.88
62-0082,MORRILL,62,TIF CITY BAYARD/CLAVER,7/12/2005,BAYARD,BAYARD 21,62-0021,,3,"Name of Project: Gene R. and Alfretta A. Claver Project
Lots 1-5, Block 4 Fifth Addition, and Lot 6, Block 4, South Bayard Addition
Description: TIF funds used for improvements and infrastructue for truck parking lot and storage units.",2007,0,0,"3,000","32,250",0,0,0,0,,"3,000","32,250",2.539681,819.05,76.19
62-0082,MORRILL,62,TIF CITY BAYARD/CLAVER,7/12/2005,BAYARD,BAYARD 21,62-0021,,3,"Name of Project: Gene R. and Alfretta A. Claver Project
Lots 1-5, Block 4 Fifth Addition, and Lot 6, Block 4, South Bayard Addition
Description: TIF funds used for improvements and infrastructue for truck parking lot and storage units.",2008,0,0,"3,000","32,250",0,0,0,0,,"3,000","32,250",2.669648,860.96,80.09
62-0211,MORRILL,62,TIF BRIDGEPORT ETHANOL,,BRIDGEPORT,BRIDGEPORT 63,62-0063,,3,,2008,0,0,"6,415","52,985",0,0,0,0,,"6,415","52,985",1.979118,"1,048.64",126.96
63-8750,NANCE,63,TIF VALLEY VIEW ASSIST. LIVING,4/26/2001,FULLERTON,FULLERTON,63-0000,,3,"Name of Project: Valley View Assisted Living, LLC
Parts of N1/2SW1/4 of Section 14, Township 16 North, Range 6.
Description: TIF funds used by redeveloper to assist in the acquisition and costruction of an assisted living facility. The site will contain",2001,0,0,"16,260",0,0,0,0,0,,"16,260",0,2.05337,0.00,333.88
63-8750,NANCE,63,TIF VALLEY VIEW ASSIST. LIVING,4/26/2001,FULLERTON,FULLERTON,63-0000,,3,"Name of Project: Valley View Assisted Living, LLC
Parts of N1/2SW1/4 of Section 14, Township 16 North, Range 6.
Description: TIF funds used by redeveloper to assist in the acquisition and costruction of an assisted living facility. The site will contain",2002,0,0,"16,260","918,400",0,0,0,0,,"16,260","918,400",2.051167,"18,837.92",333.52
63-8750,NANCE,63,TIF VALLEY VIEW ASSIST. LIVING,4/26/2001,FULLERTON,FULLERTON,63-0000,,3,"Name of Project: Valley View Assisted Living, LLC
Parts of N1/2SW1/4 of Section 14, Township 16 North, Range 6.
Description: TIF funds used by redeveloper to assist in the acquisition and costruction of an assisted living facility. The site will contain",2003,0,0,"16,260","999,250",0,0,0,0,,"16,260","999,250",2.17069,"21,690.62",352.95
63-8750,NANCE,63,TIF VALLEY VIEW ASSIST. LIVING,4/26/2001,FULLERTON,FULLERTON,63-0000,,3,"Name of Project: Valley View Assisted Living, LLC
Parts of N1/2SW1/4 of Section 14, Township 16 North, Range 6.
Description: TIF funds used by redeveloper to assist in the acquisition and costruction of an assisted living facility. The site will contain",2004,0,0,"16,260","999,250",0,0,0,0,,"16,260","999,250",2.209881,"22,082.24",359.33
63-8750,NANCE,63,TIF VALLEY VIEW ASSIST. LIVING,4/26/2001,FULLERTON,FULLERTON,63-0000,,3,"Name of Project: Valley View Assisted Living, LLC
Parts of N1/2SW1/4 of Section 14, Township 16 North, Range 6.
Description: TIF funds used by redeveloper to assist in the acquisition and costruction of an assisted living facility. The site will contain",2005,0,0,"16,260","1,002,560",0,0,0,0,,"16,260","1,002,560",2.25197,"22,577.34",366.17
63-8750,NANCE,63,TIF VALLEY VIEW ASSIST. LIVING,4/26/2001,FULLERTON,FULLERTON,63-0000,,3,"Name of Project: Valley View Assisted Living, LLC
Parts of N1/2SW1/4 of Section 14, Township 16 North, Range 6.
Description: TIF funds used by redeveloper to assist in the acquisition and costruction of an assisted living facility. The site will contain",2006,0,0,"16,260","1,002,560",0,0,0,0,,"16,260","1,002,560",2.389442,"23,955.59",388.52
63-8750,NANCE,63,TIF VALLEY VIEW ASSIST. LIVING,4/26/2001,FULLERTON,FULLERTON,63-0000,,3,"Name of Project: Valley View Assisted Living, LLC
Parts of N1/2SW1/4 of Section 14, Township 16 North, Range 6.
Description: TIF funds used by redeveloper to assist in the acquisition and costruction of an assisted living facility. The site will contain",2007,0,0,"16,260","1,006,960",0,0,0,0,,"16,260","1,006,960",2.39249,"24,091.42",389.02
63-8750,NANCE,63,TIF VALLEY VIEW ASSIST. LIVING,4/26/2001,FULLERTON,FULLERTON,63-0000,,3,"Name of Project: Valley View Assisted Living, LLC
Parts of N1/2SW1/4 of Section 14, Township 16 North, Range 6.
Description: TIF funds used by redeveloper to assist in the acquisition and costruction of an assisted living facility. The site will contain",2008,0,0,"16,260","1,007,775",0,0,0,0,,"16,260","1,007,775",2.274408,"22,920.92",369.82
63-8751,NANCE,63,TIF LEN &JOE'S MKT(liquor str),8/2/2004,FULLERTON,FULLERTON 1,63-0001,,3,"Name of Project: Len & Joe's Supermarket, Inc. (Liquor Store)
Lots 12-13, Block 9, Original Town of Fullerton
Description: TIF funds used to assist developer recuperate infrastructure costs for their retail business.",2005,0,0,900,"182,940",0,0,0,0,,900,"182,940",2.25197,"4,119.76",20.27
63-8751,NANCE,63,TIF LEN &JOE'S MKT(liquor str),8/2/2004,FULLERTON,FULLERTON 1,63-0001,,3,"Name of Project: Len & Joe's Supermarket, Inc. (Liquor Store)
Lots 12-13, Block 9, Original Town of Fullerton
Description: TIF funds used to assist developer recuperate infrastructure costs for their retail business.",2006,0,0,900,"182,940",0,0,0,0,,900,"182,940",2.389442,"4,371.25",21.50
63-8751,NANCE,63,TIF LEN &JOE'S MKT(liquor str),8/2/2004,FULLERTON,FULLERTON 1,63-0001,,3,"Name of Project: Len & Joe's Supermarket, Inc. (Liquor Store)
Lots 12-13, Block 9, Original Town of Fullerton
Description: TIF funds used to assist developer recuperate infrastructure costs for their retail business.",2007,0,0,900,"182,940",0,0,0,0,,900,"182,940",2.39249,"4,376.82",21.53
63-8751,NANCE,63,TIF LEN &JOE'S MKT(liquor str),8/2/2004,FULLERTON,FULLERTON 1,63-0001,,3,"Name of Project: Len & Joe's Supermarket, Inc. (Liquor Store)
Lots 12-13, Block 9, Original Town of Fullerton
Description: TIF funds used to assist developer recuperate infrastructure costs for their retail business.",2008,0,0,900,"182,985",0,0,0,0,,900,"182,985",2.274408,"4,161.83",20.47
63-8752,NANCE,63,TIF LEN &JOE'S MKT (grocery),9/1/2005,FULLERTON,FULLERTON 1,63-0001,,3,"Name of Project: Len & Joe's Supermarket, Inc. (Grocery Store)
Lots 6-9, Block 9, Original Town of Fullerton
Description: TIF funds used to assist the developer recuperate infrastructure costs for their retail business.",2006,0,0,"78,015",0,0,0,0,0,,"78,015",0,0,0.00,0.00
63-8752,NANCE,63,TIF LEN &JOE'S MKT (grocery),9/1/2005,FULLERTON,FULLERTON 1,63-0001,,3,"Name of Project: Len & Joe's Supermarket, Inc. (Grocery Store)
Lots 6-9, Block 9, Original Town of Fullerton
Description: TIF funds used to assist the developer recuperate infrastructure costs for their retail business.",2007,0,0,"78,015","151,200",0,0,0,0,,"78,015","151,200",2.39249,"3,617.44","1,866.50"
63-8752,NANCE,63,TIF LEN &JOE'S MKT (grocery),9/1/2005,FULLERTON,FULLERTON 1,63-0001,,3,"Name of Project: Len & Joe's Supermarket, Inc. (Grocery Store)
Lots 6-9, Block 9, Original Town of Fullerton
Description: TIF funds used to assist the developer recuperate infrastructure costs for their retail business.",2008,0,0,"78,015","306,300",0,0,0,0,,"78,015","306,300",2.274408,"6,966.51","1,774.38"
63-8753,NANCE,63,TIF FRONT RUNNER FAB INC,2/14/2006,FULLERTON,FULLERTON 1,63-0001,,3,"Name of Project: Front Runner Fab, Inc
Lots 13-18, Block 2, Original Town
Description: TIF funds used for an addition to an existing building for the purpose of increasing repair and manufacturing capablilties.",2007,0,0,"11,840","142,470",0,0,0,0,,"11,840","142,470",2.39249,"3,408.58",283.27
63-8753,NANCE,63,TIF FRONT RUNNER FAB INC,2/14/2006,FULLERTON,FULLERTON 1,63-0001,,3,"Name of Project: Front Runner Fab, Inc
Lots 13-18, Block 2, Original Town
Description: TIF funds used for an addition to an existing building for the purpose of increasing repair and manufacturing capablilties.",2008,0,0,"11,840","143,060",0,0,0,0,,"11,840","143,060",2.274408,"3,253.77",269.29
64-0801,NEMAHA,64,TIF TERRACE HEIGHTS VILLAGE LP,9/30/2003,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Terrace Heights Village, LP
Lot 1, Block 3, Terrace Heights, 3rd Addition
Description: TIF funds approved for acquisition, construction, improving and equipping of a 16-unit elderly housing facility.",2004,0,0,"27,755","942,330",0,0,0,0,,"27,755","942,330",2.042774,"19,249.67",566.97
64-0801,NEMAHA,64,TIF TERRACE HEIGHTS VILLAGE LP,9/30/2003,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Terrace Heights Village, LP
Lot 1, Block 3, Terrace Heights, 3rd Addition
Description: TIF funds approved for acquisition, construction, improving and equipping of a 16-unit elderly housing facility.",2005,0,0,"27,755","942,330",0,0,0,0,,"27,755","942,330",2.065581,"19,464.58",573.30
64-0801,NEMAHA,64,TIF TERRACE HEIGHTS VILLAGE LP,9/30/2003,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Terrace Heights Village, LP
Lot 1, Block 3, Terrace Heights, 3rd Addition
Description: TIF funds approved for acquisition, construction, improving and equipping of a 16-unit elderly housing facility.",2006,0,0,"27,755","942,330",0,0,0,0,,"27,755","942,330",2.062474,"19,435.32",572.44
64-0801,NEMAHA,64,TIF TERRACE HEIGHTS VILLAGE LP,9/30/2003,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Terrace Heights Village, LP
Lot 1, Block 3, Terrace Heights, 3rd Addition
Description: TIF funds approved for acquisition, construction, improving and equipping of a 16-unit elderly housing facility.",2007,0,0,"27,755","947,665",0,0,0,0,,"27,755","947,665",2.106393,"19,961.54",584.63
64-0801,NEMAHA,64,TIF TERRACE HEIGHTS VILLAGE LP,9/30/2003,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Terrace Heights Village, LP
Lot 1, Block 3, Terrace Heights, 3rd Addition
Description: TIF funds approved for acquisition, construction, improving and equipping of a 16-unit elderly housing facility.",2008,0,0,"27,755","947,665",0,0,0,0,,"27,755","947,665",2.12665,"20,153.52",590.25
64-0802,NEMAHA,64,TIF AUBURN PROJECT NO. 1,12/9/1902,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: City of Auburn Redevelopment Area # 1
A large tract of land of approximately 16 block long north and south by various (2-10) blocks wide east and west in the downtown area.
Description: TIF funds approved for public infrastructure (bric",2004,"7,573,515","831,945","7,551,010","345,505",0,0,0,0,,"15,124,525","1,177,450",2.042774,"24,052.64","308,959.86"
64-0802,NEMAHA,64,TIF AUBURN PROJECT NO. 1,12/9/1902,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: City of Auburn Redevelopment Area # 1
A large tract of land of approximately 16 block long north and south by various (2-10) blocks wide east and west in the downtown area.
Description: TIF funds approved for public infrastructure (bric",2005,"7,613,815","822,285","7,424,560","1,497,520",0,0,0,0,,"15,038,375","2,319,805",2.065581,"47,917.42","310,629.82"
64-0802,NEMAHA,64,TIF AUBURN PROJECT NO. 1,12/9/1902,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: City of Auburn Redevelopment Area # 1
A large tract of land of approximately 16 block long north and south by various (2-10) blocks wide east and west in the downtown area.
Description: TIF funds approved for public infrastructure (bric",2006,"7,598,900","931,115","7,504,620","1,754,305",0,0,0,0,,"15,103,520","2,685,420",2.062474,"55,386.04","311,506.17"
64-0802,NEMAHA,64,TIF AUBURN PROJECT NO. 1,12/9/1902,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: City of Auburn Redevelopment Area # 1
A large tract of land of approximately 16 block long north and south by various (2-10) blocks wide east and west in the downtown area.
Description: TIF funds approved for public infrastructure (bric",2007,"7,435,550","1,511,260","7,506,610","1,870,330",0,0,0,0,,"14,942,160","3,381,590",2.106393,"71,229.52","314,740.61"
64-0802,NEMAHA,64,TIF AUBURN PROJECT NO. 1,12/9/1902,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: City of Auburn Redevelopment Area # 1
A large tract of land of approximately 16 block long north and south by various (2-10) blocks wide east and west in the downtown area.
Description: TIF funds approved for public infrastructure (bric",2008,"7,399,210","1,704,585","7,389,670","3,352,945",0,0,0,0,,"14,788,880","5,057,530",2.12665,"107,555.98","314,507.72"
64-0803,NEMAHA,64,TIF AUBURN BOWLING ALLEY,1/17/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Auburn Bowling Center, LLC
The West half of Block 2 and 7 and the adjacent vacated streets in the Grand View Addition
Description: TIF funds used for acquisition, construction, improving and equipping of bowling alley.",2005,0,0,"29,485",0,0,0,0,0,,"29,485",0,2.065581,0.00,609.04
64-0803,NEMAHA,64,TIF AUBURN BOWLING ALLEY,1/17/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Auburn Bowling Center, LLC
The West half of Block 2 and 7 and the adjacent vacated streets in the Grand View Addition
Description: TIF funds used for acquisition, construction, improving and equipping of bowling alley.",2006,0,0,"29,485","317,565",0,0,0,0,,"29,485","317,565",2.062474,"6,549.70",608.12
64-0803,NEMAHA,64,TIF AUBURN BOWLING ALLEY,1/17/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Auburn Bowling Center, LLC
The West half of Block 2 and 7 and the adjacent vacated streets in the Grand View Addition
Description: TIF funds used for acquisition, construction, improving and equipping of bowling alley.",2007,0,0,"29,485","317,565",0,0,0,0,,"29,485","317,565",2.106393,"6,689.16",621.07
64-0803,NEMAHA,64,TIF AUBURN BOWLING ALLEY,1/17/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Auburn Bowling Center, LLC
The West half of Block 2 and 7 and the adjacent vacated streets in the Grand View Addition
Description: TIF funds used for acquisition, construction, improving and equipping of bowling alley.",2008,0,0,"29,485","317,565",0,0,0,0,,"29,485","317,565",2.12665,"6,753.50",627.04
64-0804,NEMAHA,64,TIF HEMINGSEN FUNERAL HOME,7/15/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Hemmingsen Funeral Home, Inc
Lot 3, Glenrock Addition
Description: TIF funds used for acquisition, construction, improving and equipping of a funeral home.",2005,0,0,"17,845",0,0,0,0,0,,"17,845",0,2.065581,0.00,368.60
64-0804,NEMAHA,64,TIF HEMINGSEN FUNERAL HOME,7/15/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Hemmingsen Funeral Home, Inc
Lot 3, Glenrock Addition
Description: TIF funds used for acquisition, construction, improving and equipping of a funeral home.",2006,0,0,"17,845","652,275",0,0,0,0,,"17,845","652,275",2.062474,"13,453.00",368.05
64-0804,NEMAHA,64,TIF HEMINGSEN FUNERAL HOME,7/15/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Hemmingsen Funeral Home, Inc
Lot 3, Glenrock Addition
Description: TIF funds used for acquisition, construction, improving and equipping of a funeral home.",2007,0,0,"17,845","652,275",0,0,0,0,,"17,845","652,275",2.106393,"13,739.48",375.89
64-0804,NEMAHA,64,TIF HEMINGSEN FUNERAL HOME,7/15/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Hemmingsen Funeral Home, Inc
Lot 3, Glenrock Addition
Description: TIF funds used for acquisition, construction, improving and equipping of a funeral home.",2008,0,0,"17,845","652,275",0,0,0,0,,"17,845","652,275",2.12665,"13,871.60",379.50
64-0805,NEMAHA,64,TIF NW AUBURN SANITARY PROJ,5/23/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: TIF NW Auburn Sanitary Project
An area in or adjacent to the City of Auburn in Section 16 Township 5 North, Range 14 East of the 6th p.m.
Description: TIF funds used for acquistion of necessary easements and construction and installatio",2005,"2,614,740",0,"177,955",0,0,0,0,0,,"2,792,695",0,2.065581,0.00,"57,685.38"
64-0805,NEMAHA,64,TIF NW AUBURN SANITARY PROJ,5/23/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: TIF NW Auburn Sanitary Project
An area in or adjacent to the City of Auburn in Section 16 Township 5 North, Range 14 East of the 6th p.m.
Description: TIF funds used for acquistion of necessary easements and construction and installatio",2006,"2,624,590","985,785","168,105",0,0,0,0,0,,"2,792,695","985,785",2.062474,"20,331.46","57,598.61"
64-0805,NEMAHA,64,TIF NW AUBURN SANITARY PROJ,5/23/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: TIF NW Auburn Sanitary Project
An area in or adjacent to the City of Auburn in Section 16 Township 5 North, Range 14 East of the 6th p.m.
Description: TIF funds used for acquistion of necessary easements and construction and installatio",2007,"2,620,130","1,644,185","168,105",0,0,0,0,0,,"2,788,235","1,644,185",2.106393,"34,633.06","58,731.19"
64-0805,NEMAHA,64,TIF NW AUBURN SANITARY PROJ,5/23/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: TIF NW Auburn Sanitary Project
An area in or adjacent to the City of Auburn in Section 16 Township 5 North, Range 14 East of the 6th p.m.
Description: TIF funds used for acquistion of necessary easements and construction and installatio",2008,"2,598,850","2,284,030","168,105","17,445",0,0,0,0,,"2,766,955","2,301,475",2.12665,"48,944.32","58,843.45"
64-0806,NEMAHA,64,"TIF TERRACE HEIGHTS II, LLC",12/15/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Terrace Heights Village II, LLC
Lot 1, Block 3 Terrace Heights 3rd Addition
Description: TIF funds used for the acquisition, construction, improving and equipping a 16-unit elderly housing facility and community room.",2006,"34,435","90,000",0,0,0,0,0,0,,"34,435","90,000",2.062474,"1,856.22",710.21
64-0806,NEMAHA,64,"TIF TERRACE HEIGHTS II, LLC",12/15/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Terrace Heights Village II, LLC
Lot 1, Block 3 Terrace Heights 3rd Addition
Description: TIF funds used for the acquisition, construction, improving and equipping a 16-unit elderly housing facility and community room.",2007,0,0,"34,435","1,017,710",0,0,0,0,,"34,435","1,017,710",2.106393,"21,436.98",725.34
64-0806,NEMAHA,64,"TIF TERRACE HEIGHTS II, LLC",12/15/2005,AUBURN,AUBURN 29,64-0029,,3,"Name of Project: Terrace Heights Village II, LLC
Lot 1, Block 3 Terrace Heights 3rd Addition
Description: TIF funds used for the acquisition, construction, improving and equipping a 16-unit elderly housing facility and community room.",2008,0,0,"34,435","1,017,710",0,0,0,0,,"34,435","1,017,710",2.12665,"21,643.12",732.31
66-0250,OTOE,66,COMMERCIAL STATE BANK REDVL,,NEBRASKA CITY,NEBRASKA CITY 111,66-0111,,3,,2008,0,0,"60,720","346,820",0,0,0,0,,"60,720","346,820",2.295772,"7,962.20","1,393.99"
67-9101,PAWNEE,67,TIF PC STONEBRIDGE TIF 1,7/24/2006,PAWNEE CITY,PAWNEE CITY 1,67-0001,,3,"Name of Project: Stonebridge Vineyard, Inc
Lots 1-3, of irregular tracts in the NE1/4 of Section 27, Township 2, Range 11, East of the 6th p.m.
Description: TIF funds used for infrastructure for the construction of a micro-brewery/winery facililty.",2006,0,0,"26,385","577,525",0,0,0,0,,"26,385","577,525",2.093303,"12,089.34",552.32
67-9101,PAWNEE,67,TIF PC STONEBRIDGE TIF 1,7/24/2006,PAWNEE CITY,PAWNEE CITY 1,67-0001,,3,"Name of Project: Stonebridge Vineyard, Inc
Lots 1-3, of irregular tracts in the NE1/4 of Section 27, Township 2, Range 11, East of the 6th p.m.
Description: TIF funds used for infrastructure for the construction of a micro-brewery/winery facililty.",2007,0,0,"26,385","577,525",0,0,0,0,,"26,385","577,525",2.006768,"11,589.58",529.49
67-9101,PAWNEE,67,TIF PC STONEBRIDGE TIF 1,7/24/2006,PAWNEE CITY,PAWNEE CITY 1,67-0001,,3,"Name of Project: Stonebridge Vineyard, Inc
Lots 1-3, of irregular tracts in the NE1/4 of Section 27, Township 2, Range 11, East of the 6th p.m.
Description: TIF funds used for infrastructure for the construction of a micro-brewery/winery facililty.",2008,0,0,"26,385","681,205",0,0,0,0,,"26,385","681,205",2.031289,"13,837.24",535.96
68-8611,PERKINS,68,TIF MADRID ETHANOL PLANT,5/16/2006,MADRID,PERKINS CO SCHOOL 20,68-0020,,3,"Name of Project: Mid America Agri Products/Wheatland, LLC
A 34.35 acre tract out of the S1/2 of the NE1/2 of Section 9, Township 10 North, Range 37 West of the 6th p.m.
Description: TIF funds used for the construction and paving of dedicated public stre",2006,0,0,"66,676",0,0,0,0,0,,"66,676",0,2.048758,0.00,"1,366.03"
68-8611,PERKINS,68,TIF MADRID ETHANOL PLANT,5/16/2006,MADRID,PERKINS CO SCHOOL 20,68-0020,,3,"Name of Project: Mid America Agri Products/Wheatland, LLC
A 34.35 acre tract out of the S1/2 of the NE1/2 of Section 9, Township 10 North, Range 37 West of the 6th p.m.
Description: TIF funds used for the construction and paving of dedicated public stre",2007,0,0,0,0,"66,998","6,803,771",0,0,,"66,998","6,803,771",2.143794,"145,858.84","1,436.30"
68-8611,PERKINS,68,TIF MADRID ETHANOL PLANT,5/16/2006,MADRID,PERKINS CO SCHOOL 20,68-0020,,3,"Name of Project: Mid America Agri Products/Wheatland, LLC
A 34.35 acre tract out of the S1/2 of the NE1/2 of Section 9, Township 10 North, Range 37 West of the 6th p.m.
Description: TIF funds used for the construction and paving of dedicated public stre",2008,0,0,0,0,"66,998","15,511,684",0,0,,"66,998","15,511,684",2.023068,"313,811.92","1,355.42"
69-9500,PHELPS,69,TIF SVOBODA'S TNE PROJ,5/1/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: West Fourth Avenue
Tract B of Lots 1 & 2, Block 2; Lot 3, Block 2, all in the city of Holdrege.
Description: TIF funds used for demolition of existing home and non-functioning car wash and the building of a new 9,280 sq ft retail store ",1998,0,0,"32,570",0,0,0,0,0,,"32,570",0,2.205039,0.00,667.81
69-9500,PHELPS,69,TIF SVOBODA'S TNE PROJ,5/1/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: West Fourth Avenue
Tract B of Lots 1 & 2, Block 2; Lot 3, Block 2, all in the city of Holdrege.
Description: TIF funds used for demolition of existing home and non-functioning car wash and the building of a new 9,280 sq ft retail store ",1999,0,0,"32,570","4,635",0,0,0,0,,"32,570","4,635",2.092712,97.00,681.60
69-9500,PHELPS,69,TIF SVOBODA'S TNE PROJ,5/1/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: West Fourth Avenue
Tract B of Lots 1 & 2, Block 2; Lot 3, Block 2, all in the city of Holdrege.
Description: TIF funds used for demolition of existing home and non-functioning car wash and the building of a new 9,280 sq ft retail store ",2000,0,0,"32,570","255,280",0,0,0,0,,"32,570","255,280",2.073986,"5,294.47",675.50
69-9500,PHELPS,69,TIF SVOBODA'S TNE PROJ,5/1/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: West Fourth Avenue
Tract B of Lots 1 & 2, Block 2; Lot 3, Block 2, all in the city of Holdrege.
Description: TIF funds used for demolition of existing home and non-functioning car wash and the building of a new 9,280 sq ft retail store ",2001,0,0,"32,570","255,280",0,0,0,0,,"32,570","255,280",1.982511,"5,060.95",645.70
69-9500,PHELPS,69,TIF SVOBODA'S TNE PROJ,5/1/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: West Fourth Avenue
Tract B of Lots 1 & 2, Block 2; Lot 3, Block 2, all in the city of Holdrege.
Description: TIF funds used for demolition of existing home and non-functioning car wash and the building of a new 9,280 sq ft retail store ",2002,0,0,"32,570","255,280",0,0,0,0,,"32,570","255,280",2.067365,"5,277.57",673.34
69-9500,PHELPS,69,TIF SVOBODA'S TNE PROJ,5/1/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: West Fourth Avenue
Tract B of Lots 1 & 2, Block 2; Lot 3, Block 2, all in the city of Holdrege.
Description: TIF funds used for demolition of existing home and non-functioning car wash and the building of a new 9,280 sq ft retail store ",2003,0,0,"32,570","255,280",0,0,0,0,,"32,570","255,280",2.152049,"5,493.75",700.92
69-9500,PHELPS,69,TIF SVOBODA'S TNE PROJ,5/1/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: West Fourth Avenue
Tract B of Lots 1 & 2, Block 2; Lot 3, Block 2, all in the city of Holdrege.
Description: TIF funds used for demolition of existing home and non-functioning car wash and the building of a new 9,280 sq ft retail store ",2004,0,0,"32,570","255,280",0,0,0,0,,"32,570","255,280",2.135976,"5,452.72",695.69
69-9500,PHELPS,69,TIF SVOBODA'S TNE PROJ,5/1/1998,HOLDREGE,HOLDREGE 44,69-0044,,3,"Name of Project: West Fourth Avenue
Tract B of Lots 1 & 2, Block 2; Lot 3, Block 2, all in the city of Holdrege.
Description: TIF funds used for demolition of existing home and non-functioning car wash and the building of a new 9,280 sq ft retail store ",2005,0,0,"32,570","255,280",0,0,0,0,,"32,570","255,280",2.151711,"5,492.89",700.81
