TIF ID#,CNTYNAME,CNTY#,TIFNAME,PROJDATE,CITYNAME,SCHOOL DISTRICT,Base School,Unified/LC,CLASS,LOCATION,DESCRIPTION,Tax Year,base value,excess value,base value,excess value,base value,excess value,base value,excess value,Description,Base Value,Excess Value,Tax Rate,Excess Taxes,Base Taxes
55-9811,LANCASTER,55,TIF VACEK ENTERPRISES   9811,01/01/2017,WAVERLY,WAVERLY 145,55-0145,,3,"Lot 1 Blk 1 Amberly Crossing Addition, Parcel #24-20-202-001-000, 13210 Callum Drive, Waverly","Construction of a new 3,000 sq ft commercial building to be used as a dental office with all necessary utilities, driveways, parking, and equipment for operation of the facility.",2019,0,0,92800,401100,0,0,0,0,,92800,401100,1.989839,7981.24,1846.57
55-9811,LANCASTER,55,TIF VACEK ENTERPRISES   9811,01/01/2017,WAVERLY,WAVERLY 145,55-0145,,3,"Lot 1 Blk 1 Amberly Crossing Addition, Parcel #24-20-202-001-000, 13210 Callum Drive, Waverly","Construction of a new 3,000 sq ft commercial building to be used as a dental office with all necessary utilities, driveways, parking, and equipment for operation of the facility.",2020,0,0,92800,378400,0,0,0,0,,92800,378400,1.986678,7517.6,1843.64
55-9811,LANCASTER,55,TIF VACEK ENTERPRISES   9811,01/01/2017,WAVERLY,WAVERLY 145,55-0145,,3,"Lot 1 Blk 1 Amberly Crossing Addition, Parcel #24-20-202-001-000, 13210 Callum Drive, Waverly","Construction of a new 3,000 sq ft commercial building to be used as a dental office with all necessary utilities, driveways, parking, and equipment for operation of the facility.",2021,0,0,92800,378400,0,0,0,0,,92800,378400,1.946895,7367.06,1806.72
55-9811,LANCASTER,55,TIF VACEK ENTERPRISES   9811,01/01/2017,WAVERLY,WAVERLY 145,55-0145,,3,"Lot 1 Blk 1 Amberly Crossing Addition, Parcel #24-20-202-001-000, 13210 Callum Drive, Waverly","Construction of a new 3,000 sq ft commercial building to be used as a dental office with all necessary utilities, driveways, parking, and equipment for operation of the facility.",2022,0,0,92800,378400,0,0,0,0,,92800,378400,1.964186,7432.48,1822.76
55-9813,LANCASTER,55,TIF TRACTOR SUPPLY DISTRIBUTION 9813,01/01/2018,WAVERLY,WAVERLY 145,55-0145,,3,"Parcel ID 24-20-403-004-000. Lot 2, Day Commercial Park Fourth Addition.","TIF Funds to be used for the expansion of the distribution center of approximately 170,000 feet, and the construction of new semi-trailer parking and storage area.",2018,0,0,0,0,14249800,3962600,0,0,,14249800,3962600,2.03316,80566,289721.23
55-9813,LANCASTER,55,TIF TRACTOR SUPPLY DISTRIBUTION 9813,01/01/2018,WAVERLY,WAVERLY 145,55-0145,,3,"Parcel ID 24-20-403-004-000. Lot 2, Day Commercial Park Fourth Addition.","TIF Funds to be used for the expansion of the distribution center of approximately 170,000 feet, and the construction of new semi-trailer parking and storage area.",2019,0,0,0,0,14249800,3962600,0,0,,14249800,3962600,1.989839,78849.36,283548.08
55-9813,LANCASTER,55,TIF TRACTOR SUPPLY DISTRIBUTION 9813,01/01/2018,WAVERLY,WAVERLY 145,55-0145,,3,"Parcel ID 24-20-403-004-000. Lot 2, Day Commercial Park Fourth Addition.","TIF Funds to be used for the expansion of the distribution center of approximately 170,000 feet, and the construction of new semi-trailer parking and storage area.",2020,0,0,0,0,14249800,5572600,0,0,,14249800,5572600,1.986678,110709.62,283097.64
55-9813,LANCASTER,55,TIF TRACTOR SUPPLY DISTRIBUTION 9813,01/01/2018,WAVERLY,WAVERLY 145,55-0145,,3,"Parcel ID 24-20-403-004-000. Lot 2, Day Commercial Park Fourth Addition.","TIF Funds to be used for the expansion of the distribution center of approximately 170,000 feet, and the construction of new semi-trailer parking and storage area.",2021,0,0,0,0,14249800,8404300,0,0,,14249800,8404300,1.946895,163622.9,277428.64
55-9813,LANCASTER,55,TIF TRACTOR SUPPLY DISTRIBUTION 9813,01/01/2018,WAVERLY,WAVERLY 145,55-0145,,3,"Parcel ID 24-20-403-004-000. Lot 2, Day Commercial Park Fourth Addition.","TIF Funds to be used for the expansion of the distribution center of approximately 170,000 feet, and the construction of new semi-trailer parking and storage area.",2022,0,0,0,0,14249800,9736900,0,0,,14249800,9736900,1.964186,191250.84,279892.58
55-9815,LANCASTER,55,TIF TRACTOR SUPPLY RETAIL 9815,01/01/2018,WAVERLY,WAVERLY 145,55-0145,,3,"Parcel ID 24-20-403-001-000. Lot 1, Day Commercial Park Fourth Addition.",TIF Funds to be used for the construction of a Tractor Supply Company retail store.,2018,0,0,109500,1753100,0,0,0,0,,109500,1753100,2.03316,35643.34,2226.31
55-9815,LANCASTER,55,TIF TRACTOR SUPPLY RETAIL 9815,01/01/2018,WAVERLY,WAVERLY 145,55-0145,,3,"Parcel ID 24-20-403-001-000. Lot 1, Day Commercial Park Fourth Addition.",TIF Funds to be used for the construction of a Tractor Supply Company retail store.,2019,0,0,109500,1753100,0,0,0,0,,109500,1753100,1.989839,34883.88,2178.87
55-9815,LANCASTER,55,TIF TRACTOR SUPPLY RETAIL 9815,01/01/2018,WAVERLY,WAVERLY 145,55-0145,,3,"Parcel ID 24-20-403-001-000. Lot 1, Day Commercial Park Fourth Addition.",TIF Funds to be used for the construction of a Tractor Supply Company retail store.,2020,0,0,109500,1938200,0,0,0,0,,109500,1938200,1.986678,38505.8,2175.41
55-9815,LANCASTER,55,TIF TRACTOR SUPPLY RETAIL 9815,01/01/2018,WAVERLY,WAVERLY 145,55-0145,,3,"Parcel ID 24-20-403-001-000. Lot 1, Day Commercial Park Fourth Addition.",TIF Funds to be used for the construction of a Tractor Supply Company retail store.,2021,0,0,109500,1938200,0,0,0,0,,109500,1938200,1.946895,37734.72,2131.85
55-9815,LANCASTER,55,TIF TRACTOR SUPPLY RETAIL 9815,01/01/2018,WAVERLY,WAVERLY 145,55-0145,,3,"Parcel ID 24-20-403-001-000. Lot 1, Day Commercial Park Fourth Addition.",TIF Funds to be used for the construction of a Tractor Supply Company retail store.,2022,0,0,109500,1938200,0,0,0,0,,109500,1938200,1.964186,38069.86,2150.78
55-9817,LANCASTER,55,TIF WOODSTOCK HOLDINGS PROJ  9817,01/01/2019,WAVERLY,WAVERLY 145,55-0145,,3,Lot 225 Irregular Tract in SE Quarter 16-11-8 PID 2416400084000 Waverly,"TIF funds used for site preparation, public parking, utility extensions, façade improvements and landscaping and related improvements and enhancements needed to construct a 23,000 square foot building with office space, commercial/industrial space and space for batting cages.
*This Parcel removed from project 9809 for 2019 per Resolution #18-13*",2019,0,0,166000,100400,0,0,0,0,,166000,100400,1.989839,1997.8,3303.13
55-9817,LANCASTER,55,TIF WOODSTOCK HOLDINGS PROJ  9817,01/01/2019,WAVERLY,WAVERLY 145,55-0145,,3,Lot 225 Irregular Tract in SE Quarter 16-11-8 PID 2416400084000 Waverly,"TIF funds used for site preparation, public parking, utility extensions, façade improvements and landscaping and related improvements and enhancements needed to construct a 23,000 square foot building with office space, commercial/industrial space and space for batting cages.
*This Parcel removed from project 9809 for 2019 per Resolution #18-13*",2020,0,0,166000,968800,0,0,0,0,,166000,968800,1.986678,19246.94,3297.89
55-9817,LANCASTER,55,TIF WOODSTOCK HOLDINGS PROJ  9817,01/01/2019,WAVERLY,WAVERLY 145,55-0145,,3,Lot 225 Irregular Tract in SE Quarter 16-11-8 PID 2416400084000 Waverly,"TIF funds used for site preparation, public parking, utility extensions, façade improvements and landscaping and related improvements and enhancements needed to construct a 23,000 square foot building with office space, commercial/industrial space and space for batting cages.
*This Parcel removed from project 9809 for 2019 per Resolution #18-13*",2021,0,0,166000,1082300,0,0,0,0,,166000,1082300,1.946895,21071.24,3231.85
55-9817,LANCASTER,55,TIF WOODSTOCK HOLDINGS PROJ  9817,01/01/2019,WAVERLY,WAVERLY 145,55-0145,,3,Lot 225 Irregular Tract in SE Quarter 16-11-8 PID 2416400084000 Waverly,"TIF funds used for site preparation, public parking, utility extensions, façade improvements and landscaping and related improvements and enhancements needed to construct a 23,000 square foot building with office space, commercial/industrial space and space for batting cages.
*This Parcel removed from project 9809 for 2019 per Resolution #18-13*",2022,0,0,166000,1082300,0,0,0,0,,166000,1082300,1.964186,21258.4,3260.55
55-9819,LANCASTER,55,TIF NORTHWESTERN ELECTRIC FAC REDEV PROJ 9819,01/01/2020,WAVERLY,WAVERLY 145,55-0145,,3,"Lot 1 Block 1, Watermark Addition; PID 2421117001000","TIF funds used for site acqusition, site preparation, building enhancements, and related public impvements necessary for the construction of a mteal building, approximately 14,200 square foot use for warehouse/production space with office space. It is anticipated the building will house a business engaged in electro-mechanical sales and services involving electric motors, fluid pumps and gearboxes.",2020,0,0,57900,0,0,0,0,0,,57900,0,1.986678,0,1150.29
55-9819,LANCASTER,55,TIF NORTHWESTERN ELECTRIC FAC REDEV PROJ 9819,01/01/2020,WAVERLY,WAVERLY 145,55-0145,,3,"Lot 1 Block 1, Watermark Addition; PID 2421117001000","TIF funds used for site acqusition, site preparation, building enhancements, and related public impvements necessary for the construction of a mteal building, approximately 14,200 square foot use for warehouse/production space with office space. It is anticipated the building will house a business engaged in electro-mechanical sales and services involving electric motors, fluid pumps and gearboxes.",2021,0,0,57900,851900,0,0,0,0,,57900,851900,1.946895,16585.6,1127.25
55-9819,LANCASTER,55,TIF NORTHWESTERN ELECTRIC FAC REDEV PROJ 9819,01/01/2020,WAVERLY,WAVERLY 145,55-0145,,3,"Lot 1 Block 1, Watermark Addition; PID 2421117001000","TIF funds used for site acqusition, site preparation, building enhancements, and related public impvements necessary for the construction of a mteal building, approximately 14,200 square foot use for warehouse/production space with office space. It is anticipated the building will house a business engaged in electro-mechanical sales and services involving electric motors, fluid pumps and gearboxes.",2022,0,0,57900,912500,0,0,0,0,,57900,912500,1.964186,17923.2,1137.26
55-9900,LANCASTER,55,TIF ASSURITY 9900,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,"Located in ""super block"" that includes Q St to South St, proposed site of Antelope Valley Parkway to the West, and 21st Street & portion of proposed site of Union Plaza to the East.","TIF funds will be used for the development of area in two phases. Phase I will include the construction of a headquarter 160,000 to 200,000 sq ft office building a parking facility up to 500-750 stalls. Phase II will include the construction of a mixed-use building with expected total sq ft between 40,000 and 160,000.",2009,0,0,1717600,0,0,0,0,0,,1717600,0,2.011944,0,34557.15
55-9900,LANCASTER,55,TIF ASSURITY 9900,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,"Located in ""super block"" that includes Q St to South St, proposed site of Antelope Valley Parkway to the West, and 21st Street & portion of proposed site of Union Plaza to the East.","TIF funds will be used for the development of area in two phases. Phase I will include the construction of a headquarter 160,000 to 200,000 sq ft office building a parking facility up to 500-750 stalls. Phase II will include the construction of a mixed-use building with expected total sq ft between 40,000 and 160,000.",2010,0,0,1454100,0,0,0,0,0,,1454100,0,1.99595,0,29023.11
55-9900,LANCASTER,55,TIF ASSURITY 9900,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,"Located in ""super block"" that includes Q St to South St, proposed site of Antelope Valley Parkway to the West, and 21st Street & portion of proposed site of Union Plaza to the East.","TIF funds will be used for the development of area in two phases. Phase I will include the construction of a headquarter 160,000 to 200,000 sq ft office building a parking facility up to 500-750 stalls. Phase II will include the construction of a mixed-use building with expected total sq ft between 40,000 and 160,000.",2011,0,0,1762147,8709253,0,0,0,0,,1762147,8709253,2.025212,176380.84,35687.21
55-9900,LANCASTER,55,TIF ASSURITY 9900,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,"Located in ""super block"" that includes Q St to South St, proposed site of Antelope Valley Parkway to the West, and 21st Street & portion of proposed site of Union Plaza to the East.","TIF funds will be used for the development of area in two phases. Phase I will include the construction of a headquarter 160,000 to 200,000 sq ft office building a parking facility up to 500-750 stalls. Phase II will include the construction of a mixed-use building with expected total sq ft between 40,000 and 160,000.",2012,0,0,1762147,25264653,0,0,0,0,,1762147,25264653,2.01954,510229.77,35587.26
55-9900,LANCASTER,55,TIF ASSURITY 9900,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,"Located in ""super block"" that includes Q St to South St, proposed site of Antelope Valley Parkway to the West, and 21st Street & portion of proposed site of Union Plaza to the East.","TIF funds will be used for the development of area in two phases. Phase I will include the construction of a headquarter 160,000 to 200,000 sq ft office building a parking facility up to 500-750 stalls. Phase II will include the construction of a mixed-use building with expected total sq ft between 40,000 and 160,000.",2013,0,0,1762147,26083753,0,0,0,0,,1762147,26083753,2.020638,527058.22,35606.61
55-9900,LANCASTER,55,TIF ASSURITY 9900,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,"Located in ""super block"" that includes Q St to South St, proposed site of Antelope Valley Parkway to the West, and 21st Street & portion of proposed site of Union Plaza to the East.","TIF funds will be used for the development of area in two phases. Phase I will include the construction of a headquarter 160,000 to 200,000 sq ft office building a parking facility up to 500-750 stalls. Phase II will include the construction of a mixed-use building with expected total sq ft between 40,000 and 160,000.",2014,0,0,1762147,26083753,0,0,0,0,,1762147,26083753,2.016437,525962.45,35532.58
55-9900,LANCASTER,55,TIF ASSURITY 9900,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,"Located in ""super block"" that includes Q St to South St, proposed site of Antelope Valley Parkway to the West, and 21st Street & portion of proposed site of Union Plaza to the East.","TIF funds will be used for the development of area in two phases. Phase I will include the construction of a headquarter 160,000 to 200,000 sq ft office building a parking facility up to 500-750 stalls. Phase II will include the construction of a mixed-use building with expected total sq ft between 40,000 and 160,000.",2015,0,0,1762147,28146253,0,0,0,0,,1762147,28146253,2.027922,570784.06,35734.97
55-9900,LANCASTER,55,TIF ASSURITY 9900,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,"Located in ""super block"" that includes Q St to South St, proposed site of Antelope Valley Parkway to the West, and 21st Street & portion of proposed site of Union Plaza to the East.","TIF funds will be used for the development of area in two phases. Phase I will include the construction of a headquarter 160,000 to 200,000 sq ft office building a parking facility up to 500-750 stalls. Phase II will include the construction of a mixed-use building with expected total sq ft between 40,000 and 160,000.",2016,0,0,1762147,28146253,0,0,0,0,,1762147,28146253,2.036758,573271.06,35890.67
55-9900,LANCASTER,55,TIF ASSURITY 9900,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,"Located in ""super block"" that includes Q St to South St, proposed site of Antelope Valley Parkway to the West, and 21st Street & portion of proposed site of Union Plaza to the East.","TIF funds will be used for the development of area in two phases. Phase I will include the construction of a headquarter 160,000 to 200,000 sq ft office building a parking facility up to 500-750 stalls. Phase II will include the construction of a mixed-use building with expected total sq ft between 40,000 and 160,000.",2017,0,0,1762147,28146253,0,0,0,0,,1762147,28146253,2.025103,569990.62,35685.29
55-9900,LANCASTER,55,TIF ASSURITY 9900,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,"Located in ""super block"" that includes Q St to South St, proposed site of Antelope Valley Parkway to the West, and 21st Street & portion of proposed site of Union Plaza to the East.","TIF funds will be used for the development of area in two phases. Phase I will include the construction of a headquarter 160,000 to 200,000 sq ft office building a parking facility up to 500-750 stalls. Phase II will include the construction of a mixed-use building with expected total sq ft between 40,000 and 160,000.",2018,0,0,1762147,33828253,0,0,0,0,,1762147,33828253,2.005937,678573.44,35347.56
55-9900,LANCASTER,55,TIF ASSURITY 9900,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,"Located in ""super block"" that includes Q St to South St, proposed site of Antelope Valley Parkway to the West, and 21st Street & portion of proposed site of Union Plaza to the East.","TIF funds will be used for the development of area in two phases. Phase I will include the construction of a headquarter 160,000 to 200,000 sq ft office building a parking facility up to 500-750 stalls. Phase II will include the construction of a mixed-use building with expected total sq ft between 40,000 and 160,000.",2019,0,0,1762147,33828253,0,0,0,0,,1762147,33828253,2.015115,681678.2,35509.29
55-9900,LANCASTER,55,TIF ASSURITY 9900,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,"Located in ""super block"" that includes Q St to South St, proposed site of Antelope Valley Parkway to the West, and 21st Street & portion of proposed site of Union Plaza to the East.","TIF funds will be used for the development of area in two phases. Phase I will include the construction of a headquarter 160,000 to 200,000 sq ft office building a parking facility up to 500-750 stalls. Phase II will include the construction of a mixed-use building with expected total sq ft between 40,000 and 160,000.",2020,0,0,1762147,35862553,0,0,0,0,,1762147,35862553,2.012986,721908.18,35471.77
55-9900,LANCASTER,55,TIF ASSURITY 9900,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,"Located in ""super block"" that includes Q St to South St, proposed site of Antelope Valley Parkway to the West, and 21st Street & portion of proposed site of Union Plaza to the East.","TIF funds will be used for the development of area in two phases. Phase I will include the construction of a headquarter 160,000 to 200,000 sq ft office building a parking facility up to 500-750 stalls. Phase II will include the construction of a mixed-use building with expected total sq ft between 40,000 and 160,000.",2021,0,0,1762147,35862553,0,0,0,0,,1762147,35862553,1.993016,714746.42,35119.87
55-9900,LANCASTER,55,TIF ASSURITY 9900,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,"Located in ""super block"" that includes Q St to South St, proposed site of Antelope Valley Parkway to the West, and 21st Street & portion of proposed site of Union Plaza to the East.","TIF funds will be used for the development of area in two phases. Phase I will include the construction of a headquarter 160,000 to 200,000 sq ft office building a parking facility up to 500-750 stalls. Phase II will include the construction of a mixed-use building with expected total sq ft between 40,000 and 160,000.",2022,0,0,1762147,35862553,0,0,0,0,,1762147,35862553,1.98857,713151.98,35041.53
55-9904,LANCASTER,55,TIF CREEKSIDE VILLAGE 9904,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,N. 10th & Military Road on the west side of Street,"TIF funds used for the development of housing for low income and low income seriously mentally ill. It includes 60 units of housing, club house, meeting and community space and offices for case management and other services for the seriously mentally ill. Ten affordabel single family townhouses targeted to homebuyers at 60 to 80% of medina income.",2009,0,0,355000,0,0,0,0,0,,355000,0,2.011944,0,7142.4
55-9904,LANCASTER,55,TIF CREEKSIDE VILLAGE 9904,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,N. 10th & Military Road on the west side of Street,"TIF funds used for the development of housing for low income and low income seriously mentally ill. It includes 60 units of housing, club house, meeting and community space and offices for case management and other services for the seriously mentally ill. Ten affordabel single family townhouses targeted to homebuyers at 60 to 80% of medina income.",2010,28000,0,305000,0,0,0,0,0,,333000,0,1.99595,0,6646.51
55-9904,LANCASTER,55,TIF CREEKSIDE VILLAGE 9904,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,N. 10th & Military Road on the west side of Street,"TIF funds used for the development of housing for low income and low income seriously mentally ill. It includes 60 units of housing, club house, meeting and community space and offices for case management and other services for the seriously mentally ill. Ten affordabel single family townhouses targeted to homebuyers at 60 to 80% of medina income.",2011,50000,623200,305000,0,0,0,0,0,,355000,623200,2.025212,12621.12,7189.5
55-9904,LANCASTER,55,TIF CREEKSIDE VILLAGE 9904,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,N. 10th & Military Road on the west side of Street,"TIF funds used for the development of housing for low income and low income seriously mentally ill. It includes 60 units of housing, club house, meeting and community space and offices for case management and other services for the seriously mentally ill. Ten affordabel single family townhouses targeted to homebuyers at 60 to 80% of medina income.",2012,50000,1281500,305000,2897300,0,0,0,0,,355000,4178800,2.01954,84392.54,7169.37
55-9904,LANCASTER,55,TIF CREEKSIDE VILLAGE 9904,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,N. 10th & Military Road on the west side of Street,"TIF funds used for the development of housing for low income and low income seriously mentally ill. It includes 60 units of housing, club house, meeting and community space and offices for case management and other services for the seriously mentally ill. Ten affordabel single family townhouses targeted to homebuyers at 60 to 80% of medina income.",2013,50000,1281500,305000,2897300,0,0,0,0,,355000,4178800,2.020638,84438.42,7173.26
55-9904,LANCASTER,55,TIF CREEKSIDE VILLAGE 9904,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,N. 10th & Military Road on the west side of Street,"TIF funds used for the development of housing for low income and low income seriously mentally ill. It includes 60 units of housing, club house, meeting and community space and offices for case management and other services for the seriously mentally ill. Ten affordabel single family townhouses targeted to homebuyers at 60 to 80% of medina income.",2014,50000,1281500,305000,4481300,0,0,0,0,,355000,5762800,2.016437,116203.23,7158.35
55-9904,LANCASTER,55,TIF CREEKSIDE VILLAGE 9904,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,N. 10th & Military Road on the west side of Street,"TIF funds used for the development of housing for low income and low income seriously mentally ill. It includes 60 units of housing, club house, meeting and community space and offices for case management and other services for the seriously mentally ill. Ten affordabel single family townhouses targeted to homebuyers at 60 to 80% of medina income.",2015,50000,314000,305000,1931000,0,0,0,0,,355000,2245000,2.027922,45526.86,7199.12
55-9904,LANCASTER,55,TIF CREEKSIDE VILLAGE 9904,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,N. 10th & Military Road on the west side of Street,"TIF funds used for the development of housing for low income and low income seriously mentally ill. It includes 60 units of housing, club house, meeting and community space and offices for case management and other services for the seriously mentally ill. Ten affordabel single family townhouses targeted to homebuyers at 60 to 80% of medina income.",2016,50000,293000,305000,1802000,0,0,0,0,,355000,2095000,2.036758,42670.08,7230.49
55-9904,LANCASTER,55,TIF CREEKSIDE VILLAGE 9904,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,N. 10th & Military Road on the west side of Street,"TIF funds used for the development of housing for low income and low income seriously mentally ill. It includes 60 units of housing, club house, meeting and community space and offices for case management and other services for the seriously mentally ill. Ten affordabel single family townhouses targeted to homebuyers at 60 to 80% of medina income.",2017,50000,293000,305000,1802000,0,0,0,0,,355000,2095000,2.025103,42425.92,7189.12
55-9904,LANCASTER,55,TIF CREEKSIDE VILLAGE 9904,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,N. 10th & Military Road on the west side of Street,"TIF funds used for the development of housing for low income and low income seriously mentally ill. It includes 60 units of housing, club house, meeting and community space and offices for case management and other services for the seriously mentally ill. Ten affordabel single family townhouses targeted to homebuyers at 60 to 80% of medina income.",2018,50000,293000,305000,1802000,0,0,0,0,,355000,2095000,2.005937,42024.38,7121.08
55-9904,LANCASTER,55,TIF CREEKSIDE VILLAGE 9904,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,N. 10th & Military Road on the west side of Street,"TIF funds used for the development of housing for low income and low income seriously mentally ill. It includes 60 units of housing, club house, meeting and community space and offices for case management and other services for the seriously mentally ill. Ten affordabel single family townhouses targeted to homebuyers at 60 to 80% of medina income.",2019,50000,268900,305000,1647200,0,0,0,0,,355000,1916100,2.015115,38611.62,7153.66
55-9904,LANCASTER,55,TIF CREEKSIDE VILLAGE 9904,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,N. 10th & Military Road on the west side of Street,"TIF funds used for the development of housing for low income and low income seriously mentally ill. It includes 60 units of housing, club house, meeting and community space and offices for case management and other services for the seriously mentally ill. Ten affordabel single family townhouses targeted to homebuyers at 60 to 80% of medina income.",2020,50000,206900,305000,1264500,0,0,0,0,,355000,1471400,2.012986,29619.08,7146.1
55-9904,LANCASTER,55,TIF CREEKSIDE VILLAGE 9904,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,N. 10th & Military Road on the west side of Street,"TIF funds used for the development of housing for low income and low income seriously mentally ill. It includes 60 units of housing, club house, meeting and community space and offices for case management and other services for the seriously mentally ill. Ten affordabel single family townhouses targeted to homebuyers at 60 to 80% of medina income.",2021,50000,269900,305000,1655800,0,0,0,0,,355000,1925700,1.993016,38379.52,7075.21
55-9904,LANCASTER,55,TIF CREEKSIDE VILLAGE 9904,01/01/2009,LINCOLN,LINCOLN 1,55-0001,,4,N. 10th & Military Road on the west side of Street,"TIF funds used for the development of housing for low income and low income seriously mentally ill. It includes 60 units of housing, club house, meeting and community space and offices for case management and other services for the seriously mentally ill. Ten affordabel single family townhouses targeted to homebuyers at 60 to 80% of medina income.",2022,50000,280900,305000,1722200,0,0,0,0,,355000,2003100,1.98857,39833.06,7059.42
55-9906,LANCASTER,55,TIF 17th & Q CREDIT UNION 9906,01/01/2011,LINCOLN,LINCOLN 1,55-0001,,3,Parcels #10-24-331-002-000 Lot 2 Chislett's Addition and Parcel #10-24-319-014-000 Lot 7-10 Block 11 Kinneys O St Add,"Construction of new credit union on northeast corner of 17th and Q. Publicy funded improvements will include acquistion, LES improvements, and right-of-way/streetscape improvements.",2011,0,0,584800,0,0,0,0,0,,584800,0,2.025212,0,11843.44
55-9906,LANCASTER,55,TIF 17th & Q CREDIT UNION 9906,01/01/2011,LINCOLN,LINCOLN 1,55-0001,,3,Parcels #10-24-331-002-000 Lot 2 Chislett's Addition and Parcel #10-24-319-014-000 Lot 7-10 Block 11 Kinneys O St Add,"Construction of new credit union on northeast corner of 17th and Q. Publicy funded improvements will include acquistion, LES improvements, and right-of-way/streetscape improvements.",2012,0,0,550500,305300,0,0,0,0,,550500,305300,2.01954,6165.66,11117.57
55-9906,LANCASTER,55,TIF 17th & Q CREDIT UNION 9906,01/01/2011,LINCOLN,LINCOLN 1,55-0001,,3,Parcels #10-24-331-002-000 Lot 2 Chislett's Addition and Parcel #10-24-319-014-000 Lot 7-10 Block 11 Kinneys O St Add,"Construction of new credit union on northeast corner of 17th and Q. Publicy funded improvements will include acquistion, LES improvements, and right-of-way/streetscape improvements.",2013,0,0,550500,1781600,0,0,0,0,,550500,1781600,2.020638,35999.69,11123.61
55-9906,LANCASTER,55,TIF 17th & Q CREDIT UNION 9906,01/01/2011,LINCOLN,LINCOLN 1,55-0001,,3,Parcels #10-24-331-002-000 Lot 2 Chislett's Addition and Parcel #10-24-319-014-000 Lot 7-10 Block 11 Kinneys O St Add,"Construction of new credit union on northeast corner of 17th and Q. Publicy funded improvements will include acquistion, LES improvements, and right-of-way/streetscape improvements.",2014,0,0,584800,2134800,0,0,0,0,,584800,2134800,2.016437,43046.9,11792.12
55-9906,LANCASTER,55,TIF 17th & Q CREDIT UNION 9906,01/01/2011,LINCOLN,LINCOLN 1,55-0001,,3,Parcels #10-24-331-002-000 Lot 2 Chislett's Addition and Parcel #10-24-319-014-000 Lot 7-10 Block 11 Kinneys O St Add,"Construction of new credit union on northeast corner of 17th and Q. Publicy funded improvements will include acquistion, LES improvements, and right-of-way/streetscape improvements.",2015,0,0,584800,2607900,0,0,0,0,,584800,2607900,2.027922,52886.18,11859.29
55-9906,LANCASTER,55,TIF 17th & Q CREDIT UNION 9906,01/01/2011,LINCOLN,LINCOLN 1,55-0001,,3,Parcels #10-24-331-002-000 Lot 2 Chislett's Addition and Parcel #10-24-319-014-000 Lot 7-10 Block 11 Kinneys O St Add,"Construction of new credit union on northeast corner of 17th and Q. Publicy funded improvements will include acquistion, LES improvements, and right-of-way/streetscape improvements.",2016,0,0,584800,2607900,0,0,0,0,,584800,2607900,2.036758,53116.62,11910.96
55-9906,LANCASTER,55,TIF 17th & Q CREDIT UNION 9906,01/01/2011,LINCOLN,LINCOLN 1,55-0001,,3,Parcels #10-24-331-002-000 Lot 2 Chislett's Addition and Parcel #10-24-319-014-000 Lot 7-10 Block 11 Kinneys O St Add,"Construction of new credit union on northeast corner of 17th and Q. Publicy funded improvements will include acquistion, LES improvements, and right-of-way/streetscape improvements.",2017,0,0,584800,2607900,0,0,0,0,,584800,2607900,2.025103,52812.66,11842.8
55-9906,LANCASTER,55,TIF 17th & Q CREDIT UNION 9906,01/01/2011,LINCOLN,LINCOLN 1,55-0001,,3,Parcels #10-24-331-002-000 Lot 2 Chislett's Addition and Parcel #10-24-319-014-000 Lot 7-10 Block 11 Kinneys O St Add,"Construction of new credit union on northeast corner of 17th and Q. Publicy funded improvements will include acquistion, LES improvements, and right-of-way/streetscape improvements.",2018,0,0,584800,2605800,0,0,0,0,,584800,2605800,2.005937,52270.72,11730.72
