"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export 2019 TIF Report  certified as of 2-21-2020,,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
59-9525,MADISON,59,TIF MADISON REDEV PLAN AREA 1,40544,MADISON,MADISON 1,59-0001,,3,"Site#1, Lot 2 Blk A, Lot 2 Blk B, Kruid Subdivision, MadisonSite#2, Block 59, F.W. Barnes Railroad Addition, Madison","TIF funds to be used for general infrastructure improvement, site acquisition and demolition, including grants and loans.",2013,0,0,"75,539","867,423",0,0,0,0,,"75,539","867,423",2.095006,"18,172.56","1,582.55"
59-9525,MADISON,59,TIF MADISON REDEV PLAN AREA 1,40544,MADISON,MADISON 1,59-0001,,3,"Site#1, Lot 2 Blk A, Lot 2 Blk B, Kruid Subdivision, MadisonSite#2, Block 59, F.W. Barnes Railroad Addition, Madison","TIF funds to be used for general infrastructure improvement, site acquisition and demolition, including grants and loans.",2014,0,0,"75,539","863,328",0,0,0,0,,"75,539","863,328",1.918289,"16,561.12","1,449.06"
59-9525,MADISON,59,TIF MADISON REDEV PLAN AREA 1,40544,MADISON,MADISON 1,59-0001,,3,"Site#1, Lot 2 Blk A, Lot 2 Blk B, Kruid Subdivision, MadisonSite#2, Block 59, F.W. Barnes Railroad Addition, Madison","TIF funds to be used for general infrastructure improvement, site acquisition and demolition, including grants and loans.",2015,0,0,"75,539","935,653",0,0,0,0,,"75,539","935,653",1.757270,"16,441.94","1,327.42"
59-9525,MADISON,59,TIF MADISON REDEV PLAN AREA 1,40544,MADISON,MADISON 1,59-0001,,3,"Site#1, Lot 2 Blk A, Lot 2 Blk B, Kruid Subdivision, MadisonSite#2, Block 59, F.W. Barnes Railroad Addition, Madison","TIF funds to be used for general infrastructure improvement, site acquisition and demolition, including grants and loans.",2016,0,0,"75,539","935,653",0,0,0,0,,"75,539","935,653",1.757858,"16,447.46","1,327.87"
59-9525,MADISON,59,TIF MADISON REDEV PLAN AREA 1,40544,MADISON,MADISON 1,59-0001,,3,"Site#1, Lot 2 Blk A, Lot 2 Blk B, Kruid Subdivision, MadisonSite#2, Block 59, F.W. Barnes Railroad Addition, Madison","TIF funds to be used for general infrastructure improvement, site acquisition and demolition, including grants and loans.",2017,0,0,"75,539","1,252,927",0,0,0,0,,"75,539","1,252,927",1.736798,"21,760.82","1,311.96"
59-9525,MADISON,59,TIF MADISON REDEV PLAN AREA 1,40544,MADISON,MADISON 1,59-0001,,3,"Site#1, Lot 2 Blk A, Lot 2 Blk B, Kruid Subdivision, MadisonSite#2, Block 59, F.W. Barnes Railroad Addition, Madison","TIF funds to be used for general infrastructure improvement, site acquisition and demolition, including grants and loans.",2018,0,0,"75,539","1,252,927",0,0,0,0,,"75,539","1,252,927",1.715584,"21,495.00","1,295.93"
59-9525,MADISON,59,TIF MADISON REDEV PLAN AREA 1,40544,MADISON,MADISON 1,59-0001,,3,"Site#1, Lot 2 Blk A, Lot 2 Blk B, Kruid Subdivision, MadisonSite#2, Block 59, F.W. Barnes Railroad Addition, Madison","TIF funds to be used for general infrastructure improvement, site acquisition and demolition, including grants and loans.",2019,0,0,"75,539","1,252,927",0,0,0,0,,"75,539","1,252,927",1.853539,"23,223.54","1,400.14"
59-9530,MADISON,59,TIF ARCHER DANIELS MIDLAND,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,Part SW 1/4 of SW 1/4 Less PT to State Lot split Sect. 36-22-4,TIF funds used for site acquistion and site preparation.,2012,0,0,0,0,"92,497","5,257,325",0,0,,"92,497","5,257,325",1.777097,"93,427.76","1,643.76"
59-9530,MADISON,59,TIF ARCHER DANIELS MIDLAND,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,Part SW 1/4 of SW 1/4 Less PT to State Lot split Sect. 36-22-4,TIF funds used for site acquistion and site preparation.,2013,0,0,0,0,"92,497","5,257,325",0,0,,"92,497","5,257,325",1.657421,"87,136.00","1,533.06"
59-9530,MADISON,59,TIF ARCHER DANIELS MIDLAND,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,Part SW 1/4 of SW 1/4 Less PT to State Lot split Sect. 36-22-4,TIF funds used for site acquistion and site preparation.,2014,0,0,0,0,"92,497","5,257,325",0,0,,"92,497","5,257,325",1.446138,"76,028.18","1,337.63"
59-9530,MADISON,59,TIF ARCHER DANIELS MIDLAND,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,Part SW 1/4 of SW 1/4 Less PT to State Lot split Sect. 36-22-4,TIF funds used for site acquistion and site preparation.,2015,0,0,0,0,"92,497","6,231,738",0,0,,"92,497","6,231,738",1.358869,"84,681.16","1,256.91"
59-9530,MADISON,59,TIF ARCHER DANIELS MIDLAND,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,Part SW 1/4 of SW 1/4 Less PT to State Lot split Sect. 36-22-4,TIF funds used for site acquistion and site preparation.,2016,0,0,0,0,"92,497","6,231,738",0,0,,"92,497","6,231,738",1.285462,"80,106.62","1,189.01"
59-9530,MADISON,59,TIF ARCHER DANIELS MIDLAND,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,Part SW 1/4 of SW 1/4 Less PT to State Lot split Sect. 36-22-4,TIF funds used for site acquistion and site preparation.,2017,0,0,0,0,"92,497","6,231,738",0,0,,"92,497","6,231,738",1.332344,"83,028.18","1,232.38"
59-9530,MADISON,59,TIF ARCHER DANIELS MIDLAND,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,Part SW 1/4 of SW 1/4 Less PT to State Lot split Sect. 36-22-4,TIF funds used for site acquistion and site preparation.,2018,0,0,0,0,"92,497","6,231,738",0,0,,"92,497","6,231,738",1.400979,"87,305.34","1,295.86"
59-9530,MADISON,59,TIF ARCHER DANIELS MIDLAND,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,Part SW 1/4 of SW 1/4 Less PT to State Lot split Sect. 36-22-4,TIF funds used for site acquistion and site preparation.,2019,0,0,0,0,"92,497","6,231,738",0,0,,"92,497","6,231,738",1.542965,"96,153.56","1,427.20"
59-9535,MADISON,59,TIF BATTLECREEK COOP,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,"Railroad Second Addition, Lot 1, 0.25 acres & Subdivision Outlot 5, Railroad Addition, and Lots 3 & 4 Block 22, Newman Grove",Site preparation for business expansion.,2012,0,0,"6,836","15,949",0,0,0,0,,"6,836","15,949",1.777097,283.42,121.48
59-9535,MADISON,59,TIF BATTLECREEK COOP,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,"Railroad Second Addition, Lot 1, 0.25 acres & Subdivision Outlot 5, Railroad Addition, and Lots 3 & 4 Block 22, Newman Grove",Site preparation for business expansion.,2013,0,0,"438,196","286,823",0,0,0,0,,"438,196","286,823",1.657421,"4,753.86","7,262.75"
59-9535,MADISON,59,TIF BATTLECREEK COOP,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,"Railroad Second Addition, Lot 1, 0.25 acres & Subdivision Outlot 5, Railroad Addition, and Lots 3 & 4 Block 22, Newman Grove",Site preparation for business expansion.,2014,0,0,"438,196","286,823",0,0,0,0,,"438,196","286,823",1.446138,"4,147.84","6,336.92"
59-9535,MADISON,59,TIF BATTLECREEK COOP,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,"Railroad Second Addition, Lot 1, 0.25 acres & Subdivision Outlot 5, Railroad Addition, and Lots 3 & 4 Block 22, Newman Grove",Site preparation for business expansion.,2015,0,0,"438,196","927,433",0,0,0,0,,"438,196","927,433",1.358869,"12,602.60","5,954.51"
59-9535,MADISON,59,TIF BATTLECREEK COOP,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,"Railroad Second Addition, Lot 1, 0.25 acres & Subdivision Outlot 5, Railroad Addition, and Lots 3 & 4 Block 22, Newman Grove",Site preparation for business expansion.,2016,0,0,"438,196","927,433",0,0,0,0,,"438,196","927,433",1.285462,"11,921.80","5,632.84"
59-9535,MADISON,59,TIF BATTLECREEK COOP,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,"Railroad Second Addition, Lot 1, 0.25 acres & Subdivision Outlot 5, Railroad Addition, and Lots 3 & 4 Block 22, Newman Grove",Site preparation for business expansion.,2017,0,0,"438,196","927,433",0,0,0,0,,"438,196","927,433",1.332344,"12,356.60","5,838.28"
59-9535,MADISON,59,TIF BATTLECREEK COOP,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,"Railroad Second Addition, Lot 1, 0.25 acres & Subdivision Outlot 5, Railroad Addition, and Lots 3 & 4 Block 22, Newman Grove",Site preparation for business expansion.,2018,0,0,"438,196","927,433",0,0,0,0,,"438,196","927,433",1.400979,"12,993.14","6,139.03"
59-9535,MADISON,59,TIF BATTLECREEK COOP,40909,NEWMAN GROVE,NEWMAN GROVE 13,59-0013,,3,"Railroad Second Addition, Lot 1, 0.25 acres & Subdivision Outlot 5, Railroad Addition, and Lots 3 & 4 Block 22, Newman Grove",Site preparation for business expansion.,2019,0,0,"438,196","927,433",0,0,0,0,,"438,196","927,433",1.542965,"14,309.98","6,761.21"
59-9540,MADISON,59,TIF BIG GAME LLC,41640,NORFOLK,NORFOLK 2,59-0002,,3,"Lot 1 and 3, Oban's Cyhawk Addition, Norfolk","TIF funds used for construction of public access to the project area, upgrading water and sewer infrastructure along with other incidental public improvements associated with construction of 4,813 sq ft restaurant.",2014,0,0,"198,464","677,423",0,0,0,0,,"198,464","677,423",2.012730,"13,634.70","3,994.54"
59-9540,MADISON,59,TIF BIG GAME LLC,41640,NORFOLK,NORFOLK 2,59-0002,,3,"Lot 1 and 3, Oban's Cyhawk Addition, Norfolk","TIF funds used for construction of public access to the project area, upgrading water and sewer infrastructure along with other incidental public improvements associated with construction of 4,813 sq ft restaurant.",2015,0,0,"198,464","677,423",0,0,0,0,,"198,464","677,423",1.979064,"13,406.64","3,927.73"
59-9540,MADISON,59,TIF BIG GAME LLC,41640,NORFOLK,NORFOLK 2,59-0002,,3,"Lot 1 and 3, Oban's Cyhawk Addition, Norfolk","TIF funds used for construction of public access to the project area, upgrading water and sewer infrastructure along with other incidental public improvements associated with construction of 4,813 sq ft restaurant.",2016,0,0,"198,464","677,423",0,0,0,0,,"198,464","677,423",1.974060,"13,372.74","3,917.80"
59-9540,MADISON,59,TIF BIG GAME LLC,41640,NORFOLK,NORFOLK 2,59-0002,,3,"Lot 1 and 3, Oban's Cyhawk Addition, Norfolk","TIF funds used for construction of public access to the project area, upgrading water and sewer infrastructure along with other incidental public improvements associated with construction of 4,813 sq ft restaurant.",2017,0,0,"198,464","757,636",0,0,0,0,,"198,464","757,636",1.968713,"14,915.66","3,907.19"
59-9540,MADISON,59,TIF BIG GAME LLC,41640,NORFOLK,NORFOLK 2,59-0002,,3,"Lot 1 and 3, Oban's Cyhawk Addition, Norfolk","TIF funds used for construction of public access to the project area, upgrading water and sewer infrastructure along with other incidental public improvements associated with construction of 4,813 sq ft restaurant.",2018,0,0,"198,464","829,250",0,0,0,0,,"198,464","829,250",1.965030,"16,295.00","3,899.88"
59-9540,MADISON,59,TIF BIG GAME LLC,41640,NORFOLK,NORFOLK 2,59-0002,,3,"Lot 1 and 3, Oban's Cyhawk Addition, Norfolk","TIF funds used for construction of public access to the project area, upgrading water and sewer infrastructure along with other incidental public improvements associated with construction of 4,813 sq ft restaurant.",2019,0,0,"198,464","829,250",0,0,0,0,,"198,464","829,250",2.014163,"16,702.54","3,997.39"
59-9545,MADISON,59,TIF MCINTOSH FAM. LLC SUBPHS 1,42370,NORFOLK,NORFOLK 2,59-0002,,3,"Lots 1A & 1B Blk 1 and Lots 2 & 3 Blk 4, Meadow Ridge Phase 4, 2nd Addition","The project encompasses 1) constructing access to Benjamin Ave, 2) constructing adequate water & sewer systems to area and merge into existing infrastructure, 3) site preparation filling and grading, 4) construction of public streets to access the lots in project, and 5) electrical infrastructure construction costs and fees. Project to provide approx. 53 single family attached and detached housing units.",2016,"6,532","123,626",0,0,0,0,0,0,,"6,532","123,626",1.974060,"2,440.44",128.95
59-9545,MADISON,59,TIF MCINTOSH FAM. LLC SUBPHS 1,42370,NORFOLK,NORFOLK 2,59-0002,,3,"Lots 1A & 1B Blk 1 and Lots 2 & 3 Blk 4, Meadow Ridge Phase 4, 2nd Addition","The project encompasses 1) constructing access to Benjamin Ave, 2) constructing adequate water & sewer systems to area and merge into existing infrastructure, 3) site preparation filling and grading, 4) construction of public streets to access the lots in project, and 5) electrical infrastructure construction costs and fees. Project to provide approx. 53 single family attached and detached housing units.",2017,"6,532","708,847",0,0,0,0,0,0,,"6,532","708,847",1.968713,"13,955.16",128.60
59-9545,MADISON,59,TIF MCINTOSH FAM. LLC SUBPHS 1,42370,NORFOLK,NORFOLK 2,59-0002,,3,"Lots 1A & 1B Blk 1 and Lots 2 & 3 Blk 4, Meadow Ridge Phase 4, 2nd Addition","The project encompasses 1) constructing access to Benjamin Ave, 2) constructing adequate water & sewer systems to area and merge into existing infrastructure, 3) site preparation filling and grading, 4) construction of public streets to access the lots in project, and 5) electrical infrastructure construction costs and fees. Project to provide approx. 53 single family attached and detached housing units.",2018,"6,532","747,340",0,0,0,0,0,0,,"6,532","747,340",1.965030,"14,685.46",128.36
59-9545,MADISON,59,TIF MCINTOSH FAM. LLC SUBPHS 1,42370,NORFOLK,NORFOLK 2,59-0002,,3,"Lots 1A & 1B Blk 1 and Lots 2 & 3 Blk 4, Meadow Ridge Phase 4, 2nd Addition","The project encompasses 1) constructing access to Benjamin Ave, 2) constructing adequate water & sewer systems to area and merge into existing infrastructure, 3) site preparation filling and grading, 4) construction of public streets to access the lots in project, and 5) electrical infrastructure construction costs and fees. Project to provide approx. 53 single family attached and detached housing units.",2019,"6,532","772,065",0,0,0,0,0,0,,"6,532","772,065",2.014163,"15,550.76",131.57
59-9546,MADISON,59,TIF MCINTOSH FAM. LLC SUBPHS 2,42736,NORFOLK,NORFOLK 2,59-0002,,3,"Lot 2A, & 2B Blk 1, Lot 1A & 1B, Blk 3, Lot 4 Blk 4 and Lot 1 Blk 5 Meadow Ridge Phase IV 2nd Addition","Includes 1) constructing access to Benjamin Ave, 2) construct adequate water and sewer system for project area and merge into existing infrastructure, 3) site preparation for filling and grading, 4) construction of public streets to access the lots in the project, and 5) electrical infrastructure construction costs and fees. Project expected to provide approx 53 single family attached and detached housing units.",2017,"84,868","662,329",0,0,0,0,0,0,,"84,868","662,329",1.968713,"13,039.34","1,670.81"
59-9546,MADISON,59,TIF MCINTOSH FAM. LLC SUBPHS 2,42736,NORFOLK,NORFOLK 2,59-0002,,3,"Lot 2A, & 2B Blk 1, Lot 1A & 1B, Blk 3, Lot 4 Blk 4 and Lot 1 Blk 5 Meadow Ridge Phase IV 2nd Addition","Includes 1) constructing access to Benjamin Ave, 2) construct adequate water and sewer system for project area and merge into existing infrastructure, 3) site preparation for filling and grading, 4) construction of public streets to access the lots in the project, and 5) electrical infrastructure construction costs and fees. Project expected to provide approx 53 single family attached and detached housing units.",2018,"84,868","987,122",0,0,0,0,0,0,,"84,868","987,122",1.965030,"19,397.22","1,667.68"
59-9546,MADISON,59,TIF MCINTOSH FAM. LLC SUBPHS 2,42736,NORFOLK,NORFOLK 2,59-0002,,3,"Lot 2A, & 2B Blk 1, Lot 1A & 1B, Blk 3, Lot 4 Blk 4 and Lot 1 Blk 5 Meadow Ridge Phase IV 2nd Addition","Includes 1) constructing access to Benjamin Ave, 2) construct adequate water and sewer system for project area and merge into existing infrastructure, 3) site preparation for filling and grading, 4) construction of public streets to access the lots in the project, and 5) electrical infrastructure construction costs and fees. Project expected to provide approx 53 single family attached and detached housing units.",2019,"84,868","1,038,077",0,0,0,0,0,0,,"84,868","1,038,077",2.014163,"20,908.80","1,709.38"
59-9547,MADISON,59,TIF MCINTOSH FAM. LLC PHS 1 SUBPHS 3,43101,NORFOLK,NORFOLK 2,59-0002,,3,"Lots 1, Block 4; Lots 2A-3B, Block 3; Lots 1A-2B; Block 2; Lots 5-6, Block 4; and Lots 2-4, Block 5, all of Meadow Ridge Phase IV, 2nd Addition.","TIF Funds to be used for Benjamin Ave access construction, water and sewer system construction, site preparation, public street access construction, and electrical infrastructure construction for the development of 53 single family attached and detached housing units.",2018,"207,840","2,322,083",0,0,0,0,0,0,,"207,840","2,322,083",1.965030,"45,629.60","4,084.12"
59-9547,MADISON,59,TIF MCINTOSH FAM. LLC PHS 1 SUBPHS 3,43101,NORFOLK,NORFOLK 2,59-0002,,3,"Lots 1, Block 4; Lots 2A-3B, Block 3; Lots 1A-2B; Block 2; Lots 5-6, Block 4; and Lots 2-4, Block 5, all of Meadow Ridge Phase IV, 2nd Addition.","TIF Funds to be used for Benjamin Ave access construction, water and sewer system construction, site preparation, public street access construction, and electrical infrastructure construction for the development of 53 single family attached and detached housing units.",2019,"207,840","2,422,720",0,0,0,0,0,0,,"207,840","2,422,720",2.014163,"48,797.74","4,186.24"
59-9548,MADISON,59,TIF MCINTOSH FAM. LLC PHS 2 SUBPHS 1,43101,NORFOLK,NORFOLK 2,59-0002,,3,"Lots 7-8, Block 4; Lots 5-9, Block 5; all of Meadow Ridge Phase IV, 3rd Addition","TIF Funds to be used for site preparation; providing ingress and egress from 13th St.; constructing access ways, curb cuts, and sidewalks; upgrading and construction of gas and sewer infrastructure; and constructing public parking, curb cuts, entrances, sidewalks, and landscaping. Improvements associated with construction of a 2,724 sq ft building and a 10,050 sq ft building for retail, restaurant, office and medical tenants along with concrete parking.",2018,"12,803","289,528",0,0,0,0,0,0,,"12,803","289,528",1.965030,"5,689.30",251.58
59-9548,MADISON,59,TIF MCINTOSH FAM. LLC PHS 2 SUBPHS 1,43101,NORFOLK,NORFOLK 2,59-0002,,3,"Lots 7-8, Block 4; Lots 5-9, Block 5; all of Meadow Ridge Phase IV, 3rd Addition","TIF Funds to be used for site preparation; providing ingress and egress from 13th St.; constructing access ways, curb cuts, and sidewalks; upgrading and construction of gas and sewer infrastructure; and constructing public parking, curb cuts, entrances, sidewalks, and landscaping. Improvements associated with construction of a 2,724 sq ft building and a 10,050 sq ft building for retail, restaurant, office and medical tenants along with concrete parking.",2019,"12,803","1,598,248",0,0,0,0,0,0,,"12,803","1,598,248",2.014163,"32,191.60",257.87
59-9549,MADISON,59,TIF MCINTOSH FAM. LLC PHS 1 SUBPHS 4,43466,NORFOLK,NORFOLK 2,59-0002,,3,"Lot 4A, Lot 4B, Lot 5A, and Lot 5B Block 3 Meadow Ridge IV 2nd Addition PID's 590306108, 590306116, 5980306124, 590306132 Norfolk","TIF funds used for paving, landscaping (ROW), perimeter screening, street lighting, sanitary sewer, water, storm sewer, site preparation, and design and construction management for construction of approximately 53 single family attached and detached housing units.",2019,"53,808","400,000",0,0,0,0,0,0,,"53,808","400,000",2.014163,"8,056.56","1,083.78"
59-9562,MADISON,59,"TIF SCM 10X NORFOLK 1120, LLC",43101,NORFOLK,NORFOLK 2,59-0002,,3,"Lots 1-2, O.L. Scheer Second Addition","TIF Funds to be used for site preparation, 13th St. access and sidewalks, upgrading and constructing gas and sewer infrastructure, and public parking construction for two new buildings with retail, restaurant, office and medical uses.",2018,0,0,"744,747","182,731",0,0,0,0,,"744,747","182,731",1.965030,"3,590.72","14,634.50"
59-9562,MADISON,59,"TIF SCM 10X NORFOLK 1120, LLC",43101,NORFOLK,NORFOLK 2,59-0002,,3,"Lots 1-2, O.L. Scheer Second Addition","TIF Funds to be used for site preparation, 13th St. access and sidewalks, upgrading and constructing gas and sewer infrastructure, and public parking construction for two new buildings with retail, restaurant, office and medical uses.",2019,0,0,"744,747","1,692,630",0,0,0,0,,"744,747","1,692,630",2.014163,"34,092.30","15,000.42"
59-9564,MADISON,59,TIF FOUNTAIN POINT NORTH PHS 1,43101,NORFOLK,NORFOLK 2,59-0002,,3,"Lots 1 & 3, Fountain Point Addition","TIF Funds to be used for site acquisition, sanitary sewer, water, paving/storm sewer, sewer extension, sitre preparation, street lighting, internal streets/drives, and sidewalks/landscaping for the construction of a new medial office building and senior living facility.",2018,0,0,"29,440","2,749,304",0,0,0,0,,"29,440","2,749,304",1.965030,"54,024.64",578.50
59-9564,MADISON,59,TIF FOUNTAIN POINT NORTH PHS 1,43101,NORFOLK,NORFOLK 2,59-0002,,3,"Lots 1 & 3, Fountain Point Addition","TIF Funds to be used for site acquisition, sanitary sewer, water, paving/storm sewer, sewer extension, sitre preparation, street lighting, internal streets/drives, and sidewalks/landscaping for the construction of a new medial office building and senior living facility.",2019,0,0,"29,440","7,749,304",0,0,0,0,,"29,440","7,749,304",2.014163,"156,083.66",592.97
59-9566,MADISON,59,TIF DELAY BANK BUILDING,43101,NORFOLK,NORFOLK 2,59-0002,,3,"Part of Lot 1 and Lot 2, Burrows and Egberts Addition","TIF Funds to be used for electrical service, doors, windows and façade, roof and energy enhancements, interior demolition, and apartment and commercial build outs for the rehabilitation of the Delay Bank Building.",2018,0,0,"161,335","336,640",0,0,0,0,,"161,335","336,640",2.315030,"7,793.32","3,734.95"
59-9566,MADISON,59,TIF DELAY BANK BUILDING,43101,NORFOLK,NORFOLK 2,59-0002,,3,"Part of Lot 1 and Lot 2, Burrows and Egberts Addition","TIF Funds to be used for electrical service, doors, windows and façade, roof and energy enhancements, interior demolition, and apartment and commercial build outs for the rehabilitation of the Delay Bank Building.",2019,0,0,"161,335","336,640",0,0,0,0,,"161,335","336,640",2.364163,"7,958.82","3,814.22"
59-9567,MADISON,59,TIF CONOVER PROPERTIES (MADISON APTS),43466,MADISON,MADISON 1,59-0001,,3,South 1/3 Lot 6 and N 43.8 feet Lot 7 Block 14 F.W. Bames First Addition PID 590001779 Madison,TIF funds used for rehabilitation of dilapidated commercial structure to 12 apartments.,2019,0,0,"29,101",0,0,0,0,0,,"29,101",0,1.853539,0.00,539.40
59-9568,MADISON,59,TIF MEDELMANS LAKE RDVLP PROJ PHASE 1,43466,NORFOLK,NORFOLK 2,59-0002,,3,"Lots 5 though 7, and Lots 11 through 14 Medelman's Lake Subdivision PID's 590026646, 590026654, 590026662, 5900226694, 590026702, 590026710, and 590026718 Norfolk","TIF funds used for site preparation, installation of streets, trails, and sidewalks, landscaping, hardscaping and streetscaping, including buffering of the residential areas from the industrial area to the West, extension of public utilities necessary to serve the private improvements to be constructed during Phase I and subsequent phases of the redevelopment project consisting of 18 single family residential homes.",2019,"320,003","381,413",0,0,0,0,0,0,,"320,003","381,413",2.014163,"7,682.52","6,445.38"
61-0181,MERRICK,61,TIF MCEDC1 EAST VIEW,38488,CENTRAL CITY,CENTRAL CITY 4,61-0004,,3,A tract of land approximately covering 14th Ave to 17th Street to 10th Ave to 20th Street,"TIF funds will be used to acquire vacant lots or land; to compensate redeveloper for the market value of East View Addtion lots that will in turn be made available at no-cost to home developers or home purchasers; infrastrucute  including street paving, drainage and utility improvements to make lots available for redevelopment.",2006,"27,365","528,300",0,0,0,0,0,0,,"27,365","528,300",2.261395,"11,946.95",618.83
61-0181,MERRICK,61,TIF MCEDC1 EAST VIEW,38488,CENTRAL CITY,CENTRAL CITY 4,61-0004,,3,A tract of land approximately covering 14th Ave to 17th Street to 10th Ave to 20th Street,"TIF funds will be used to acquire vacant lots or land; to compensate redeveloper for the market value of East View Addtion lots that will in turn be made available at no-cost to home developers or home purchasers; infrastrucute  including street paving, drainage and utility improvements to make lots available for redevelopment.",2007,"27,365","653,500",0,0,0,0,0,0,,"27,365","653,500",2.296900,"15,010.25",628.55
61-0181,MERRICK,61,TIF MCEDC1 EAST VIEW,38488,CENTRAL CITY,CENTRAL CITY 4,61-0004,,3,A tract of land approximately covering 14th Ave to 17th Street to 10th Ave to 20th Street,"TIF funds will be used to acquire vacant lots or land; to compensate redeveloper for the market value of East View Addtion lots that will in turn be made available at no-cost to home developers or home purchasers; infrastrucute  including street paving, drainage and utility improvements to make lots available for redevelopment.",2008,"27,365","657,080",0,0,0,0,0,0,,"27,365","657,080",2.262529,"14,866.62",619.14
61-0181,MERRICK,61,TIF MCEDC1 EAST VIEW,38488,CENTRAL CITY,CENTRAL CITY 4,61-0004,,3,A tract of land approximately covering 14th Ave to 17th Street to 10th Ave to 20th Street,"TIF funds will be used to acquire vacant lots or land; to compensate redeveloper for the market value of East View Addtion lots that will in turn be made available at no-cost to home developers or home purchasers; infrastrucute  including street paving, drainage and utility improvements to make lots available for redevelopment.",2009,"27,365","657,080",0,0,0,0,0,0,,"27,365","657,080",2.236885,"14,698.12",612.12
61-0181,MERRICK,61,TIF MCEDC1 EAST VIEW,38488,CENTRAL CITY,CENTRAL CITY 4,61-0004,,3,A tract of land approximately covering 14th Ave to 17th Street to 10th Ave to 20th Street,"TIF funds will be used to acquire vacant lots or land; to compensate redeveloper for the market value of East View Addtion lots that will in turn be made available at no-cost to home developers or home purchasers; infrastrucute  including street paving, drainage and utility improvements to make lots available for redevelopment.",2010,"27,365","657,080",0,0,0,0,0,0,,"27,365","657,080",2.186899,"14,369.67",598.44
61-0181,MERRICK,61,TIF MCEDC1 EAST VIEW,38488,CENTRAL CITY,CENTRAL CITY 4,61-0004,,3,A tract of land approximately covering 14th Ave to 17th Street to 10th Ave to 20th Street,"TIF funds will be used to acquire vacant lots or land; to compensate redeveloper for the market value of East View Addtion lots that will in turn be made available at no-cost to home developers or home purchasers; infrastrucute  including street paving, drainage and utility improvements to make lots available for redevelopment.",2011,"27,365","657,080",0,0,0,0,0,0,,"27,365","657,080",2.175214,"14,292.94",595.25
61-0181,MERRICK,61,TIF MCEDC1 EAST VIEW,38488,CENTRAL CITY,CENTRAL CITY 4,61-0004,,3,A tract of land approximately covering 14th Ave to 17th Street to 10th Ave to 20th Street,"TIF funds will be used to acquire vacant lots or land; to compensate redeveloper for the market value of East View Addtion lots that will in turn be made available at no-cost to home developers or home purchasers; infrastrucute  including street paving, drainage and utility improvements to make lots available for redevelopment.",2012,"27,365","625,490",0,0,0,0,0,0,,"27,365","625,490",2.042437,"12,775.28",558.91
61-0181,MERRICK,61,TIF MCEDC1 EAST VIEW,38488,CENTRAL CITY,CENTRAL CITY 4,61-0004,,3,A tract of land approximately covering 14th Ave to 17th Street to 10th Ave to 20th Street,"TIF funds will be used to acquire vacant lots or land; to compensate redeveloper for the market value of East View Addtion lots that will in turn be made available at no-cost to home developers or home purchasers; infrastrucute  including street paving, drainage and utility improvements to make lots available for redevelopment.",2013,"27,365","642,545",0,0,0,0,0,0,,"27,365","642,545",2.005995,"12,889.46",548.94
61-0181,MERRICK,61,TIF MCEDC1 EAST VIEW,38488,CENTRAL CITY,CENTRAL CITY 4,61-0004,,3,A tract of land approximately covering 14th Ave to 17th Street to 10th Ave to 20th Street,"TIF funds will be used to acquire vacant lots or land; to compensate redeveloper for the market value of East View Addtion lots that will in turn be made available at no-cost to home developers or home purchasers; infrastrucute  including street paving, drainage and utility improvements to make lots available for redevelopment.",2014,"27,365","642,545",0,0,0,0,0,0,,"27,365","642,545",1.948477,"12,519.90",533.20
