"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export 2017 TIF Report  certified as of 2-20-2018,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
79-0784,SCOTTS BLUFF,79,TIF GERING VALLEY ESTATES,1/1/11,GERING,GERING 16,79-0016,,3,"Name of Project: Gering Valley Estates
Lot 1 Blk 1 Gering Valley Estates Subdivision and area lying in NW corner Section 12, T21N, R55W, Gering NE
Description: TIF funds to be used for general infrastructure and construction of 28 housing units for elderly.",2014,0,0,39000,947827,0,0,0,0,,39000,947827,2.0819,19732.82,811.94
79-0784,SCOTTS BLUFF,79,TIF GERING VALLEY ESTATES,1/1/11,GERING,GERING 16,79-0016,,3,"Name of Project: Gering Valley Estates
Lot 1 Blk 1 Gering Valley Estates Subdivision and area lying in NW corner Section 12, T21N, R55W, Gering NE
Description: TIF funds to be used for general infrastructure and construction of 28 housing units for elderly.",2015,0,0,39000,993162,0,0,0,0,,39000,993162,2.07619,20619.94,809.71
79-0784,SCOTTS BLUFF,79,TIF GERING VALLEY ESTATES,1/1/11,GERING,GERING 16,79-0016,,3,"Name of Project: Gering Valley Estates
Lot 1 Blk 1 Gering Valley Estates Subdivision and area lying in NW corner Section 12, T21N, R55W, Gering NE
Description: TIF funds to be used for general infrastructure and construction of 28 housing units for elderly.",2016,0,0,39000,720564,0,0,0,0,,39000,720564,2.07845,14976.56,810.6
79-0784,SCOTTS BLUFF,79,TIF GERING VALLEY ESTATES,1/1/11,GERING,GERING 16,79-0016,,3,"Name of Project: Gering Valley Estates
Lot 1 Blk 1 Gering Valley Estates Subdivision and area lying in NW corner Section 12, T21N, R55W, Gering NE
Description: TIF funds to be used for general infrastructure and construction of 28 housing units for elderly.",2017,0,0,39000,892680,0,0,0,0,,39000,892680,2.2303,19909.44,869.82
79-0785,SCOTTS BLUFF,79,TIF G-TOWN DEVELOPMENT,1/1/12,GERING,GERING 16,79-0016,,3,"Name of Project: G-Town Redevelopment
Lot A, Replat of Lots A, B, & E Trails Edge Plaza, in Original Town Gering
Description: TIF funds used to develop grocery store",2012,,,298077,0,,,,,,298077,0,2.09786,0,6253.24
79-0785,SCOTTS BLUFF,79,TIF G-TOWN DEVELOPMENT,1/1/12,GERING,GERING 16,79-0016,,3,"Name of Project: G-Town Redevelopment
Lot A, Replat of Lots A, B, & E Trails Edge Plaza, in Original Town Gering
Description: TIF funds used to develop grocery store",2013,0,0,298077,326229,0,0,0,0,,298077,326229,2.09846,6845.8,6255.03
79-0785,SCOTTS BLUFF,79,TIF G-TOWN DEVELOPMENT,1/1/12,GERING,GERING 16,79-0016,,3,"Name of Project: G-Town Redevelopment
Lot A, Replat of Lots A, B, & E Trails Edge Plaza, in Original Town Gering
Description: TIF funds used to develop grocery store",2014,0,0,298077,326229,0,0,0,0,,298077,326229,2.0819,6791.76,6205.67
79-0785,SCOTTS BLUFF,79,TIF G-TOWN DEVELOPMENT,1/1/12,GERING,GERING 16,79-0016,,3,"Name of Project: G-Town Redevelopment
Lot A, Replat of Lots A, B, & E Trails Edge Plaza, in Original Town Gering
Description: TIF funds used to develop grocery store",2015,0,0,298077,513730,0,0,0,0,,298077,513730,2.07619,10666.02,6188.64
79-0785,SCOTTS BLUFF,79,TIF G-TOWN DEVELOPMENT,1/1/12,GERING,GERING 16,79-0016,,3,"Name of Project: G-Town Redevelopment
Lot A, Replat of Lots A, B, & E Trails Edge Plaza, in Original Town Gering
Description: TIF funds used to develop grocery store",2016,0,0,298077,611175,0,0,0,0,,298077,611175,2.07845,12702.98,6195.38
79-0785,SCOTTS BLUFF,79,TIF G-TOWN DEVELOPMENT,1/1/12,GERING,GERING 16,79-0016,,3,"Name of Project: G-Town Redevelopment
Lot A, Replat of Lots A, B, & E Trails Edge Plaza, in Original Town Gering
Description: TIF funds used to develop grocery store",2017,0,0,290293,627276,0,0,0,0,,290293,627276,2.2303,13990.14,6474.4
79-0786,SCOTTS BLUFF,79,TIF MID-TOWN DEVELP. ADD.,1/1/12,GERING,GERING 16,79-0016,,3,"Name of Project: Midtown Development Addition
Lots 19A and 20A, Block 5, being a replat of Midtown Development addition to City of Gering
Description: TIF funds used for construction of approximately 450 LF of Twin City Drive east of Lyman Drive. Reconstruction of the intersection of Twin City Drive & Lyman Drive. Installation of waterline and storm drainage lines.",2012,,,65189,0,,,,,,65189,0,2.09786,0,1367.57
79-0786,SCOTTS BLUFF,79,TIF MID-TOWN DEVELP. ADD.,1/1/12,GERING,GERING 16,79-0016,,3,"Name of Project: Midtown Development Addition
Lots 19A and 20A, Block 5, being a replat of Midtown Development addition to City of Gering
Description: TIF funds used for construction of approximately 450 LF of Twin City Drive east of Lyman Drive. Reconstruction of the intersection of Twin City Drive & Lyman Drive. Installation of waterline and storm drainage lines.",2013,0,0,65189,525982,0,0,0,0,,65189,525982,2.09846,11037.52,1367.97
79-0786,SCOTTS BLUFF,79,TIF MID-TOWN DEVELP. ADD.,1/1/12,GERING,GERING 16,79-0016,,3,"Name of Project: Midtown Development Addition
Lots 19A and 20A, Block 5, being a replat of Midtown Development addition to City of Gering
Description: TIF funds used for construction of approximately 450 LF of Twin City Drive east of Lyman Drive. Reconstruction of the intersection of Twin City Drive & Lyman Drive. Installation of waterline and storm drainage lines.",2014,0,0,65189,525982,0,0,0,0,,65189,525982,2.0819,10950.42,1357.17
79-0786,SCOTTS BLUFF,79,TIF MID-TOWN DEVELP. ADD.,1/1/12,GERING,GERING 16,79-0016,,3,"Name of Project: Midtown Development Addition
Lots 19A and 20A, Block 5, being a replat of Midtown Development addition to City of Gering
Description: TIF funds used for construction of approximately 450 LF of Twin City Drive east of Lyman Drive. Reconstruction of the intersection of Twin City Drive & Lyman Drive. Installation of waterline and storm drainage lines.",2015,0,0,65189,552281,0,0,0,0,,65189,552281,2.07619,11466.4,1353.45
79-0786,SCOTTS BLUFF,79,TIF MID-TOWN DEVELP. ADD.,1/1/12,GERING,GERING 16,79-0016,,3,"Name of Project: Midtown Development Addition
Lots 19A and 20A, Block 5, being a replat of Midtown Development addition to City of Gering
Description: TIF funds used for construction of approximately 450 LF of Twin City Drive east of Lyman Drive. Reconstruction of the intersection of Twin City Drive & Lyman Drive. Installation of waterline and storm drainage lines.",2016,0,0,65189,613241,0,0,0,0,,65189,613241,2.07845,12745.9,1354.92
79-0786,SCOTTS BLUFF,79,TIF MID-TOWN DEVELP. ADD.,1/1/12,GERING,GERING 16,79-0016,,3,"Name of Project: Midtown Development Addition
Lots 19A and 20A, Block 5, being a replat of Midtown Development addition to City of Gering
Description: TIF funds used for construction of approximately 450 LF of Twin City Drive east of Lyman Drive. Reconstruction of the intersection of Twin City Drive & Lyman Drive. Installation of waterline and storm drainage lines.",2017,0,0,65189,976848,0,0,0,0,,65189,976848,2.2303,21786.66,1453.91
79-0787,SCOTTS BLUFF,79,TIF DVS STORAGE LLC,1/1/13,GERING,GERING 16,79-0016,,3,"Name of Project: DVS Storage, LLC
Lots 2 & 3 Block 1 Pappas 3rd Addition, Gering
Description: TIF funds used to develop commercial storage units.",2013,0,0,24938,127062,0,0,0,0,,24938,127062,2.09846,2666.36,523.31
79-0787,SCOTTS BLUFF,79,TIF DVS STORAGE LLC,1/1/13,GERING,GERING 16,79-0016,,3,"Name of Project: DVS Storage, LLC
Lots 2 & 3 Block 1 Pappas 3rd Addition, Gering
Description: TIF funds used to develop commercial storage units.",2014,0,0,24938,127062,0,0,0,0,,24938,127062,2.0819,2645.3,519.18
79-0787,SCOTTS BLUFF,79,TIF DVS STORAGE LLC,1/1/13,GERING,GERING 16,79-0016,,3,"Name of Project: DVS Storage, LLC
Lots 2 & 3 Block 1 Pappas 3rd Addition, Gering
Description: TIF funds used to develop commercial storage units.",2015,0,0,24938,133940,0,0,0,0,,24938,133940,2.07619,2780.86,517.76
79-0787,SCOTTS BLUFF,79,TIF DVS STORAGE LLC,1/1/13,GERING,GERING 16,79-0016,,3,"Name of Project: DVS Storage, LLC
Lots 2 & 3 Block 1 Pappas 3rd Addition, Gering
Description: TIF funds used to develop commercial storage units.",2016,0,0,24938,133940,0,0,0,0,,24938,133940,2.07845,2783.88,518.32
79-0787,SCOTTS BLUFF,79,TIF DVS STORAGE LLC,1/1/13,GERING,GERING 16,79-0016,,3,"Name of Project: DVS Storage, LLC
Lots 2 & 3 Block 1 Pappas 3rd Addition, Gering
Description: TIF funds used to develop commercial storage units.",2017,0,0,24938,204417,0,0,0,0,,24938,204417,2.2303,4559.12,556.19
79-0788,SCOTTS BLUFF,79,TIF NEMNICH AUTOMOTIVE,1/1/13,GERING,GERING 16,79-0016,,3,"Name of Project: Nemich Automotive
Lot 5 Block 7 Midtown Development Addition Gering
Description: TIF funds used to construct utilities including extension of water main, sanitary sewer, storm drainage, right-of-way improvements including street surfacing, lot surfacing to ensure drainage away from the WEA Zone, and landscaping.",2013,0,0,57400,0,0,0,0,0,,57400,0,2.09846,0,1204.52
79-0788,SCOTTS BLUFF,79,TIF NEMNICH AUTOMOTIVE,1/1/13,GERING,GERING 16,79-0016,,3,"Name of Project: Nemich Automotive
Lot 5 Block 7 Midtown Development Addition Gering
Description: TIF funds used to construct utilities including extension of water main, sanitary sewer, storm drainage, right-of-way improvements including street surfacing, lot surfacing to ensure drainage away from the WEA Zone, and landscaping.",2014,0,0,57400,919905,0,0,0,0,,57400,919905,2.0819,19151.5,1195.01
79-0788,SCOTTS BLUFF,79,TIF NEMNICH AUTOMOTIVE,1/1/13,GERING,GERING 16,79-0016,,3,"Name of Project: Nemich Automotive
Lot 5 Block 7 Midtown Development Addition Gering
Description: TIF funds used to construct utilities including extension of water main, sanitary sewer, storm drainage, right-of-way improvements including street surfacing, lot surfacing to ensure drainage away from the WEA Zone, and landscaping.",2015,0,0,57400,965901,0,0,0,0,,57400,965901,2.07619,20053.94,1191.73
79-0788,SCOTTS BLUFF,79,TIF NEMNICH AUTOMOTIVE,1/1/13,GERING,GERING 16,79-0016,,3,"Name of Project: Nemich Automotive
Lot 5 Block 7 Midtown Development Addition Gering
Description: TIF funds used to construct utilities including extension of water main, sanitary sewer, storm drainage, right-of-way improvements including street surfacing, lot surfacing to ensure drainage away from the WEA Zone, and landscaping.",2016,0,0,57400,965901,0,0,0,0,,57400,965901,2.07845,20075.78,1193.03
79-0788,SCOTTS BLUFF,79,TIF NEMNICH AUTOMOTIVE,1/1/13,GERING,GERING 16,79-0016,,3,"Name of Project: Nemich Automotive
Lot 5 Block 7 Midtown Development Addition Gering
Description: TIF funds used to construct utilities including extension of water main, sanitary sewer, storm drainage, right-of-way improvements including street surfacing, lot surfacing to ensure drainage away from the WEA Zone, and landscaping.",2017,0,0,57400,910958,0,0,0,0,,57400,910958,2.2303,20317.1,1280.19
79-0789,SCOTTS BLUFF,79,"TIF REGANIS, LLC",1/1/15,SCOTTSBLUFF,SCOTTSBLUFF 32,79-0032,,3,"Name of Project: Reganis LLC
PID 010346562 Blk 9 Reganis Subdiv Scottsbluff, also an area within the easement of Winters Creek Irrigation comencing at northwest corner Blk 9 to a length of approx 460 ft to northwest along the centerline of existing irrigation lateral
Description of Project: Site preparation and infrastructure associated with installation of commercial facility.",2015,0,0,276423,705250,0,0,0,0,,276423,705250,2.16598,15275.58,5987.27
79-0789,SCOTTS BLUFF,79,"TIF REGANIS, LLC",1/1/15,SCOTTSBLUFF,SCOTTSBLUFF 32,79-0032,,3,"Name of Project: Reganis LLC
PID 010346562 Blk 9 Reganis Subdiv Scottsbluff, also an area within the easement of Winters Creek Irrigation comencing at northwest corner Blk 9 to a length of approx 460 ft to northwest along the centerline of existing irrigation lateral
Description of Project: Site preparation and infrastructure associated with installation of commercial facility.",2016,0,0,276423,2630625,0,0,0,0,,276423,2630625,2.17686,57265.02,6017.34
79-0789,SCOTTS BLUFF,79,"TIF REGANIS, LLC",1/1/15,SCOTTSBLUFF,SCOTTSBLUFF 32,79-0032,,3,"Name of Project: Reganis LLC
PID 010346562 Blk 9 Reganis Subdiv Scottsbluff, also an area within the easement of Winters Creek Irrigation comencing at northwest corner Blk 9 to a length of approx 460 ft to northwest along the centerline of existing irrigation lateral
Description of Project: Site preparation and infrastructure associated with installation of commercial facility.",2017,0,0,276423,2941482,0,0,0,0,,276423,2941482,2.17293,63916.34,6006.48
79-0790,SCOTTS BLUFF,79,TIF FAIRFIELD INN,1/1/15,SCOTTSBLUFF,SCOTTSBLUFF 32,79-0032,,3,"Name of Project: Fairfield Inn
Block 2, Reganis Subdivision
Description of Project: Site acquistion and site preparation for hotel facility.",2015,0,0,217277,0,0,0,0,0,,217277,0,2.16598,0,4706.18
79-0790,SCOTTS BLUFF,79,TIF FAIRFIELD INN,1/1/15,SCOTTSBLUFF,SCOTTSBLUFF 32,79-0032,,3,"Name of Project: Fairfield Inn
Block 2, Reganis Subdivision
Description of Project: Site acquistion and site preparation for hotel facility.",2016,0,0,217277,4086955,0,0,0,0,,217277,4086955,2.17686,88967.3,4729.82
79-0790,SCOTTS BLUFF,79,TIF FAIRFIELD INN,1/1/15,SCOTTSBLUFF,SCOTTSBLUFF 32,79-0032,,3,"Name of Project: Fairfield Inn
Block 2, Reganis Subdivision
Description of Project: Site acquistion and site preparation for hotel facility.",2017,0,0,217277,5624998,0,0,0,0,,217277,5624998,2.17293,122227.28,4721.28
79-0791,SCOTTS BLUFF,79,TIF MID-TOWN AMEND REED&NELSON,1/1/15,GERING,GERING 16,79-0016,,3,"Name of Project: Midtown Development Addition (Amended) 
TIF Area No. 22 - Reed & Nelson
PID #010345302, 010352015, 010351922, 010345396
Lt 4C-1, Rplt Lt4C, Rptl Lt4B, Rplt Lt 4 & 5 Blk 5 Midtown Development Add; Lt C, Rplt 18A-1 Blk 5 Midtown Development Second Add Replat; Lot B, Rplt Lt18A Blk 5 Midtown Development Add Replat; Lt A Rplt Lt 18A-1 Blk 5 Midtown Development Add Replat
Description of Project: Right-of-way improvements consisting of street construction of North Twin Drive, alley construction, utility extensions, intersection improvements, paving and landscaping.",2015,0,0,408010,239362,0,0,0,0,,408010,239362,2.07619,4969.62,8471.06
79-0791,SCOTTS BLUFF,79,TIF MID-TOWN AMEND REED&NELSON,1/1/15,GERING,GERING 16,79-0016,,3,"Name of Project: Midtown Development Addition (Amended) 
TIF Area No. 22 - Reed & Nelson
PID #010345302, 010352015, 010351922, 010345396
Lt 4C-1, Rplt Lt4C, Rptl Lt4B, Rplt Lt 4 & 5 Blk 5 Midtown Development Add; Lt C, Rplt 18A-1 Blk 5 Midtown Development Second Add Replat; Lot B, Rplt Lt18A Blk 5 Midtown Development Add Replat; Lt A Rplt Lt 18A-1 Blk 5 Midtown Development Add Replat
Description of Project: Right-of-way improvements consisting of street construction of North Twin Drive, alley construction, utility extensions, intersection improvements, paving and landscaping.",2016,0,0,408010,318242,0,0,0,0,,408010,318242,2.07845,6614.52,8480.28
79-0791,SCOTTS BLUFF,79,TIF MID-TOWN AMEND REED&NELSON,1/1/15,GERING,GERING 16,79-0016,,3,"Name of Project: Midtown Development Addition (Amended) 
TIF Area No. 22 - Reed & Nelson
PID #010345302, 010352015, 010351922, 010345396
Lt 4C-1, Rplt Lt4C, Rptl Lt4B, Rplt Lt 4 & 5 Blk 5 Midtown Development Add; Lt C, Rplt 18A-1 Blk 5 Midtown Development Second Add Replat; Lot B, Rplt Lt18A Blk 5 Midtown Development Add Replat; Lt A Rplt Lt 18A-1 Blk 5 Midtown Development Add Replat
Description of Project: Right-of-way improvements consisting of street construction of North Twin Drive, alley construction, utility extensions, intersection improvements, paving and landscaping.",2017,0,0,408010,394016,0,0,0,0,,408010,394016,2.2303,8787.76,9099.85
79-0793,SCOTTS BLUFF,79,TIF WEBORG (WAREHOUSE) 21,1/1/16,GERING,GERING 16,79-0016,,3,"Name of Project: Weborg (Warehouse) 21
PT TL 24 & TL 25 35-22-55 unplatted lands, TR 1 City-U P Add, and TR 3 City-U P Add
2625 N 10th St. PID 010053611, 010302255, 010302271
Description of Project: Building rehabilitation with new/upgraded utilities (sewer/water), lot improvements including concrete surfacing, right-of-way improvements utilities, ADA design & construction, curb & gutter, sidewalk, and landscaping.",2016,0,0,338941,1392955,0,0,0,0,,338941,1392955,2.07845,28951.88,7044.72
79-0793,SCOTTS BLUFF,79,TIF WEBORG (WAREHOUSE) 21,1/1/16,GERING,GERING 16,79-0016,,3,"Name of Project: Weborg (Warehouse) 21
PT TL 24 & TL 25 35-22-55 unplatted lands, TR 1 City-U P Add, and TR 3 City-U P Add
2625 N 10th St. PID 010053611, 010302255, 010302271
Description of Project: Building rehabilitation with new/upgraded utilities (sewer/water), lot improvements including concrete surfacing, right-of-way improvements utilities, ADA design & construction, curb & gutter, sidewalk, and landscaping.",2017,0,0,338941,1518496,0,0,0,0,,338941,1518496,2.2303,33867.02,7559.4
79-0794,SCOTTS BLUFF,79,TIF OWEN ORAL SURGERY CENTER,1/1/17,SCOTTSBLUFF,SCOTTSBLUFF 32,79-0032,,3,"Name of Project: Owen Oral Surgery Center
Lot 1 Blk 10 Five Oaks Subdivision, Parcel 010000169
Description of Project: Construction of Oral Surgery Center. TIF funds will be used for site acquistion and preparation, water and sewer improvements, site improvements including sidewalk and landscaping, adjacent street improvements, plan preparation and site design.",2017,0,0,24647,236199,0,0,0,0,,24647,236199,2.17293,5132.44,535.56
79-0795,SCOTTS BLUFF,79,TIF MONUMENT MALL REDEVP PROJ,1/1/17,SCOTTSBLUFF,SCOTTSBLUFF 32,79-0032,,3,"Name of Project: Monument Mall Rehabilitation
Lot 3, Blk 3, Third Replat of Lots 3 and 4 Blk 3, Northeast Second Add Replat No 2 and Lot 2, Blk 3, Northeast Second Add Replat No 2.
Description of Project: Rehabilitation of commercial mall.",2017,0,0,6000000,4516293,0,0,0,0,,6000000,4516293,2.17293,98135.9,130375.8
79-0796,SCOTTS BLUFF,79,TIF ELITE HEALTH,1/1/17,SCOTTSBLUFF,SCOTTSBLUFF 32,79-0032,,3,"Name of Project: Elite Health
Lot 1 of Final Plat of Lots 1, 2, Tract A and 40th St ROW, Blk 9 Fiv Oaks Subdivision  Parcel 010000071
Description of Project: Site acquisition, preparation and infrastructure installation and planning for health care office building.",2017,0,0,53255,8613484,0,0,0,0,,53255,8613484,2.17293,187164.98,1157.19
80-9701,SEWARD,80,TIF COBBLESTONE INN PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Cobblestone Inn Project
Lot 1A, Plaza South Subdivision First Addition Seward
Description: TIF funds used for construcion of approximately 36-room hotel and associated improvements including a conference room and common areas for the motel patrons, and related public improvements.",2013,0,0,56492,1637661,0,0,0,0,,56492,1637661,1.919464,31434.32,1084.34
80-9701,SEWARD,80,TIF COBBLESTONE INN PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Cobblestone Inn Project
Lot 1A, Plaza South Subdivision First Addition Seward
Description: TIF funds used for construcion of approximately 36-room hotel and associated improvements including a conference room and common areas for the motel patrons, and related public improvements.",2014,0,0,56492,1637661,0,0,0,0,,56492,1637661,1.735917,28428.42,980.65
80-9701,SEWARD,80,TIF COBBLESTONE INN PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Cobblestone Inn Project
Lot 1A, Plaza South Subdivision First Addition Seward
Description: TIF funds used for construcion of approximately 36-room hotel and associated improvements including a conference room and common areas for the motel patrons, and related public improvements.",2015,0,0,56492,1637661,0,0,0,0,,56492,1637661,1.742962,28543.82,984.63
80-9701,SEWARD,80,TIF COBBLESTONE INN PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Cobblestone Inn Project
Lot 1A, Plaza South Subdivision First Addition Seward
Description: TIF funds used for construcion of approximately 36-room hotel and associated improvements including a conference room and common areas for the motel patrons, and related public improvements.",2016,0,0,56492,1637661,0,0,0,0,,56492,1637661,1.713073,28054.38,967.75
80-9701,SEWARD,80,TIF COBBLESTONE INN PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Cobblestone Inn Project
Lot 1A, Plaza South Subdivision First Addition Seward
Description: TIF funds used for construcion of approximately 36-room hotel and associated improvements including a conference room and common areas for the motel patrons, and related public improvements.",2017,0,0,56492,1722369,0,0,0,0,,56492,1722369,1.720352,29630.82,971.86
80-9702,SEWARD,80,TIF SPORTS EXPRESS PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Sports Express Project
Lot 13 Bock 36 Cloyd's Addition Seward
Description: TIF funds used in construction of approximately 2,400 sq. ft. facility that includes the screen-printing and light manufacturing facilities and general office space, and related public improvements.",2013,0,0,27496,142290,0,0,0,0,,27496,142290,1.919464,2731.2,527.78
80-9702,SEWARD,80,TIF SPORTS EXPRESS PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Sports Express Project
Lot 13 Bock 36 Cloyd's Addition Seward
Description: TIF funds used in construction of approximately 2,400 sq. ft. facility that includes the screen-printing and light manufacturing facilities and general office space, and related public improvements.",2014,0,0,27496,142290,0,0,0,0,,27496,142290,1.735917,2470.02,477.31
80-9702,SEWARD,80,TIF SPORTS EXPRESS PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Sports Express Project
Lot 13 Bock 36 Cloyd's Addition Seward
Description: TIF funds used in construction of approximately 2,400 sq. ft. facility that includes the screen-printing and light manufacturing facilities and general office space, and related public improvements.",2015,0,0,27496,147690,0,0,0,0,,27496,147690,1.742962,2574.24,479.24
80-9702,SEWARD,80,TIF SPORTS EXPRESS PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Sports Express Project
Lot 13 Bock 36 Cloyd's Addition Seward
Description: TIF funds used in construction of approximately 2,400 sq. ft. facility that includes the screen-printing and light manufacturing facilities and general office space, and related public improvements.",2016,0,0,27496,158018,0,0,0,0,,27496,158018,1.713073,2707,471.03
80-9702,SEWARD,80,TIF SPORTS EXPRESS PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Sports Express Project
Lot 13 Bock 36 Cloyd's Addition Seward
Description: TIF funds used in construction of approximately 2,400 sq. ft. facility that includes the screen-printing and light manufacturing facilities and general office space, and related public improvements.",2017,0,0,27496,167294,0,0,0,0,,27496,167294,1.720352,2878.08,473.03
80-9703,SEWARD,80,TIF B & M SEED PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: B & M Seed Project
Lot 2A Plaza South Subdivision Seward
Description: TIF funds used for contruction of approx 9,600 sq. ft. facility consisting of commercial office space and general warehouse space, and public improvements including site preparation, grading, and the construction/extension of public utility improvements.",2013,0,0,22754,229545,0,0,0,0,,22754,229545,1.919464,4406.04,436.75
80-9703,SEWARD,80,TIF B & M SEED PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: B & M Seed Project
Lot 2A Plaza South Subdivision Seward
Description: TIF funds used for contruction of approx 9,600 sq. ft. facility consisting of commercial office space and general warehouse space, and public improvements including site preparation, grading, and the construction/extension of public utility improvements.",2014,0,0,22754,229545,0,0,0,0,,22754,229545,1.735917,3984.64,394.99
80-9703,SEWARD,80,TIF B & M SEED PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: B & M Seed Project
Lot 2A Plaza South Subdivision Seward
Description: TIF funds used for contruction of approx 9,600 sq. ft. facility consisting of commercial office space and general warehouse space, and public improvements including site preparation, grading, and the construction/extension of public utility improvements.",2015,0,0,22754,229545,0,0,0,0,,22754,229545,1.742962,4000.96,396.59
80-9703,SEWARD,80,TIF B & M SEED PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: B & M Seed Project
Lot 2A Plaza South Subdivision Seward
Description: TIF funds used for contruction of approx 9,600 sq. ft. facility consisting of commercial office space and general warehouse space, and public improvements including site preparation, grading, and the construction/extension of public utility improvements.",2016,0,0,22754,229545,0,0,0,0,,22754,229545,1.713073,3932.32,389.79
80-9703,SEWARD,80,TIF B & M SEED PROJ,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: B & M Seed Project
Lot 2A Plaza South Subdivision Seward
Description: TIF funds used for contruction of approx 9,600 sq. ft. facility consisting of commercial office space and general warehouse space, and public improvements including site preparation, grading, and the construction/extension of public utility improvements.",2017,0,0,22754,242160,0,0,0,0,,22754,242160,1.720352,4165.96,391.45
80-9704,SEWARD,80,TIF PROGRESSIVE SHEET METAL,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Progressive Sheet Metal Project
Lot 12 and E 1/2 of Lot 11, Block 40 Harris, Moffitt & Roberts Addition Seward
Description: TIF funds used for construction of approx 3,000 sq. ft. facility that includes general office and warehouse space, and related public improvements.",2013,0,0,32666,99024,0,0,0,0,,32666,99024,1.919464,1900.74,627.01
80-9704,SEWARD,80,TIF PROGRESSIVE SHEET METAL,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Progressive Sheet Metal Project
Lot 12 and E 1/2 of Lot 11, Block 40 Harris, Moffitt & Roberts Addition Seward
Description: TIF funds used for construction of approx 3,000 sq. ft. facility that includes general office and warehouse space, and related public improvements.",2014,0,0,32666,99024,0,0,0,0,,32666,99024,1.735917,1718.98,567.05
80-9704,SEWARD,80,TIF PROGRESSIVE SHEET METAL,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Progressive Sheet Metal Project
Lot 12 and E 1/2 of Lot 11, Block 40 Harris, Moffitt & Roberts Addition Seward
Description: TIF funds used for construction of approx 3,000 sq. ft. facility that includes general office and warehouse space, and related public improvements.",2015,0,0,32666,99024,0,0,0,0,,32666,99024,1.742962,1725.98,569.36
80-9704,SEWARD,80,TIF PROGRESSIVE SHEET METAL,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Progressive Sheet Metal Project
Lot 12 and E 1/2 of Lot 11, Block 40 Harris, Moffitt & Roberts Addition Seward
Description: TIF funds used for construction of approx 3,000 sq. ft. facility that includes general office and warehouse space, and related public improvements.",2016,0,0,32666,99024,0,0,0,0,,32666,99024,1.713073,1696.4,559.59
80-9704,SEWARD,80,TIF PROGRESSIVE SHEET METAL,1/1/13,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Progressive Sheet Metal Project
Lot 12 and E 1/2 of Lot 11, Block 40 Harris, Moffitt & Roberts Addition Seward
Description: TIF funds used for construction of approx 3,000 sq. ft. facility that includes general office and warehouse space, and related public improvements.",2017,0,0,32666,105608,0,0,0,0,,32666,105608,1.720352,1816.8,561.97
80-9705,SEWARD,80,TIF GROCERY STORE PROJECT,1/1/13,UTICA,CENTENNIAL 67R,80-0567,,3,"Name of Project: Grocery Store Project
W 22 ft. Lot 5 and all Lot 6 Block 13 Wright's 1st Addition Utica
Description: TIF funds used in the infrastructure development and payment of eligible public improvements for the Grocery Store Project located at 620 ""D"" St.",2013,0,0,6097,176251,0,0,0,0,,6097,176251,1.406279,2478.58,85.74
80-9705,SEWARD,80,TIF GROCERY STORE PROJECT,1/1/13,UTICA,CENTENNIAL 67R,80-0567,,3,"Name of Project: Grocery Store Project
W 22 ft. Lot 5 and all Lot 6 Block 13 Wright's 1st Addition Utica
Description: TIF funds used in the infrastructure development and payment of eligible public improvements for the Grocery Store Project located at 620 ""D"" St.",2014,0,0,6097,237720,0,0,0,0,,6097,237720,1.246304,2962.76,75.99
