"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2015 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
90-8726,WAYNE,90,TIF PROGRESSIVE PROP. PRJ 13,1/1/13,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Progressive Property Inspections Proj 13
East 48 ft. of West 100 ft. of Lots 4, 5, and 6 Block 24 Original Town, Wayne
Description: TIF funds used for site acquistion and development of multi-family residence.",2015,0,0,6200,133620,0,0,0,0,,6200,133620,1.925865,2573.34,119.4
90-8731,WAYNE,90,TIF PROGRSV.PROP INSP10PLEX 17,1/1/14,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Progressive Property Inspections 10plex Proj 17
Lots 11 and 12 Blk 7 North Addition, Wayne
Description: TIF funds used for site acquisition and preparation for 
10 plex apartment building",2014,12035,0,15000,0,0,0,0,0,,27035,0,1.873155,0,506.41
90-8731,WAYNE,90,TIF PROGRSV.PROP INSP10PLEX 17,1/1/14,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Progressive Property Inspections 10plex Proj 17
Lots 11 and 12 Blk 7 North Addition, Wayne
Description: TIF funds used for site acquisition and preparation for 
10 plex apartment building",2015,12035,0,23110,11890,0,0,0,0,,35145,11890,1.925865,229,676.85
90-8732,WAYNE,90,TIF SEBADE APARTMENT 18,1/1/14,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Sebade Apartment Proj 18
E 1/2 Lot 7 and So 40 ft of E 1/2 Lot 8, Blk 11 North Addition, Wayne
Description: TIF funds used for site acquisition, demolition, and public right-of-way improvements for apartment buidling.",2014,17590,0,0,5910,0,0,0,0,,17590,5910,1.873155,110.7,329.49
90-8732,WAYNE,90,TIF SEBADE APARTMENT 18,1/1/14,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Sebade Apartment Proj 18
E 1/2 Lot 7 and So 40 ft of E 1/2 Lot 8, Blk 11 North Addition, Wayne
Description: TIF funds used for site acquisition, demolition, and public right-of-way improvements for apartment buidling.",2015,17590,0,0,188595,0,0,0,0,,17590,188595,1.925865,3632.1,338.76
90-8739,WAYNE,90,TIF THE JUG STORE LLC 25,1/1/15,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: The Jug Store, LLC
Lot 1 Jorgensen Subdivision
Description of Project: Site acquisition and site preparation for commercial development.",2015,0,0,203050,0,0,0,0,0,,203050,0,1.925865,0,3910.47
90-8735,WAYNE,90,TIF WAYNE RENTALS INC 21,1/1/14,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Wayne Rentals, LLC PROJ 21
E 60ft and West 90ft Lots 1, 2, 3, 4, 5, and 6 Blk 5 College Hill Addition and vacated portion North Pearl St. North of West 13th St. and abutting Blks 5 and 6, College Hill Addition
Description: TIF funds used for site acquisition, demolition, public parking for apartment complex",2014,42310,0,19620,41580,0,0,0,0,,61930,41580,1.873155,778.86,1160.04
90-8735,WAYNE,90,TIF WAYNE RENTALS INC 21,1/1/14,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Wayne Rentals, LLC PROJ 21
E 60ft and West 90ft Lots 1, 2, 3, 4, 5, and 6 Blk 5 College Hill Addition and vacated portion North Pearl St. North of West 13th St. and abutting Blks 5 and 6, College Hill Addition
Description: TIF funds used for site acquisition, demolition, public parking for apartment complex",2015,42310,0,19620,353710,0,0,0,0,,61930,353710,1.925865,6811.98,1192.69
90-8734,WAYNE,90,TIF WESTERN RDGE DOLLARGEN 20,1/1/14,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge Partnership - Dollar General Proj 20
Lot 5A of the Replat of Lot 5, Western Ridge III Addition, Wayne
Description: TIF funds used for infrastructure and site acquisition for commercial building.",2014,0,0,35500,489280,0,0,0,0,,35500,489280,1.873155,9164.98,664.97
90-8734,WAYNE,90,TIF WESTERN RDGE DOLLARGEN 20,1/1/14,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge Partnership - Dollar General Proj 20
Lot 5A of the Replat of Lot 5, Western Ridge III Addition, Wayne
Description: TIF funds used for infrastructure and site acquisition for commercial building.",2015,0,0,35500,685530,0,0,0,0,,35500,685530,1.925865,13202.4,683.68
90-8723,WAYNE,90,TIF WESTERN RIDGE II PROJ 11,1/1/12,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Redvlp Proj 11
Lots 2 and 8, Western Ridge II Addition, City of Wayne
Description: TIF funds used for public infrastructure for residential affordable housing project",2012,43080,89100,0,0,0,0,0,0,,43080,89100,2.117471,1886.67,912.21
90-8723,WAYNE,90,TIF WESTERN RIDGE II PROJ 11,1/1/12,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Redvlp Proj 11
Lots 2 and 8, Western Ridge II Addition, City of Wayne
Description: TIF funds used for public infrastructure for residential affordable housing project",2013,43080,196215,0,0,0,0,0,0,,43080,196215,2.097068,4114.78,903.42
90-8723,WAYNE,90,TIF WESTERN RIDGE II PROJ 11,1/1/12,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Redvlp Proj 11
Lots 2 and 8, Western Ridge II Addition, City of Wayne
Description: TIF funds used for public infrastructure for residential affordable housing project",2014,43080,200515,0,0,0,0,0,0,,43080,200515,1.873155,3755.96,806.96
90-8723,WAYNE,90,TIF WESTERN RIDGE II PROJ 11,1/1/12,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Redvlp Proj 11
Lots 2 and 8, Western Ridge II Addition, City of Wayne
Description: TIF funds used for public infrastructure for residential affordable housing project",2015,43080,211840,0,0,0,0,0,0,,43080,211840,1.925865,4079.76,829.66
90-8718,WAYNE,90,TIF WESTERN RIDGE II PROJ 4,1/1/10,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Proj 4
Lots 1, 12, 20, 21, 22, 24, 25, 51, 52, 53, 54 & 55 Western Ridge II Addition
Description: Construction of affordable housing lots and infrastructure.",2010,123590,991885,0,0,0,0,0,0,,123590,991885,2.154436,21369.53,2662.67
90-8718,WAYNE,90,TIF WESTERN RIDGE II PROJ 4,1/1/10,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Proj 4
Lots 1, 12, 20, 21, 22, 24, 25, 51, 52, 53, 54 & 55 Western Ridge II Addition
Description: Construction of affordable housing lots and infrastructure.",2011,123590,991885,0,0,0,0,0,0,,123590,991885,2.130544,21132.55,2633.14
90-8718,WAYNE,90,TIF WESTERN RIDGE II PROJ 4,1/1/10,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Proj 4
Lots 1, 12, 20, 21, 22, 24, 25, 51, 52, 53, 54 & 55 Western Ridge II Addition
Description: Construction of affordable housing lots and infrastructure.",2012,123590,991885,0,0,0,0,0,0,,123590,991885,2.117471,21002.88,2616.98
90-8718,WAYNE,90,TIF WESTERN RIDGE II PROJ 4,1/1/10,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Proj 4
Lots 1, 12, 20, 21, 22, 24, 25, 51, 52, 53, 54 & 55 Western Ridge II Addition
Description: Construction of affordable housing lots and infrastructure.",2013,123590,1119020,0,0,0,0,0,0,,123590,1119020,2.097068,23466.64,2591.77
90-8718,WAYNE,90,TIF WESTERN RIDGE II PROJ 4,1/1/10,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Proj 4
Lots 1, 12, 20, 21, 22, 24, 25, 51, 52, 53, 54 & 55 Western Ridge II Addition
Description: Construction of affordable housing lots and infrastructure.",2014,123590,1139020,0,0,0,0,0,0,,123590,1139020,1.873155,21335.62,2315.03
90-8718,WAYNE,90,TIF WESTERN RIDGE II PROJ 4,1/1/10,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Proj 4
Lots 1, 12, 20, 21, 22, 24, 25, 51, 52, 53, 54 & 55 Western Ridge II Addition
Description: Construction of affordable housing lots and infrastructure.",2015,123590,1285645,0,0,0,0,0,0,,123590,1285645,1.925865,24759.84,2380.18
90-8719,WAYNE,90,TIF WESTERN RIDGE II PROJ 5,1/1/10,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II, Amendment #1 Proj 5
Lots 3, 6, 7, 11 & 17 Western Ridge II Addition
Description: Infrastructure for low to moderate housing.",2010,49515,284940,0,0,0,0,0,0,,49515,284940,2.154436,6138.85,1066.77
90-8719,WAYNE,90,TIF WESTERN RIDGE II PROJ 5,1/1/10,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II, Amendment #1 Proj 5
Lots 3, 6, 7, 11 & 17 Western Ridge II Addition
Description: Infrastructure for low to moderate housing.",2011,49515,538235,0,0,0,0,0,0,,49515,538235,2.130544,11467.33,1054.94
90-8719,WAYNE,90,TIF WESTERN RIDGE II PROJ 5,1/1/10,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II, Amendment #1 Proj 5
Lots 3, 6, 7, 11 & 17 Western Ridge II Addition
Description: Infrastructure for low to moderate housing.",2012,49515,538235,0,0,0,0,0,0,,49515,538235,2.117471,11396.97,1048.47
90-8719,WAYNE,90,TIF WESTERN RIDGE II PROJ 5,1/1/10,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II, Amendment #1 Proj 5
Lots 3, 6, 7, 11 & 17 Western Ridge II Addition
Description: Infrastructure for low to moderate housing.",2013,49515,538235,0,0,0,0,0,0,,49515,538235,2.097068,11287.18,1038.36
90-8719,WAYNE,90,TIF WESTERN RIDGE II PROJ 5,1/1/10,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II, Amendment #1 Proj 5
Lots 3, 6, 7, 11 & 17 Western Ridge II Addition
Description: Infrastructure for low to moderate housing.",2014,49515,538235,0,0,0,0,0,0,,49515,538235,1.873155,10082,927.49
90-8719,WAYNE,90,TIF WESTERN RIDGE II PROJ 5,1/1/10,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II, Amendment #1 Proj 5
Lots 3, 6, 7, 11 & 17 Western Ridge II Addition
Description: Infrastructure for low to moderate housing.",2015,49515,582945,0,0,0,0,0,0,,49515,582945,1.925865,11226.76,953.59
90-8713,WAYNE,90,TIF WESTERN RIDGE II PROJ 7,1/1/11,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Proj 7
Lot 15 Western Ridge II Addition, Wayne 
Description: TIF funds to be used for public infrastructure for residential affordable housing.",2011,8640,64640,0,0,0,0,0,0,,8640,64640,2.130544,1377.18,184.08
90-8713,WAYNE,90,TIF WESTERN RIDGE II PROJ 7,1/1/11,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Proj 7
Lot 15 Western Ridge II Addition, Wayne 
Description: TIF funds to be used for public infrastructure for residential affordable housing.",2012,8640,86190,0,0,0,0,0,0,,8640,86190,2.117471,1825.05,182.95
90-8713,WAYNE,90,TIF WESTERN RIDGE II PROJ 7,1/1/11,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Proj 7
Lot 15 Western Ridge II Addition, Wayne 
Description: TIF funds to be used for public infrastructure for residential affordable housing.",2013,8640,86190,0,0,0,0,0,0,,8640,86190,2.097068,1807.46,181.19
90-8713,WAYNE,90,TIF WESTERN RIDGE II PROJ 7,1/1/11,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Proj 7
Lot 15 Western Ridge II Addition, Wayne 
Description: TIF funds to be used for public infrastructure for residential affordable housing.",2014,8640,86190,0,0,0,0,0,0,,8640,86190,1.873155,1614.48,161.84
90-8713,WAYNE,90,TIF WESTERN RIDGE II PROJ 7,1/1/11,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Proj 7
Lot 15 Western Ridge II Addition, Wayne 
Description: TIF funds to be used for public infrastructure for residential affordable housing.",2015,8640,94920,0,0,0,0,0,0,,8640,94920,1.925865,1828.04,166.39
90-8736,WAYNE,90,TIF WESTERN RIDGE II SUB 22,1/1/14,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Subdivision Proj 22
Lots 9, 10, 13, & 39 Amended Plat of Western Ridge II Addition; 
Lot 3, 4, 5, & 6 Neihardt Administrative Replat of Lots 27-33, Amended Plat Western Ridge II Addition; and Lot 1 of Bressler Court Administrative Replat of Lots 41-46 Amended Plat Western Ridge
Description: TIF funds used for affordable housing lots and infrastructure",2014,42430,479400,0,0,0,0,0,0,,42430,479400,1.873155,8979.94,794.78
90-8736,WAYNE,90,TIF WESTERN RIDGE II SUB 22,1/1/14,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Western Ridge II Subdivision Proj 22
Lots 9, 10, 13, & 39 Amended Plat of Western Ridge II Addition; 
Lot 3, 4, 5, & 6 Neihardt Administrative Replat of Lots 27-33, Amended Plat Western Ridge II Addition; and Lot 1 of Bressler Court Administrative Replat of Lots 41-46 Amended Plat Western Ridge
Description: TIF funds used for affordable housing lots and infrastructure",2015,42430,1280890,0,0,0,0,0,0,,42430,1280890,1.925865,24668.28,817.14
90-8714,WAYNE,90,TIF WINDOM RIDGE PROJ 8,1/1/11,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Windom Ridge Proj 8
Lots 10 & 11 Block 2 John Lake's Addition, Wayne
Description: TIF funds to be used for site acquisition, clearance, and site preparation and construct two building apartment complexes.",2011,10860,0,0,0,0,0,0,0,,10860,0,2.130544,0,231.38
90-8714,WAYNE,90,TIF WINDOM RIDGE PROJ 8,1/1/11,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Windom Ridge Proj 8
Lots 10 & 11 Block 2 John Lake's Addition, Wayne
Description: TIF funds to be used for site acquisition, clearance, and site preparation and construct two building apartment complexes.",2012,0,0,10860,180000,0,0,0,0,,10860,180000,2.117471,3811.45,229.96
90-8714,WAYNE,90,TIF WINDOM RIDGE PROJ 8,1/1/11,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Windom Ridge Proj 8
Lots 10 & 11 Block 2 John Lake's Addition, Wayne
Description: TIF funds to be used for site acquisition, clearance, and site preparation and construct two building apartment complexes.",2013,0,0,10860,561740,0,0,0,0,,10860,561740,2.097068,11780.08,227.74
90-8714,WAYNE,90,TIF WINDOM RIDGE PROJ 8,1/1/11,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Windom Ridge Proj 8
Lots 10 & 11 Block 2 John Lake's Addition, Wayne
Description: TIF funds to be used for site acquisition, clearance, and site preparation and construct two building apartment complexes.",2014,0,0,10860,524680,0,0,0,0,,10860,524680,1.873155,9828.08,203.42
90-8714,WAYNE,90,TIF WINDOM RIDGE PROJ 8,1/1/11,WAYNE,WAYNE 17,90-0017,,3,"Name of Project: Windom Ridge Proj 8
Lots 10 & 11 Block 2 John Lake's Addition, Wayne
Description: TIF funds to be used for site acquisition, clearance, and site preparation and construct two building apartment complexes.",2015,0,0,10860,524680,0,0,0,0,,10860,524680,1.925865,10104.64,209.15
91-8610,WEBSTER,91,TIF BLUE HILL FOUND./GROCERY,12/28/01,BLUE HILL,BLUE HILL,91-0074,,3,"Name of Project: Blue Hill Community Foundation, Inc.
East 1/2 of Lot 22, all of Lots 23 & 24 and West 6 inches of Lot 25, Block 9,  Original Town of Blue Hill (554 West Gage)
Description: TIF funds used for general construction of the building.",2002,0,0,2775,54000,0,0,0,0,,2775,54000,2.31986,1252.72,64.38
91-8610,WEBSTER,91,TIF BLUE HILL FOUND./GROCERY,12/28/01,BLUE HILL,BLUE HILL,91-0074,,3,"Name of Project: Blue Hill Community Foundation, Inc.
East 1/2 of Lot 22, all of Lots 23 & 24 and West 6 inches of Lot 25, Block 9,  Original Town of Blue Hill (554 West Gage)
Description: TIF funds used for general construction of the building.",2003,0,0,2775,114080,0,0,0,0,,2775,114080,2.490378,2841.02,69.11
91-8610,WEBSTER,91,TIF BLUE HILL FOUND./GROCERY,12/28/01,BLUE HILL,BLUE HILL,91-0074,,3,"Name of Project: Blue Hill Community Foundation, Inc.
East 1/2 of Lot 22, all of Lots 23 & 24 and West 6 inches of Lot 25, Block 9,  Original Town of Blue Hill (554 West Gage)
Description: TIF funds used for general construction of the building.",2004,0,0,2635,108490,0,0,0,0,,2635,108490,2.414349,2619.33,63.62
91-8610,WEBSTER,91,TIF BLUE HILL FOUND./GROCERY,12/28/01,BLUE HILL,BLUE HILL,91-0074,,3,"Name of Project: Blue Hill Community Foundation, Inc.
East 1/2 of Lot 22, all of Lots 23 & 24 and West 6 inches of Lot 25, Block 9,  Original Town of Blue Hill (554 West Gage)
Description: TIF funds used for general construction of the building.",2005,0,0,2775,113090,0,0,0,0,,2775,113090,2.390536,2703.46,66.34
91-8610,WEBSTER,91,TIF BLUE HILL FOUND./GROCERY,12/28/01,BLUE HILL,BLUE HILL,91-0074,,3,"Name of Project: Blue Hill Community Foundation, Inc.
East 1/2 of Lot 22, all of Lots 23 & 24 and West 6 inches of Lot 25, Block 9,  Original Town of Blue Hill (554 West Gage)
Description: TIF funds used for general construction of the building.",2006,0,0,2775,113090,0,0,0,0,,2775,113090,2.372705,2683.3,65.84
91-8610,WEBSTER,91,TIF BLUE HILL FOUND./GROCERY,12/28/01,BLUE HILL,BLUE HILL,91-0074,,3,"Name of Project: Blue Hill Community Foundation, Inc.
East 1/2 of Lot 22, all of Lots 23 & 24 and West 6 inches of Lot 25, Block 9,  Original Town of Blue Hill (554 West Gage)
Description: TIF funds used for general construction of the building.",2007,0,0,2775,96895,0,0,0,0,,2775,96895,2.324087,2251.92,64.49
91-8610,WEBSTER,91,TIF BLUE HILL FOUND./GROCERY,12/28/01,BLUE HILL,BLUE HILL,91-0074,,3,"Name of Project: Blue Hill Community Foundation, Inc.
East 1/2 of Lot 22, all of Lots 23 & 24 and West 6 inches of Lot 25, Block 9,  Original Town of Blue Hill (554 West Gage)
Description: TIF funds used for general construction of the building.",2008,0,0,2610,94255,0,0,0,0,,2610,94255,2.297697,2165.7,59.97
91-8610,WEBSTER,91,TIF BLUE HILL FOUND./GROCERY,12/28/01,BLUE HILL,BLUE HILL,91-0074,,3,"Name of Project: Blue Hill Community Foundation, Inc.
East 1/2 of Lot 22, all of Lots 23 & 24 and West 6 inches of Lot 25, Block 9,  Original Town of Blue Hill (554 West Gage)
Description: TIF funds used for general construction of the building.",2009,0,0,2610,94255,0,0,0,0,,2610,94255,2.168262,2043.7,56.59
91-8610,WEBSTER,91,TIF BLUE HILL FOUND./GROCERY,12/28/01,BLUE HILL,BLUE HILL,91-0074,,3,"Name of Project: Blue Hill Community Foundation, Inc.
East 1/2 of Lot 22, all of Lots 23 & 24 and West 6 inches of Lot 25, Block 9,  Original Town of Blue Hill (554 West Gage)
Description: TIF funds used for general construction of the building.",2010,0,0,2610,94255,0,0,0,0,,2610,94255,2.216326,2089,57.85
91-8610,WEBSTER,91,TIF BLUE HILL FOUND./GROCERY,12/28/01,BLUE HILL,BLUE HILL,91-0074,,3,"Name of Project: Blue Hill Community Foundation, Inc.
East 1/2 of Lot 22, all of Lots 23 & 24 and West 6 inches of Lot 25, Block 9,  Original Town of Blue Hill (554 West Gage)
Description: TIF funds used for general construction of the building.",2011,0,0,2610,94255,0,0,0,0,,2610,94255,2.182101,2056.74,56.95
91-8610,WEBSTER,91,TIF BLUE HILL FOUND./GROCERY,12/28/01,BLUE HILL,BLUE HILL,91-0074,,3,"Name of Project: Blue Hill Community Foundation, Inc.
East 1/2 of Lot 22, all of Lots 23 & 24 and West 6 inches of Lot 25, Block 9,  Original Town of Blue Hill (554 West Gage)
Description: TIF funds used for general construction of the building.",2012,0,0,2610,94255,0,0,0,0,,2610,94255,2.243937,2115.02,58.57
91-8610,WEBSTER,91,TIF BLUE HILL FOUND./GROCERY,12/28/01,BLUE HILL,BLUE HILL,91-0074,,3,"Name of Project: Blue Hill Community Foundation, Inc.
East 1/2 of Lot 22, all of Lots 23 & 24 and West 6 inches of Lot 25, Block 9,  Original Town of Blue Hill (554 West Gage)
Description: TIF funds used for general construction of the building.",2013,0,0,2610,93460,0,0,0,0,,2610,93460,2.313541,2162.24,60.38
91-8610,WEBSTER,91,TIF BLUE HILL FOUND./GROCERY,12/28/01,BLUE HILL,BLUE HILL,91-0074,,3,"Name of Project: Blue Hill Community Foundation, Inc.
East 1/2 of Lot 22, all of Lots 23 & 24 and West 6 inches of Lot 25, Block 9,  Original Town of Blue Hill (554 West Gage)
Description: TIF funds used for general construction of the building.",2014,0,0,2610,99835,0,0,0,0,,2610,99835,2.156695,2153.14,56.29
91-8610,WEBSTER,91,TIF BLUE HILL FOUND./GROCERY,12/28/01,BLUE HILL,BLUE HILL,91-0074,,3,"Name of Project: Blue Hill Community Foundation, Inc.
East 1/2 of Lot 22, all of Lots 23 & 24 and West 6 inches of Lot 25, Block 9,  Original Town of Blue Hill (554 West Gage)
Description: TIF funds used for general construction of the building.",2015,0,0,2610,63530,0,0,0,0,,2610,63530,1.996045,1268.08,52.1
91-8614,WEBSTER,91,TIF RED CLOUD GRAIN LLC,9/6/05,RED CLOUD,RED CLOUD 2,91-0002,,3,"Name of Project: Red Cloud Grain, LLC
Tract 1, S1/2SE1/4, Section 2-T01N-R11
Tract 2, Blocks 16-19, Railroad Addition
Description: TIF funds used for the expansion of existing grain facilities.",2006,0,0,433265,277875,0,0,0,0,,433265,277875,2.345515,6517.6,10162.3
91-8614,WEBSTER,91,TIF RED CLOUD GRAIN LLC,9/6/05,RED CLOUD,RED CLOUD 2,91-0002,,3,"Name of Project: Red Cloud Grain, LLC
Tract 1, S1/2SE1/4, Section 2-T01N-R11
Tract 2, Blocks 16-19, Railroad Addition
Description: TIF funds used for the expansion of existing grain facilities.",2007,0,0,690645,283500,0,0,0,0,,690645,283500,2.358411,6686.1,16288.25
91-8614,WEBSTER,91,TIF RED CLOUD GRAIN LLC,9/6/05,RED CLOUD,RED CLOUD 2,91-0002,,3,"Name of Project: Red Cloud Grain, LLC
Tract 1, S1/2SE1/4, Section 2-T01N-R11
Tract 2, Blocks 16-19, Railroad Addition
Description: TIF funds used for the expansion of existing grain facilities.",2008,0,0,343490,182860,0,0,0,0,,343490,182860,2.220707,4060.78,7627.91
91-8614,WEBSTER,91,TIF RED CLOUD GRAIN LLC,9/6/05,RED CLOUD,RED CLOUD 2,91-0002,,3,"Name of Project: Red Cloud Grain, LLC
Tract 1, S1/2SE1/4, Section 2-T01N-R11
Tract 2, Blocks 16-19, Railroad Addition
Description: TIF funds used for the expansion of existing grain facilities.",2009,0,0,343490,154770,0,0,0,0,,343490,154770,2.160523,3343.84,7421.18
91-8614,WEBSTER,91,TIF RED CLOUD GRAIN LLC,9/6/05,RED CLOUD,RED CLOUD 2,91-0002,,3,"Name of Project: Red Cloud Grain, LLC
Tract 1, S1/2SE1/4, Section 2-T01N-R11
Tract 2, Blocks 16-19, Railroad Addition
Description: TIF funds used for the expansion of existing grain facilities.",2010,0,0,343490,222630,0,0,0,0,,343490,222630,2.201155,4900.44,7560.75
91-8614,WEBSTER,91,TIF RED CLOUD GRAIN LLC,9/6/05,RED CLOUD,RED CLOUD 2,91-0002,,3,"Name of Project: Red Cloud Grain, LLC
Tract 1, S1/2SE1/4, Section 2-T01N-R11
Tract 2, Blocks 16-19, Railroad Addition
Description: TIF funds used for the expansion of existing grain facilities.",2011,0,0,343490,222630,0,0,0,0,,343490,222630,2.553564,5685,8771.24
91-8614,WEBSTER,91,TIF RED CLOUD GRAIN LLC,9/6/05,RED CLOUD,RED CLOUD 2,91-0002,,3,"Name of Project: Red Cloud Grain, LLC
Tract 1, S1/2SE1/4, Section 2-T01N-R11
Tract 2, Blocks 16-19, Railroad Addition
Description: TIF funds used for the expansion of existing grain facilities.",2012,0,0,343490,222630,0,0,0,0,,343490,222630,2.531311,5635.46,8694.8
91-8614,WEBSTER,91,TIF RED CLOUD GRAIN LLC,9/6/05,RED CLOUD,RED CLOUD 2,91-0002,,3,"Name of Project: Red Cloud Grain, LLC
Tract 1, S1/2SE1/4, Section 2-T01N-R11
Tract 2, Blocks 16-19, Railroad Addition
Description: TIF funds used for the expansion of existing grain facilities.",2013,0,0,343490,152420,0,0,0,0,,343490,152420,2.546581,3881.5,8747.25
91-8614,WEBSTER,91,TIF RED CLOUD GRAIN LLC,9/6/05,RED CLOUD,RED CLOUD 2,91-0002,,3,"Name of Project: Red Cloud Grain, LLC
Tract 1, S1/2SE1/4, Section 2-T01N-R11
Tract 2, Blocks 16-19, Railroad Addition
Description: TIF funds used for the expansion of existing grain facilities.",2014,0,0,343490,271550,0,0,0,0,,343490,271550,2.447129,6645.18,8405.64
91-8614,WEBSTER,91,TIF RED CLOUD GRAIN LLC,9/6/05,RED CLOUD,RED CLOUD 2,91-0002,,3,"Name of Project: Red Cloud Grain, LLC
Tract 1, S1/2SE1/4, Section 2-T01N-R11
Tract 2, Blocks 16-19, Railroad Addition
Description: TIF funds used for the expansion of existing grain facilities.",2015,0,0,343490,271550,0,0,0,0,,343490,271550,2.343444,6363.62,8049.5
93-0542,YORK,93,TIF HENDERSN UTILITY RELC PRJ1,1/1/13,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Henderson Utility Relocation/Extension Project
Lot 1 Eastland 3rd Addition, Henderson
Description: TIF funds used for single family residential construction on project site and relocation of public utilities and public improvements.",2013,6770,109477,0,0,0,0,0,0,,6770,109477,2.05199,2246.46,138.92
93-0542,YORK,93,TIF HENDERSN UTILITY RELC PRJ1,1/1/13,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Henderson Utility Relocation/Extension Project
Lot 1 Eastland 3rd Addition, Henderson
Description: TIF funds used for single family residential construction on project site and relocation of public utilities and public improvements.",2014,6770,254269,0,0,0,0,0,0,,6770,254269,1.771119,4503.4,119.9
93-0542,YORK,93,TIF HENDERSN UTILITY RELC PRJ1,1/1/13,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Henderson Utility Relocation/Extension Project
Lot 1 Eastland 3rd Addition, Henderson
Description: TIF funds used for single family residential construction on project site and relocation of public utilities and public improvements.",2015,6770,254269,0,0,0,0,0,0,,6770,254269,1.724408,4384.72,116.74
93-0535,YORK,93,TIF HENDERSON RDV COMM ORIGTWN,12/10/02,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Downtown Redevelopment Area
An area bounded by Hickory Road on the North, Birch Street on the South and the East line of the alley between North Main and Fourteenth Streets on the East and the West line of the alley between North Main and Twelfth Streets on the East.
Description: TIF funds used to rebuild and resurface alleys, build and resurface parking lots, replace, repair and construct sewer systems, repaint water tower, downtown landscaping and signage improvements, facade improvements and other ifrastructure improvements.",2003,0,0,1898378,556251,0,0,0,0,,1898378,556251,2.288065,12727.38,43436.12
93-0535,YORK,93,TIF HENDERSON RDV COMM ORIGTWN,12/10/02,HENDERSON,HEARTLAND 96,93-0096,,3,"Name of Project: Downtown Redevelopment Area
An area bounded by Hickory Road on the North, Birch Street on the South and the East line of the alley between North Main and Fourteenth Streets on the East and the West line of the alley between North Main and Twelfth Streets on the East.
Description: TIF funds used to rebuild and resurface alleys, build and resurface parking lots, replace, repair and construct sewer systems, repaint water tower, downtown landscaping and signage improvements, facade improvements and other ifrastructure improvements.",2004,0,0,1817301,818627,0,0,0,0,,1818301,818627,2.439,19966.31,44348.36
