"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2014 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,SCHOOL CODES & Class,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
79-0782,SCOTTS BLUFF,79,TIF SILVERSTONE COUNTRYSD.CARE,40179,GERING,GERING 16,79-0016,,3,"Name of Project: Silverston Countryside Care
A tract of land situated in the N1/2 SW1/4 Section 6 Tnsp 21N Range 54W, lying south and west of State HWY 92 and 71 respectively, Gering NE
Description: Assisted Living Project, funds spent on public improvements or improvements within the public right of way and landscaping/sitework.",2011,0.00,0.00,"28,257.00","155,432.00",0.00,0.00,0.00,0.00,,"28,257.00","155,432.00",2.104700,"3,271.38",594.73
79-0782,SCOTTS BLUFF,79,TIF SILVERSTONE COUNTRYSD.CARE,40179,GERING,GERING 16,79-0016,,3,"Name of Project: Silverston Countryside Care
A tract of land situated in the N1/2 SW1/4 Section 6 Tnsp 21N Range 54W, lying south and west of State HWY 92 and 71 respectively, Gering NE
Description: Assisted Living Project, funds spent on public improvements or improvements within the public right of way and landscaping/sitework.",2012,0.00,0.00,"28,257.00","155,432.00",0.00,0.00,0.00,0.00,,"28,257.00","155,432.00",2.097860,"3,260.74",592.79
79-0782,SCOTTS BLUFF,79,TIF SILVERSTONE COUNTRYSD.CARE,40179,GERING,GERING 16,79-0016,,3,"Name of Project: Silverston Countryside Care
A tract of land situated in the N1/2 SW1/4 Section 6 Tnsp 21N Range 54W, lying south and west of State HWY 92 and 71 respectively, Gering NE
Description: Assisted Living Project, funds spent on public improvements or improvements within the public right of way and landscaping/sitework.",2013,0.00,0.00,"28,257.00","402,651.00",0.00,0.00,0.00,0.00,,"28,257.00","402,651.00",2.098460,"8,449.48",592.96
79-0782,SCOTTS BLUFF,79,TIF SILVERSTONE COUNTRYSD.CARE,40179,GERING,GERING 16,79-0016,,3,"Name of Project: Silverston Countryside Care
A tract of land situated in the N1/2 SW1/4 Section 6 Tnsp 21N Range 54W, lying south and west of State HWY 92 and 71 respectively, Gering NE
Description: Assisted Living Project, funds spent on public improvements or improvements within the public right of way and landscaping/sitework.",2014,0.00,0.00,"28,257.00","452,776.00",0.00,0.00,0.00,0.00,,"28,257.00","452,776.00",2.081900,"9,426.34",588.28
79-0783,SCOTTS BLUFF,79,TIF STAGECOACH STOP,40179,GERING,GERING 16,79-0016,,3,"Name of Project: Stage Coach Stop
Block 1 Barton Subdivision
Description: Convenience Store; TIF funds for public improvements or improvements within public right of way and landscaping/sitework.",2010,0.00,0.00,"27,014.00","15,973.00",0.00,0.00,0.00,0.00,,"27,014.00","15,973.00",1.999170,319.32,540.06
79-0783,SCOTTS BLUFF,79,TIF STAGECOACH STOP,40179,GERING,GERING 16,79-0016,,3,"Name of Project: Stage Coach Stop
Block 1 Barton Subdivision
Description: Convenience Store; TIF funds for public improvements or improvements within public right of way and landscaping/sitework.",2011,0.00,0.00,"27,014.00","496,355.00",0.00,0.00,0.00,0.00,,"27,014.00","496,355.00",2.104700,"10,446.78",568.56
79-0783,SCOTTS BLUFF,79,TIF STAGECOACH STOP,40179,GERING,GERING 16,79-0016,,3,"Name of Project: Stage Coach Stop
Block 1 Barton Subdivision
Description: Convenience Store; TIF funds for public improvements or improvements within public right of way and landscaping/sitework.",2012,0.00,0.00,"27,014.00","496,355.00",0.00,0.00,0.00,0.00,,"27,014.00","496,355.00",2.097860,"10,412.84",566.72
79-0783,SCOTTS BLUFF,79,TIF STAGECOACH STOP,40179,GERING,GERING 16,79-0016,,3,"Name of Project: Stage Coach Stop
Block 1 Barton Subdivision
Description: Convenience Store; TIF funds for public improvements or improvements within public right of way and landscaping/sitework.",2013,0.00,0.00,"27,014.00","496,355.00",0.00,0.00,0.00,0.00,,"27,014.00","496,355.00",2.098460,"10,415.82",566.88
79-0783,SCOTTS BLUFF,79,TIF STAGECOACH STOP,40179,GERING,GERING 16,79-0016,,3,"Name of Project: Stage Coach Stop
Block 1 Barton Subdivision
Description: Convenience Store; TIF funds for public improvements or improvements within public right of way and landscaping/sitework.",2014,0.00,0.00,"27,014.00","496,355.00",0.00,0.00,0.00,0.00,,"27,014.00","496,355.00",2.081900,"10,333.64",562.40
79-0784,SCOTTS BLUFF,79,TIF GERING VALLEY ESTATES,40544,GERING,GERING 16,79-0016,,3,"Name of Project: Gering Valley Estates
Lot 1 Blk 1 Gering Valley Estates Subdivision and area lying in NW corner Section 12, T21N, R55W, Gering NE
Description: TIF funds to be used for general infrastructure and construction of 28 housing units for elderly.",2011,0.00,0.00,"39,000.00","762,360.00",0.00,0.00,0.00,0.00,,"39,000.00","762,360.00",2.104700,"16,045.40",820.83
79-0784,SCOTTS BLUFF,79,TIF GERING VALLEY ESTATES,40544,GERING,GERING 16,79-0016,,3,"Name of Project: Gering Valley Estates
Lot 1 Blk 1 Gering Valley Estates Subdivision and area lying in NW corner Section 12, T21N, R55W, Gering NE
Description: TIF funds to be used for general infrastructure and construction of 28 housing units for elderly.",2012,0.00,0.00,"39,000.00","1,448,365.00",0.00,0.00,0.00,0.00,,"39,000.00","1,448,365.00",2.097860,"30,384.66",818.17
79-0784,SCOTTS BLUFF,79,TIF GERING VALLEY ESTATES,40544,GERING,GERING 16,79-0016,,3,"Name of Project: Gering Valley Estates
Lot 1 Blk 1 Gering Valley Estates Subdivision and area lying in NW corner Section 12, T21N, R55W, Gering NE
Description: TIF funds to be used for general infrastructure and construction of 28 housing units for elderly.",2013,0.00,0.00,"39,000.00","1,448,365.00",0.00,0.00,0.00,0.00,,"39,000.00","1,448,365.00",2.098460,"30,393.36",818.40
79-0784,SCOTTS BLUFF,79,TIF GERING VALLEY ESTATES,40544,GERING,GERING 16,79-0016,,3,"Name of Project: Gering Valley Estates
Lot 1 Blk 1 Gering Valley Estates Subdivision and area lying in NW corner Section 12, T21N, R55W, Gering NE
Description: TIF funds to be used for general infrastructure and construction of 28 housing units for elderly.",2014,0.00,0.00,"39,000.00","947,827.00",0.00,0.00,0.00,0.00,,"39,000.00","947,827.00",2.081900,"19,732.82",811.94
79-0785,SCOTTS BLUFF,79,TIF G-TOWN DEVELOPMENT,40909,GERING,GERING 16,79-0016,,3,"Name of Project: G-Town Redevelopment
Lot A, Replat of Lots A, B, & E Trails Edge Plaza, in Original Town Gering
Description: TIF funds used to develop grocery store",2012,,,"298,077.00",0.00,,,,,,"298,077.00",0.00,2.097860,0.00,"6,253.24"
79-0785,SCOTTS BLUFF,79,TIF G-TOWN DEVELOPMENT,40909,GERING,GERING 16,79-0016,,3,"Name of Project: G-Town Redevelopment
Lot A, Replat of Lots A, B, & E Trails Edge Plaza, in Original Town Gering
Description: TIF funds used to develop grocery store",2013,0.00,0.00,"298,077.00","326,229.00",0.00,0.00,0.00,0.00,,"298,077.00","326,229.00",2.098460,"6,845.80","6,255.03"
79-0785,SCOTTS BLUFF,79,TIF G-TOWN DEVELOPMENT,40909,GERING,GERING 16,79-0016,,3,"Name of Project: G-Town Redevelopment
Lot A, Replat of Lots A, B, & E Trails Edge Plaza, in Original Town Gering
Description: TIF funds used to develop grocery store",2014,0.00,0.00,"298,077.00","326,229.00",0.00,0.00,0.00,0.00,,"298,077.00","326,229.00",2.081900,"6,791.76","6,205.67"
79-0786,SCOTTS BLUFF,79,TIF MID-TOWN DEVELP. ADD.,40909,GERING,GERING 16,79-0016,,3,"Name of Project: Midtown Development Addition
Lots 19A and 20A, Block 5, being a replat of Midtown Development addition to City of Gering
Description: TIF funds used for construction of approximately 450 LF of Twin City Drive east of Lyman Drive. Reconstruction of the intersection of Twin City Drive & Lyman Drive. Installation of waterline and storm drainage lines.",2012,,,"65,189.00",0.00,,,,,,"65,189.00",0.00,2.097860,0.00,"1,367.57"
79-0786,SCOTTS BLUFF,79,TIF MID-TOWN DEVELP. ADD.,40909,GERING,GERING 16,79-0016,,3,"Name of Project: Midtown Development Addition
Lots 19A and 20A, Block 5, being a replat of Midtown Development addition to City of Gering
Description: TIF funds used for construction of approximately 450 LF of Twin City Drive east of Lyman Drive. Reconstruction of the intersection of Twin City Drive & Lyman Drive. Installation of waterline and storm drainage lines.",2013,0.00,0.00,"65,189.00","525,982.00",0.00,0.00,0.00,0.00,,"65,189.00","525,982.00",2.098460,"11,037.52","1,367.97"
79-0786,SCOTTS BLUFF,79,TIF MID-TOWN DEVELP. ADD.,40909,GERING,GERING 16,79-0016,,3,"Name of Project: Midtown Development Addition
Lots 19A and 20A, Block 5, being a replat of Midtown Development addition to City of Gering
Description: TIF funds used for construction of approximately 450 LF of Twin City Drive east of Lyman Drive. Reconstruction of the intersection of Twin City Drive & Lyman Drive. Installation of waterline and storm drainage lines.",2014,0.00,0.00,"65,189.00","525,982.00",0.00,0.00,0.00,0.00,,"65,189.00","525,982.00",2.081900,"10,950.42","1,357.17"
79-0787,SCOTTS BLUFF,79,TIF DVS STORAGE LLC,41275,GERING,GERING 16,79-0016,,3,"Name of Project: DVS Storage, LLC
Lots 2 & 3 Block 1 Pappas 3rd Addition, Gering
Description: TIF funds used to develop commercial storage units.",2013,0.00,0.00,"24,938.00","127,062.00",0.00,0.00,0.00,0.00,,"24,938.00","127,062.00",2.098460,"2,666.36",523.31
79-0787,SCOTTS BLUFF,79,TIF DVS STORAGE LLC,41275,GERING,GERING 16,79-0016,,3,"Name of Project: DVS Storage, LLC
Lots 2 & 3 Block 1 Pappas 3rd Addition, Gering
Description: TIF funds used to develop commercial storage units.",2014,0.00,0.00,"24,938.00","127,062.00",0.00,0.00,0.00,0.00,,"24,938.00","127,062.00",2.081900,"2,645.30",519.18
79-0788,SCOTTS BLUFF,79,TIF NEMNICH AUTOMOTIVE,41275,GERING,GERING 16,79-0016,,3,"Name of Project: Nemich Automotive
Lot 5 Block 7 Midtown Development Addition Gering
Description: TIF funds used to construct utilities including extension of water main, sanitary sewer, storm drainage, right-of-way improvements including street surfacing, lot surfacing to ensure drainage away from the WEA Zone, and landscaping.",2013,0.00,0.00,"57,400.00",0.00,0.00,0.00,0.00,0.00,,"57,400.00",0.00,2.098460,0.00,"1,204.52"
79-0788,SCOTTS BLUFF,79,TIF NEMNICH AUTOMOTIVE,41275,GERING,GERING 16,79-0016,,3,"Name of Project: Nemich Automotive
Lot 5 Block 7 Midtown Development Addition Gering
Description: TIF funds used to construct utilities including extension of water main, sanitary sewer, storm drainage, right-of-way improvements including street surfacing, lot surfacing to ensure drainage away from the WEA Zone, and landscaping.",2014,0.00,0.00,"57,400.00","919,905.00",0.00,0.00,0.00,0.00,,"57,400.00","919,905.00",2.081900,"19,151.50","1,195.01"
80-9701,SEWARD,80,TIF COBBLESTONE INN PROJ,41275,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Cobblestone Inn Project
Lot 1A, Plaza South Subdivision First Addition Seward
Description: TIF funds used for construcion of approximately 36-room hotel and associated improvements including a conference room and common areas for the motel patrons, and related public improvements.",2013,0.00,0.00,"56,492.00","1,637,661.00",0.00,0.00,0.00,0.00,,"56,492.00","1,637,661.00",1.919464,"31,434.32","1,084.34"
80-9701,SEWARD,80,TIF COBBLESTONE INN PROJ,41275,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Cobblestone Inn Project
Lot 1A, Plaza South Subdivision First Addition Seward
Description: TIF funds used for construcion of approximately 36-room hotel and associated improvements including a conference room and common areas for the motel patrons, and related public improvements.",2014,0.00,0.00,"56,492.00","1,637,661.00",0.00,0.00,0.00,0.00,,"56,492.00","1,637,661.00",1.735917,"28,428.42",980.65
80-9702,SEWARD,80,TIF SPORTS EXPRESS PROJ,41275,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Sports Express Project
Lot 13 Bock 36 Cloyd's Addition Seward
Description: TIF funds used in construction of approximately 2,400 sq. ft. facility that includes the screen-printing and light manufacturing facilities and general office space, and related public improvements.",2013,0.00,0.00,"27,496.00","142,290.00",0.00,0.00,0.00,0.00,,"27,496.00","142,290.00",1.919464,"2,731.20",527.78
80-9702,SEWARD,80,TIF SPORTS EXPRESS PROJ,41275,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Sports Express Project
Lot 13 Bock 36 Cloyd's Addition Seward
Description: TIF funds used in construction of approximately 2,400 sq. ft. facility that includes the screen-printing and light manufacturing facilities and general office space, and related public improvements.",2014,0.00,0.00,"27,496.00","142,290.00",0.00,0.00,0.00,0.00,,"27,496.00","142,290.00",1.735917,"2,470.02",477.31
80-9703,SEWARD,80,TIF B & M SEED PROJ,41275,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: B & M Seed Project
Lot 2A Plaza South Subdivision Seward
Description: TIF funds used for contruction of approx 9,600 sq. ft. facility consisting of commercial office space and general warehouse space, and public improvements including site preparation, grading, and the construction/extension of public utility improvements.",2013,0.00,0.00,"22,754.00","229,545.00",0.00,0.00,0.00,0.00,,"22,754.00","229,545.00",1.919464,"4,406.04",436.75
80-9703,SEWARD,80,TIF B & M SEED PROJ,41275,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: B & M Seed Project
Lot 2A Plaza South Subdivision Seward
Description: TIF funds used for contruction of approx 9,600 sq. ft. facility consisting of commercial office space and general warehouse space, and public improvements including site preparation, grading, and the construction/extension of public utility improvements.",2014,0.00,0.00,"22,754.00","229,545.00",0.00,0.00,0.00,0.00,,"22,754.00","229,545.00",1.735917,"3,984.64",394.99
80-9704,SEWARD,80,TIF PROGRESSIVE SHEET METAL,41275,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Progressive Sheet Metal Project
Lot 12 and E 1/2 of Lot 11, Block 40 Harris, Moffitt & Roberts Addition Seward
Description: TIF funds used for construction of approx 3,000 sq. ft. facility that includes general office and warehouse space, and related public improvements.",2013,0.00,0.00,"32,666.00","99,024.00",0.00,0.00,0.00,0.00,,"32,666.00","99,024.00",1.919464,"1,900.74",627.01
80-9704,SEWARD,80,TIF PROGRESSIVE SHEET METAL,41275,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Progressive Sheet Metal Project
Lot 12 and E 1/2 of Lot 11, Block 40 Harris, Moffitt & Roberts Addition Seward
Description: TIF funds used for construction of approx 3,000 sq. ft. facility that includes general office and warehouse space, and related public improvements.",2014,0.00,0.00,"32,666.00","99,024.00",0.00,0.00,0.00,0.00,,"32,666.00","99,024.00",1.735917,"1,718.98",567.05
80-9705,SEWARD,80,TIF GROCERY STORE PROJECT,41275,UTICA,CENTENNIAL 67R,80-0567,,3,"Name of Project: Grocery Store Project
W 22 ft. Lot 5 and all Lot 6 Block 13 Wright's 1st Addition Utica
Description: TIF funds used in the infrastructure development and payment of eligible public improvements for the Grocery Store Project located at 620 ""D"" St.",2013,0.00,0.00,"6,097.00","176,251.00",0.00,0.00,0.00,0.00,,"6,097.00","176,251.00",1.406279,"2,478.58",85.74
80-9705,SEWARD,80,TIF GROCERY STORE PROJECT,41275,UTICA,CENTENNIAL 67R,80-0567,,3,"Name of Project: Grocery Store Project
W 22 ft. Lot 5 and all Lot 6 Block 13 Wright's 1st Addition Utica
Description: TIF funds used in the infrastructure development and payment of eligible public improvements for the Grocery Store Project located at 620 ""D"" St.",2014,0.00,0.00,"6,097.00","237,720.00",0.00,0.00,0.00,0.00,,"6,097.00","237,720.00",1.246304,"2,962.76",75.99
80-9706,SEWARD,80,TIF JONES INSURANCE AGENCY,41640,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Jones Insurance Agency
So 32 ft of Lot 7 and all Lots 10 and 11 Blk 12, Original Town Seward
Description: TIF funds used for construction of approx 5,150 sq ft building and associated improvements.",2014,0.00,0.00,"84,634.00","1,049.00",0.00,0.00,0.00,0.00,,"84,634.00","1,049.00",1.735917,18.20,"1,469.18"
80-9707,SEWARD,80,TIF JONES BANK PROJ,41640,SEWARD,SEWARD 9,80-0009,,3,"Name of Project: Jones Bank Project
6th and Main Street, Seward; 4 parcels Tax Lots 13, 14, 16, and 17 Blk 23, Orig Town, and 6 parcels various Lots & Tax Lots Blk 22 Original Town Seward
Description: TIF funds used for construction, remodel, renovation, expansion, and redevelopment of approx. 13,600 sq ft bank facility and the associated improvements.",2014,0.00,0.00,"1,349,605.00","128,193.00",0.00,0.00,0.00,0.00,,"1,349,605.00","128,193.00",1.735917,"2,225.34","23,428.02"
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,37987,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2004,"13,610.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,,"13,610.00",0.00,2.269530,0.00,308.88
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,37987,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2005,0.00,0.00,"13,610.00","207,735.00",0.00,0.00,0.00,0.00,,"13,610.00","207,735.00",2.257913,"4,690.48",307.30
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,37987,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2006,0.00,0.00,"13,610.00","199,930.00",0.00,0.00,0.00,0.00,,"13,610.00","199,930.00",2.277800,"4,554.00",310.01
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,37987,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2007,0.00,0.00,"13,610.00","199,930.00",0.00,0.00,0.00,0.00,,"13,610.00","199,930.00",2.294560,"4,587.52",312.29
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,37987,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2008,0.00,0.00,"13,610.00","199,930.00",0.00,0.00,0.00,0.00,,"13,610.00","199,930.00",2.303188,"4,604.76",313.46
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,37987,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2009,0.00,0.00,"13,610.00","199,930.00",0.00,0.00,0.00,0.00,,"13,610.00","199,930.00",2.416460,"4,831.22",328.88
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,37987,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2010,0.00,0.00,"13,610.00","223,920.00",0.00,0.00,0.00,0.00,,"13,610.00","223,920.00",2.619447,"5,865.46",356.51
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,37987,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2011,0.00,0.00,"13,610.00","223,920.00",0.00,0.00,0.00,0.00,,"13,610.00","223,920.00",2.595031,"5,810.80",353.18
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,37987,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2012,0.00,0.00,"13,610.00","223,920.00",0.00,0.00,0.00,0.00,,"13,610.00","223,920.00",2.619613,"5,865.84",356.53
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,37987,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2013,0.00,0.00,"13,610.00","223,920.00",0.00,0.00,0.00,0.00,,"13,610.00","223,920.00",2.521251,"5,645.58",343.14
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,37987,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2014,0.00,0.00,"13,610.00","237,105.00",0.00,0.00,0.00,0.00,,"13,610.00","237,105.00",2.278018,"5,401.30",310.04
82-8502,SHERMAN,82,TIF LOUP CITY REDV PROJ 2,38938,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Scientific Crop Agronomy, Inc..
Lot 2, LCDC Addition
Description: TIF funds used for the creation of a new agricultural service building which will provide a retail outlet for sales of chemicals, corn and soybean seed, fencing and feed products for livestock.",2007,,0.00,"8,850.00","115,840.00",0.00,0.00,0.00,0.00,,"8,850.00","115,840.00",2.294560,"2,658.02",203.07
82-8502,SHERMAN,82,TIF LOUP CITY REDV PROJ 2,38938,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Scientific Crop Agronomy, Inc..
Lot 2, LCDC Addition
Description: TIF funds used for the creation of a new agricultural service building which will provide a retail outlet for sales of chemicals, corn and soybean seed, fencing and feed products for livestock.",2008,0.00,0.00,"8,850.00","115,840.00",0.00,0.00,0.00,0.00,,"8,850.00","115,840.00",2.303188,"2,668.02",203.83
82-8502,SHERMAN,82,TIF LOUP CITY REDV PROJ 2,38938,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Scientific Crop Agronomy, Inc..
Lot 2, LCDC Addition
Description: TIF funds used for the creation of a new agricultural service building which will provide a retail outlet for sales of chemicals, corn and soybean seed, fencing and feed products for livestock.",2009,0.00,0.00,"8,850.00","115,840.00",0.00,0.00,0.00,0.00,,"8,850.00","115,840.00",2.416460,"2,799.22",213.86
82-8502,SHERMAN,82,TIF LOUP CITY REDV PROJ 2,38938,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Scientific Crop Agronomy, Inc..
Lot 2, LCDC Addition
Description: TIF funds used for the creation of a new agricultural service building which will provide a retail outlet for sales of chemicals, corn and soybean seed, fencing and feed products for livestock.",2010,0.00,0.00,"8,850.00","107,285.00",0.00,0.00,0.00,0.00,,"8,850.00","107,285.00",2.619447,"2,810.28",231.82
82-8502,SHERMAN,82,TIF LOUP CITY REDV PROJ 2,38938,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Scientific Crop Agronomy, Inc..
Lot 2, LCDC Addition
Description: TIF funds used for the creation of a new agricultural service building which will provide a retail outlet for sales of chemicals, corn and soybean seed, fencing and feed products for livestock.",2011,0.00,0.00,"8,850.00","107,285.00",0.00,0.00,0.00,0.00,,"8,850.00","107,285.00",2.595031,"2,784.08",229.66
82-8502,SHERMAN,82,TIF LOUP CITY REDV PROJ 2,38938,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Scientific Crop Agronomy, Inc..
Lot 2, LCDC Addition
Description: TIF funds used for the creation of a new agricultural service building which will provide a retail outlet for sales of chemicals, corn and soybean seed, fencing and feed products for livestock.",2012,0.00,0.00,"8,850.00","107,285.00",0.00,0.00,0.00,0.00,,"8,850.00","107,285.00",2.619613,"2,810.46",231.84
82-8502,SHERMAN,82,TIF LOUP CITY REDV PROJ 2,38938,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Scientific Crop Agronomy, Inc..
Lot 2, LCDC Addition
Description: TIF funds used for the creation of a new agricultural service building which will provide a retail outlet for sales of chemicals, corn and soybean seed, fencing and feed products for livestock.",2013,0.00,0.00,"8,850.00","107,285.00",0.00,0.00,0.00,0.00,,"8,850.00","107,285.00",2.521251,"2,704.92",223.13
82-8502,SHERMAN,82,TIF LOUP CITY REDV PROJ 2,38938,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Scientific Crop Agronomy, Inc..
Lot 2, LCDC Addition
Description: TIF funds used for the creation of a new agricultural service building which will provide a retail outlet for sales of chemicals, corn and soybean seed, fencing and feed products for livestock.",2014,0.00,0.00,"8,850.00","193,085.00",0.00,0.00,0.00,0.00,,"8,850.00","193,085.00",2.278018,"4,398.52",201.60
82-8503,SHERMAN,82,TIF LOUP CITY FUTURES PROJ 3,39814,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Loup City Futures
Part NE 1/4 SW1/4 Section 18 Tnsp 15 Range 14 Unplatted Tract 3 acres L.C.C.;  700 HWY 92 Loup City
Description: TIF funds for renovation of an existing motel, liquor store, and an established restaurant and bar, and creation of new Subway restaurant along HWY 92",2010,0.00,0.00,"174,395.00","75,560.00",0.00,0.00,0.00,0.00,,"174,395.00","75,560.00",2.619447,"1,979.26","4,568.18"
82-8503,SHERMAN,82,TIF LOUP CITY FUTURES PROJ 3,39814,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Loup City Futures
Part NE 1/4 SW1/4 Section 18 Tnsp 15 Range 14 Unplatted Tract 3 acres L.C.C.;  700 HWY 92 Loup City
Description: TIF funds for renovation of an existing motel, liquor store, and an established restaurant and bar, and creation of new Subway restaurant along HWY 92",2011,0.00,0.00,"174,395.00","173,630.00",0.00,0.00,0.00,0.00,,"174,395.00","173,630.00",2.595031,"4,505.76","4,525.60"
82-8503,SHERMAN,82,TIF LOUP CITY FUTURES PROJ 3,39814,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Loup City Futures
Part NE 1/4 SW1/4 Section 18 Tnsp 15 Range 14 Unplatted Tract 3 acres L.C.C.;  700 HWY 92 Loup City
Description: TIF funds for renovation of an existing motel, liquor store, and an established restaurant and bar, and creation of new Subway restaurant along HWY 92",2012,0.00,0.00,"174,395.00","173,630.00",0.00,0.00,0.00,0.00,,"174,395.00","173,630.00",2.619613,"4,548.44","4,568.47"
82-8503,SHERMAN,82,TIF LOUP CITY FUTURES PROJ 3,39814,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Loup City Futures
Part NE 1/4 SW1/4 Section 18 Tnsp 15 Range 14 Unplatted Tract 3 acres L.C.C.;  700 HWY 92 Loup City
Description: TIF funds for renovation of an existing motel, liquor store, and an established restaurant and bar, and creation of new Subway restaurant along HWY 92",2013,0.00,0.00,"174,395.00","173,630.00",0.00,0.00,0.00,0.00,,"174,395.00","173,630.00",2.521251,"4,377.64","4,396.94"
82-8503,SHERMAN,82,TIF LOUP CITY FUTURES PROJ 3,39814,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Loup City Futures
Part NE 1/4 SW1/4 Section 18 Tnsp 15 Range 14 Unplatted Tract 3 acres L.C.C.;  700 HWY 92 Loup City
Description: TIF funds for renovation of an existing motel, liquor store, and an established restaurant and bar, and creation of new Subway restaurant along HWY 92",2014,0.00,0.00,"174,395.00","270,695.00",0.00,0.00,0.00,0.00,,"174,395.00","270,695.00",2.278018,"6,166.48","3,972.75"
