"NE Dept. of Revenue, Property Assessment Division",,,,,,,,,,,,,,,,,,,,,,,,,
Excel format; data export from 2010 Tax Increment Financing Report ,,,,,,,,,,,,,,,,,,,,,,,,,
"sorted by county, TIF project name, tax year",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Residential,Residential,Commerical,Commerical,Industrial,Industrial,Other,Other,Other,Total TIF,Total TIF,Total,Total TIF,Total TIF
79-0777,SCOTTS BLUFF,79,TIF CROSS ROADS COOP,7/13/2006,GERING,GERING 16,79-0016,,3,"Name of Project: Crossroads Cooperative Subdivision
A parcel to be platted as Block 2, Croosroads Subdivision and a part of Government Lot 3, Section 1-T21N-R55W
Description: TIF funds used for infrastructure improvements included but not limited to street construction, curbs, sidewalks, utility lines, landscaping, off-site improvements where necessary in the Crossroads Cooperative Subdivision.",2007,0,0,"66,847","484,332",0,0,0,0,,"66,847","484,332",2.05587,"9,957.24","1,374.29"
79-0777,SCOTTS BLUFF,79,TIF CROSS ROADS COOP,7/13/2006,GERING,GERING 16,79-0016,,3,"Name of Project: Crossroads Cooperative Subdivision
A parcel to be platted as Block 2, Croosroads Subdivision and a part of Government Lot 3, Section 1-T21N-R55W
Description: TIF funds used for infrastructure improvements included but not limited to street construction, curbs, sidewalks, utility lines, landscaping, off-site improvements where necessary in the Crossroads Cooperative Subdivision.",2008,0,0,"66,847","484,332",0,0,0,0,,"66,847","484,332",1.99925,"9,683.00","1,336.44"
79-0777,SCOTTS BLUFF,79,TIF CROSS ROADS COOP,7/13/2006,GERING,GERING 16,79-0016,,3,"Name of Project: Crossroads Cooperative Subdivision
A parcel to be platted as Block 2, Croosroads Subdivision and a part of Government Lot 3, Section 1-T21N-R55W
Description: TIF funds used for infrastructure improvements included but not limited to street construction, curbs, sidewalks, utility lines, landscaping, off-site improvements where necessary in the Crossroads Cooperative Subdivision.",2009,0,0,"66,847","484,332",0,0,0,0,,"66,847","484,332",1.99404,"9,657.78","1,332.96"
79-0777,SCOTTS BLUFF,79,TIF CROSS ROADS COOP,7/13/2006,GERING,GERING 16,79-0016,,3,"Name of Project: Crossroads Cooperative Subdivision
A parcel to be platted as Block 2, Croosroads Subdivision and a part of Government Lot 3, Section 1-T21N-R55W
Description: TIF funds used for infrastructure improvements included but not limited to street construction, curbs, sidewalks, utility lines, landscaping, off-site improvements where necessary in the Crossroads Cooperative Subdivision.",2010,0,0,"66,847","464,554",0,0,0,0,,"66,847","464,554",1.99917,"9,287.22","1,336.39"
79-0778,SCOTTS BLUFF,79,TIF CS PRECISION MANUF. REDVL,7/14/2008,GERING,GERING 16,79-0016,,3,"Name of Project: C.S. Precision Manufacturing, Inc
140028 Lockwood Road
Description: TIF funds used for the 12,000 sq ft commercial building addition to an existing facility",2008,0,0,"651,838","252,301",0,0,0,0,,"651,838","252,301",1.99925,"5,044.12","13,031.87"
79-0778,SCOTTS BLUFF,79,TIF CS PRECISION MANUF. REDVL,7/14/2008,GERING,GERING 16,79-0016,,3,"Name of Project: C.S. Precision Manufacturing, Inc
140028 Lockwood Road
Description: TIF funds used for the 12,000 sq ft commercial building addition to an existing facility",2009,0,0,"651,838","252,301",0,0,0,0,,"651,838","252,301",1.99404,"5,030.98","12,997.91"
79-0778,SCOTTS BLUFF,79,TIF CS PRECISION MANUF. REDVL,7/14/2008,GERING,GERING 16,79-0016,,3,"Name of Project: C.S. Precision Manufacturing, Inc
140028 Lockwood Road
Description: TIF funds used for the 12,000 sq ft commercial building addition to an existing facility",2010,0,0,"651,838","399,913",0,0,0,0,,"651,838","399,913",1.99917,"7,994.94","13,031.35"
79-0779,SCOTTS BLUFF,79,TIF CIRCLE S MOTEL,8/1/2007,GERING,GERING 16,79-0016,,3,"Name of Project: Circle S Motel/92 Enterprises, LLC
400 M Street
Description: TIF funds used for the complete remodeling of the motel facilties and the pavement of the entrance roads to the facility.",2008,0,0,"70,865","54,063",0,0,0,0,,"70,865","54,063",1.99925,"1,080.86","1,416.77"
79-0779,SCOTTS BLUFF,79,TIF CIRCLE S MOTEL,8/1/2007,GERING,GERING 16,79-0016,,3,"Name of Project: Circle S Motel/92 Enterprises, LLC
400 M Street
Description: TIF funds used for the complete remodeling of the motel facilties and the pavement of the entrance roads to the facility.",2009,0,0,"70,865","54,063",0,0,0,0,,"70,865","54,063",1.99404,"1,078.04","1,413.08"
79-0779,SCOTTS BLUFF,79,TIF CIRCLE S MOTEL,8/1/2007,GERING,GERING 16,79-0016,,3,"Name of Project: Circle S Motel/92 Enterprises, LLC
400 M Street
Description: TIF funds used for the complete remodeling of the motel facilties and the pavement of the entrance roads to the facility.",2010,0,0,"70,865","63,159",0,0,0,0,,"70,865","63,159",1.99917,"1,262.66","1,416.71"
79-0780,SCOTTS BLUFF,79,TIF AIRPORT DEVELOPMENT LLC,1/1/2009,SCOTTSBLUFF,SCOTTSBLUFF 32,79-0032,,3,"Name of Project: Airport Development, LLC
Lots 8-10, Block 11, Original Town of Scottsbluff
Description: TIF funds will provide for the construction of a newe private office building including improvements to the public parking lot and alley.",2009,0,0,"111,619","130,193",0,0,0,0,,"111,619","130,193",2.20749,"2,874.00","2,463.98"
79-0780,SCOTTS BLUFF,79,TIF AIRPORT DEVELOPMENT LLC,1/1/2009,SCOTTSBLUFF,SCOTTSBLUFF 32,79-0032,,3,"Name of Project: Airport Development, LLC
Lots 8-10, Block 11, Original Town of Scottsbluff
Description: TIF funds will provide for the construction of a newe private office building including improvements to the public parking lot and alley.",2010,0,0,"111,619","749,117",0,0,0,0,,"111,619","749,117",2.19806,"16,466.04","2,453.45"
79-0781,SCOTTS BLUFF,79,TIF DOCU-SHRED REDEV,,GERING,GERING 16,79-0016,,3,,2010,0,0,"40,233",0,0,0,0,0,,"40,233",0,1.99917,0.00,804.33
79-0782,SCOTTS BLUFF,79,TIF SILVERSTONE COUNTRYSD.CARE,,GERING,GERING 16,79-0016,,3,,2010,0,0,"28,257","155,432",0,0,0,0,,"28,257","155,432",1.99917,"3,107.34",564.91
79-0783,SCOTTS BLUFF,79,TIF STAGECOACH STOP,,GERING,GERING 16,79-0016,,3,,2010,0,0,"27,014","15,973",0,0,0,0,,"27,014","15,973",1.99917,319.32,540.06
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,1/1/2004,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2004,"13,610",0,0,0,0,0,0,0,,"13,610",0,2.26953,0.00,308.88
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,1/1/2004,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2005,0,0,"13,610","207,735",0,0,0,0,,"13,610","207,735",2.257913,"4,690.48",307.30
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,1/1/2004,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2006,0,0,"13,610","199,930",0,0,0,0,,"13,610","199,930",2.2778,"4,554.00",310.01
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,1/1/2004,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2007,0,0,"13,610","199,930",0,0,0,0,,"13,610","199,930",2.29456,"4,587.52",312.29
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,1/1/2004,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2008,0,0,"13,610","199,930",0,0,0,0,,"13,610","199,930",2.303188,"4,604.76",313.46
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,1/1/2004,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2009,0,0,"13,610","199,930",0,0,0,0,,"13,610","199,930",2.41646,"4,831.22",328.88
82-8501,SHERMAN,82,TIF LOUP CITY REDV PROJ 1,1/1/2004,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Howard County Land & Cattle Company
Lots 13-15, Block 19, Original Town of Loup City
Description: TIF funds approved for land acquisition, site development and utility connections for the construction of a full service bank brick building",2010,0,0,"13,610","223,920",0,0,0,0,,"13,610","223,920",2.619447,"5,865.46",356.51
82-8502,SHERMAN,82,TIF LOUP CITY REDV PROJ 2,8/9/2006,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Scientific Crop Agronomy, Inc..
Lot 2, LCDC Addition
Description: TIF funds used for the creation of a new agricultural service building which will provide a retail outlet for sales of chemicals, corn and soybean seed, fencing and feed products for livestock.",2007,,0,"8,850","115,840",0,0,0,0,,"8,850","115,840",2.29456,"2,658.02",203.07
82-8502,SHERMAN,82,TIF LOUP CITY REDV PROJ 2,8/9/2006,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Scientific Crop Agronomy, Inc..
Lot 2, LCDC Addition
Description: TIF funds used for the creation of a new agricultural service building which will provide a retail outlet for sales of chemicals, corn and soybean seed, fencing and feed products for livestock.",2008,0,0,"8,850","115,840",0,0,0,0,,"8,850","115,840",2.303188,"2,668.02",203.83
82-8502,SHERMAN,82,TIF LOUP CITY REDV PROJ 2,8/9/2006,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Scientific Crop Agronomy, Inc..
Lot 2, LCDC Addition
Description: TIF funds used for the creation of a new agricultural service building which will provide a retail outlet for sales of chemicals, corn and soybean seed, fencing and feed products for livestock.",2009,0,0,"8,850","115,840",0,0,0,0,,"8,850","115,840",2.41646,"2,799.22",213.86
82-8502,SHERMAN,82,TIF LOUP CITY REDV PROJ 2,8/9/2006,LOUP CITY,LOUP CITY 1,82-0001,,3,"Name of Project: Scientific Crop Agronomy, Inc..
Lot 2, LCDC Addition
Description: TIF funds used for the creation of a new agricultural service building which will provide a retail outlet for sales of chemicals, corn and soybean seed, fencing and feed products for livestock.",2010,0,0,"8,850","107,285",0,0,0,0,,"8,850","107,285",2.619447,"2,810.28",231.82
82-8503,SHERMAN,82,TIF LOUP CITY FUTURES PROJ 3,,LOUP CITY,LOUP CITY 1,82-0001,,3,,2010,0,0,"174,395","75,560",0,0,0,0,,"174,395","75,560",2.619447,"1,979.26","4,568.18"
82-8504,SHERMAN,82,TIF SCIENTIFIC CROP AGR PROJ 4,,LOUP CITY,LOUP CITY 1,82-0001,,3,,2010,0,0,"4,080",0,0,0,0,0,,"4,080",0,2.619447,0.00,106.87
82-8505,SHERMAN,82,TIF VIAERO WIRELS RETAIL PROJ5,,LOUP CITY,LOUP CITY 1,82-0001,,3,,2010,0,0,"4,370",0,0,0,0,0,,"4,370",0,2.619447,0.00,114.47
82-8506,SHERMAN,82,TIF KEN'S EQUIP INC PROJ 6,,LOUP CITY,LOUP CITY 1,82-0001,,3,,2010,0,0,"43,170",0,0,0,0,0,,"43,170",0,2.619447,0.00,"1,130.82"
85-0331,THAYER,85,TIF HEBRON TIF 1,12/15/2004,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: Northeast Corridor District 1
A tract of land located in the NW1/4 of Section 5, T2N, R2W
Description: TIF funds used for infrastructure and street improvements for commercial, industrial and residential facilities.",2005,"847,585","51,005","3,217,528","1,211,212",0,0,0,0,,"4,065,113","1,262,217",2.133796,"26,933.12","86,741.22"
85-0331,THAYER,85,TIF HEBRON TIF 1,12/15/2004,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: Northeast Corridor District 1
A tract of land located in the NW1/4 of Section 5, T2N, R2W
Description: TIF funds used for infrastructure and street improvements for commercial, industrial and residential facilities.",2006,"844,537","58,682","3,160,708","1,135,221",0,0,0,0,,"4,005,245","1,193,903",2.138187,"25,527.87","85,639.63"
85-0331,THAYER,85,TIF HEBRON TIF 1,12/15/2004,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: Northeast Corridor District 1
A tract of land located in the NW1/4 of Section 5, T2N, R2W
Description: TIF funds used for infrastructure and street improvements for commercial, industrial and residential facilities.",2007,"844,537","71,469","3,216,862","1,164,623",0,0,0,0,,"4,061,399","1,236,092",2.127473,"26,297.51","86,405.17"
85-0331,THAYER,85,TIF HEBRON TIF 1,12/15/2004,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: Northeast Corridor District 1
A tract of land located in the NW1/4 of Section 5, T2N, R2W
Description: TIF funds used for infrastructure and street improvements for commercial, industrial and residential facilities.",2008,"840,432","69,247","3,191,309","1,541,466",0,0,0,0,,"4,031,741","1,610,713",2.074773,"33,418.62","83,649.47"
85-0331,THAYER,85,TIF HEBRON TIF 1,12/15/2004,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: Northeast Corridor District 1
A tract of land located in the NW1/4 of Section 5, T2N, R2W
Description: TIF funds used for infrastructure and street improvements for commercial, industrial and residential facilities.",2009,"839,087","68,570","3,049,226","1,555,651",0,0,0,0,,"3,888,313","1,624,221",2.022988,"32,857.79","78,660.11"
85-0331,THAYER,85,TIF HEBRON TIF 1,12/15/2004,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: Northeast Corridor District 1
A tract of land located in the NW1/4 of Section 5, T2N, R2W
Description: TIF funds used for infrastructure and street improvements for commercial, industrial and residential facilities.",2010,"820,022","81,665","3,047,489","1,747,026",0,0,0,0,,"3,867,511","1,828,691",1.984289,"36,286.49","76,742.60"
85-0332,THAYER,85,TIF HEBRON TIF 2,12/15/2004,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: The Hunt Project
Various lots in Block 15
Description: TIF funds used for infrastructure and street improvements for commercial, industrial and residential facilities.",2005,0,0,"124,231",0,0,0,0,0,,"124,231",0,2.133796,0.00,"2,650.84"
85-0332,THAYER,85,TIF HEBRON TIF 2,12/15/2004,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: The Hunt Project
Various lots in Block 15
Description: TIF funds used for infrastructure and street improvements for commercial, industrial and residential facilities.",2006,0,0,"124,231",0,0,0,0,0,,"124,231",0,2.138187,0.00,"2,656.29"
85-0332,THAYER,85,TIF HEBRON TIF 2,12/15/2004,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: The Hunt Project
Various lots in Block 15
Description: TIF funds used for infrastructure and street improvements for commercial, industrial and residential facilities.",2007,0,0,"120,925",0,0,0,0,0,,"120,925",0,2.127473,0.00,"2,572.65"
85-0332,THAYER,85,TIF HEBRON TIF 2,12/15/2004,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: The Hunt Project
Various lots in Block 15
Description: TIF funds used for infrastructure and street improvements for commercial, industrial and residential facilities.",2008,0,0,"120,925","50,942",0,0,0,0,,"120,925","50,942",2.074773,"1,056.93","2,508.92"
85-0332,THAYER,85,TIF HEBRON TIF 2,12/15/2004,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: The Hunt Project
Various lots in Block 15
Description: TIF funds used for infrastructure and street improvements for commercial, industrial and residential facilities.",2009,0,0,"120,925","50,942",0,0,0,0,,"120,925","50,942",2.022988,"1,030.55","2,446.30"
85-0332,THAYER,85,TIF HEBRON TIF 2,12/15/2004,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: The Hunt Project
Various lots in Block 15
Description: TIF funds used for infrastructure and street improvements for commercial, industrial and residential facilities.",2010,0,0,"104,598","42,422",0,0,0,0,,"104,598","42,422",1.984289,841.78,"2,075.53"
85-0333,THAYER,85,TIF HEBRON TIF 3,8/31/2006,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: Dollar General
Lot 6, Block 1, Nelsen Addition
Description: TIF funds used for street and infrastructure improvements for a planned retail store.",2007,0,0,"7,485","290,442",0,0,0,0,,"7,485","290,442",2.127473,"6,179.08",159.24
85-0333,THAYER,85,TIF HEBRON TIF 3,8/31/2006,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: Dollar General
Lot 6, Block 1, Nelsen Addition
Description: TIF funds used for street and infrastructure improvements for a planned retail store.",2008,0,0,"7,485","290,442",0,0,0,0,,"7,485","290,442",2.074773,"6,026.01",155.30
85-0333,THAYER,85,TIF HEBRON TIF 3,8/31/2006,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: Dollar General
Lot 6, Block 1, Nelsen Addition
Description: TIF funds used for street and infrastructure improvements for a planned retail store.",2009,0,0,"7,485","290,442",0,0,0,0,,"7,485","290,442",2.022988,"5,875.61",151.42
85-0333,THAYER,85,TIF HEBRON TIF 3,8/31/2006,HEBRON,THAYER CENTRAL COMM 70,85-0070,,3,"Name of Project: Dollar General
Lot 6, Block 1, Nelsen Addition
Description: TIF funds used for street and infrastructure improvements for a planned retail store.",2010,0,0,"7,485","277,840",0,0,0,0,,"7,485","277,840",1.984289,"5,513.15",148.52
88-1300,VALLEY,88,TIF GRAND LIVING ALTERN. INC,11/1/1999,ORD,ORD 5,88-0005,,3,"Name of Project: Grand Living Alternatives, Inc.
Division G and the adjacent S1/2 ROW and part of Division H of Ord City Division.
Description: TIF funds from excess tax are being used to pay the principal and interest on a tax increment revenue bond issued for redeveloper to rehabilitate the above real estate and construct an assisted living facility for the elderly. The existing outdated structure will be demolished.",2001,0,0,"17,110","1,154,955",0,0,0,0,,"17,110","1,154,955",2.572832,"29,715.05",440.21
88-1300,VALLEY,88,TIF GRAND LIVING ALTERN. INC,11/1/1999,ORD,ORD 5,88-0005,,3,"Name of Project: Grand Living Alternatives, Inc.
Division G and the adjacent S1/2 ROW and part of Division H of Ord City Division.
Description: TIF funds from excess tax are being used to pay the principal and interest on a tax increment revenue bond issued for redeveloper to rehabilitate the above real estate and construct an assisted living facility for the elderly. The existing outdated structure will be demolished.",2002,0,0,"17,110","2,231,310",0,0,0,0,,"17,110","2,231,310",2.588214,"57,751.08",442.84
88-1300,VALLEY,88,TIF GRAND LIVING ALTERN. INC,11/1/1999,ORD,ORD 5,88-0005,,3,"Name of Project: Grand Living Alternatives, Inc.
Division G and the adjacent S1/2 ROW and part of Division H of Ord City Division.
Description: TIF funds from excess tax are being used to pay the principal and interest on a tax increment revenue bond issued for redeveloper to rehabilitate the above real estate and construct an assisted living facility for the elderly. The existing outdated structure will be demolished.",2003,0,0,"17,110","2,231,310",0,0,0,0,,"17,110","2,231,310",2.590491,"57,801.88",443.23
88-1300,VALLEY,88,TIF GRAND LIVING ALTERN. INC,11/1/1999,ORD,ORD 5,88-0005,,3,"Name of Project: Grand Living Alternatives, Inc.
Division G and the adjacent S1/2 ROW and part of Division H of Ord City Division.
Description: TIF funds from excess tax are being used to pay the principal and interest on a tax increment revenue bond issued for redeveloper to rehabilitate the above real estate and construct an assisted living facility for the elderly. The existing outdated structure will be demolished.",2004,0,0,"17,110","2,487,005",0,0,0,0,,"17,110","2,487,005",2.559202,"63,647.48",437.88
88-1300,VALLEY,88,TIF GRAND LIVING ALTERN. INC,11/1/1999,ORD,ORD 5,88-0005,,3,"Name of Project: Grand Living Alternatives, Inc.
Division G and the adjacent S1/2 ROW and part of Division H of Ord City Division.
Description: TIF funds from excess tax are being used to pay the principal and interest on a tax increment revenue bond issued for redeveloper to rehabilitate the above real estate and construct an assisted living facility for the elderly. The existing outdated structure will be demolished.",2005,0,0,"17,110","2,358,545",0,0,0,0,,"17,110","2,358,545",2.560491,"60,390.34",438.10
88-1300,VALLEY,88,TIF GRAND LIVING ALTERN. INC,11/1/1999,ORD,ORD 5,88-0005,,3,"Name of Project: Grand Living Alternatives, Inc.
Division G and the adjacent S1/2 ROW and part of Division H of Ord City Division.
Description: TIF funds from excess tax are being used to pay the principal and interest on a tax increment revenue bond issued for redeveloper to rehabilitate the above real estate and construct an assisted living facility for the elderly. The existing outdated structure will be demolished.",2006,0,0,"17,110","2,487,005",0,0,0,0,,"17,110","2,487,005",2.537078,"63,097.26",434.09
88-1300,VALLEY,88,TIF GRAND LIVING ALTERN. INC,11/1/1999,ORD,ORD 5,88-0005,,3,"Name of Project: Grand Living Alternatives, Inc.
Division G and the adjacent S1/2 ROW and part of Division H of Ord City Division.
Description: TIF funds from excess tax are being used to pay the principal and interest on a tax increment revenue bond issued for redeveloper to rehabilitate the above real estate and construct an assisted living facility for the elderly. The existing outdated structure will be demolished.",2007,0,0,"17,110","2,487,005",0,0,0,0,,"17,110","2,487,005",2.488503,"61,889.20",425.78
88-1300,VALLEY,88,TIF GRAND LIVING ALTERN. INC,11/1/1999,ORD,ORD 5,88-0005,,3,"Name of Project: Grand Living Alternatives, Inc.
Division G and the adjacent S1/2 ROW and part of Division H of Ord City Division.
Description: TIF funds from excess tax are being used to pay the principal and interest on a tax increment revenue bond issued for redeveloper to rehabilitate the above real estate and construct an assisted living facility for the elderly. The existing outdated structure will be demolished.",2008,0,0,"17,110","2,487,005",0,0,0,0,,"17,110","2,487,005",2.351145,"58,473.10",402.28
88-1300,VALLEY,88,TIF GRAND LIVING ALTERN. INC,11/1/1999,ORD,ORD 5,88-0005,,3,"Name of Project: Grand Living Alternatives, Inc.
Division G and the adjacent S1/2 ROW and part of Division H of Ord City Division.
Description: TIF funds from excess tax are being used to pay the principal and interest on a tax increment revenue bond issued for redeveloper to rehabilitate the above real estate and construct an assisted living facility for the elderly. The existing outdated structure will be demolished.",2009,0,0,"17,110","2,487,005",0,0,0,0,,"17,110","2,487,005",2.401527,"59,726.10",410.90
88-1300,VALLEY,88,TIF GRAND LIVING ALTERN. INC,11/1/1999,ORD,ORD 5,88-0005,,3,"Name of Project: Grand Living Alternatives, Inc.
Division G and the adjacent S1/2 ROW and part of Division H of Ord City Division.
Description: TIF funds from excess tax are being used to pay the principal and interest on a tax increment revenue bond issued for redeveloper to rehabilitate the above real estate and construct an assisted living facility for the elderly. The existing outdated structure will be demolished.",2010,0,0,"17,110","2,487,005",0,0,0,0,,"17,110","2,487,005",2.6143,"65,017.78",447.31
88-1301,VALLEY,88,TIF VAL-E ETHANOL LCC,11/14/2005,ORD,ORD 5,88-0005,,3,"Name of Project: Val-E Ethanol, LLC
A tract of land in Section 33, T19N, R13W
Description: TIF funds used for ancilliary facilities sufficient to produce approximately 40 million gallons of anhydrous ethanol annually.",2007,0,0,"198,460","10,491,020",0,0,0,0,,"198,460","10,491,020",2.488503,"261,069.34","4,938.68"
88-1301,VALLEY,88,TIF VAL-E ETHANOL LCC,11/14/2005,ORD,ORD 5,88-0005,,3,"Name of Project: Val-E Ethanol, LLC
A tract of land in Section 33, T19N, R13W
Description: TIF funds used for ancilliary facilities sufficient to produce approximately 40 million gallons of anhydrous ethanol annually.",2008,0,0,"198,460","19,725,750",0,0,0,0,,"198,460","19,725,750",2.351145,"463,780.98","4,666.08"
88-1301,VALLEY,88,TIF VAL-E ETHANOL LCC,11/14/2005,ORD,ORD 5,88-0005,,3,"Name of Project: Val-E Ethanol, LLC
A tract of land in Section 33, T19N, R13W
Description: TIF funds used for ancilliary facilities sufficient to produce approximately 40 million gallons of anhydrous ethanol annually.",2009,0,0,"198,460","19,725,750",0,0,0,0,,"198,460","19,725,750",2.401527,"473,719.22","4,766.07"
88-1301,VALLEY,88,TIF VAL-E ETHANOL LCC,11/14/2005,ORD,ORD 5,88-0005,,3,"Name of Project: Val-E Ethanol, LLC
A tract of land in Section 33, T19N, R13W
Description: TIF funds used for ancilliary facilities sufficient to produce approximately 40 million gallons of anhydrous ethanol annually.",2010,0,0,"198,460","19,725,750",0,0,0,0,,"198,460","19,725,750",2.6143,"515,690.28","5,188.34"
89-8901,WASHINGTON,89,TIF BLAIR REDEVLP PROJ 1,1/1/2007,BLAIR,BLAIR 1,89-0001,,3,"Name of Project: Redevelopment Area # 1
A tract of land in Section 11, T18N, R11E
Description: TIF funds used to rehabilitate this area for redevelopment",2007,"767,175","29,315","713,425","22,600",0,0,0,0,,"1,480,600","51,915",2.070983,"1,075.16","30,662.97"
89-8901,WASHINGTON,89,TIF BLAIR REDEVLP PROJ 1,1/1/2007,BLAIR,BLAIR 1,89-0001,,3,"Name of Project: Redevelopment Area # 1
A tract of land in Section 11, T18N, R11E
Description: TIF funds used to rehabilitate this area for redevelopment",2008,"688,845","57,555","622,120","21,825",0,0,0,0,,"1,310,965","79,380",2.117977,"1,681.28","27,765.94"
89-8901,WASHINGTON,89,TIF BLAIR REDEVLP PROJ 1,1/1/2007,BLAIR,BLAIR 1,89-0001,,3,"Name of Project: Redevelopment Area # 1
A tract of land in Section 11, T18N, R11E
Description: TIF funds used to rehabilitate this area for redevelopment",2009,"688,845","57,555","599,730","1,951,480",0,0,0,0,,"1,288,575","2,009,035",2.157148,"43,337.84","27,796.47"
89-8901,WASHINGTON,89,TIF BLAIR REDEVLP PROJ 1,1/1/2007,BLAIR,BLAIR 1,89-0001,,3,"Name of Project: Redevelopment Area # 1
A tract of land in Section 11, T18N, R11E
Description: TIF funds used to rehabilitate this area for redevelopment",2010,"690,825","55,575","766,210","1,785,000",0,0,0,0,,"1,457,035","1,840,575",2.106577,"38,773.12","30,693.56"
89-8902,WASHINGTON,89,TIF BLAIR REDEVLP PROJ 2,1/1/2007,BLAIR,BLAIR 1,89-0001,,3,City did not submit project plan.,2007,"2,778,665","107,555","15,961,590","655,720","129,225",0,0,0,,"18,869,480","763,275",2.070983,"15,807.26","390,783.72"
89-8902,WASHINGTON,89,TIF BLAIR REDEVLP PROJ 2,1/1/2007,BLAIR,BLAIR 1,89-0001,,3,City did not submit project plan.,2008,"2,774,635","349,075","16,001,335","1,786,860","132,000",0,0,0,,"18,907,970","2,135,935",2.117977,"45,238.64","400,466.46"
89-8902,WASHINGTON,89,TIF BLAIR REDEVLP PROJ 2,1/1/2007,BLAIR,BLAIR 1,89-0001,,3,City did not submit project plan.,2009,"2,763,950","322,045","15,940,200","3,013,450","132,000",0,0,0,,"18,836,150","3,335,495",2.157148,"71,951.54","406,323.63"
89-8902,WASHINGTON,89,TIF BLAIR REDEVLP PROJ 2,1/1/2007,BLAIR,BLAIR 1,89-0001,,3,City did not submit project plan.,2010,"2,692,265","318,770","15,532,505","3,041,980","132,000",0,0,0,,"18,356,770","3,360,750",2.106577,"70,796.84","386,699.49"
90-0002,WAYNE,90,TIF WISNER WEST INC,,WAYNE,WAYNE 17,90-0017,,3,,2010,0,0,"42,870","328,135",0,0,0,0,,"42,870","328,135",2.1544337,"7,069.46",923.61
90-8718,WAYNE,90,TIF WESTERN RIDGE II PROJ 4,,WAYNE,WAYNE 17,90-0017,,3,,2010,"123,590","991,885",0,0,0,0,0,0,,"123,590","991,885",2.154436,"21,369.53","2,662.67"
90-8719,WAYNE,90,TIF WESTERN RIDGE II PROJ 5,,WAYNE,WAYNE 17,90-0017,,3,,2010,"49,515","284,940",0,0,0,0,0,0,,"49,515","284,940",2.154436,"6,138.85","1,066.77"
90-8720,WAYNE,90,TIF BENSCOTER DEVELP. PROJ 6,,WAYNE,WAYNE 17,90-0017,,3,,2010,"1,240",0,0,0,0,0,0,0,,"1,240",0,2.154436,0.00,26.72
